,node_ID,longitude,latitude,label,is_near_city
0,1,-5.905812000000196,54.66439299999985,empty,Whiteabbey
1,2,-5.906016500000192,54.66329499999984,empty,Whiteabbey
2,3,-5.90625750000018,54.66212199999984,empty,Whiteabbey
3,4,-5.916879000000193,54.59872199999984,empty,Yorkgate
4,5,-5.914491500000196,54.59993449999985,empty,Yorkgate
5,6,-5.907782000000196,54.60163349999985,empty,Yorkgate
6,7,-5.789873000000199,54.72107899999983,Downshire,empty
7,8,-5.791791500000187,54.720702499999845,empty,Downshire
8,9,-5.793643500000201,54.72032049999984,empty,Downshire
9,10,-5.806907000000194,54.827094499999845,empty,Larne Town
10,11,-5.810095000000189,54.83054799999985,empty,Larne Town
11,12,-5.8126775000002056,54.83737149999985,empty,Larne Town
12,13,-5.815583000000203,54.843270499999846,empty,Larne Town
13,14,-5.817361500000203,54.84533849999983,empty,Larne Town
14,15,-5.816611500000192,54.84825199999983,empty,Larne Town
15,16,-5.813741000000192,54.84991299999984,Larne Town,empty
16,17,-6.620618000000178,55.11223449999983,empty,empty
17,18,-6.630278500000202,55.11913049999984,empty,empty
18,19,-6.650879000000202,55.12732449999984,empty,University
19,20,-6.6574655000002,55.13020649999984,empty,University
20,21,-6.2345210000002,54.73786199999984,empty,Antrim
21,22,-6.249610500000188,54.74108599999983,empty,empty
22,23,-6.257391000000183,54.74401149999983,empty,empty
23,24,-6.263576500000198,54.74870399999983,empty,empty
24,25,-6.276384000000206,54.76615999999984,empty,empty
25,26,-6.2980785000002015,54.79505299999983,empty,empty
26,27,-6.300030000000191,54.80068549999984,empty,empty
27,28,-6.295821500000187,54.82867749999983,empty,empty
28,29,-6.344408000000186,54.88816649999984,Cullybackey,empty
29,30,-6.35644450000018,54.90850399999985,empty,Cullybackey
30,31,-6.361669000000205,54.92583499999984,empty,empty
31,32,-6.36104450000019,54.92780049999985,empty,empty
32,33,-6.356100000000197,54.932064999999824,empty,empty
33,34,-6.352792500000192,54.93796949999984,empty,empty
34,35,-6.35108600000018,54.94437799999983,empty,empty
35,36,-6.354381000000188,54.95318099999983,empty,empty
36,37,-6.663138500000201,55.13469499999985,empty,University
37,38,-6.664382500000187,55.13628099999983,empty,University
38,39,-5.94859600000018,54.58896649999983,empty,Yorkgate
39,40,-5.943703500000197,54.58965999999984,empty,Yorkgate
40,41,-6.231284500000186,54.73666399999985,empty,Antrim
41,42,-6.23275750000019,54.73720899999984,empty,Antrim
42,43,-6.220718500000203,54.72876199999985,empty,Antrim
43,44,-6.2215750000002,54.72974749999983,empty,Antrim
44,45,-6.222351000000202,54.73064099999985,empty,Antrim
45,46,-5.944316000000185,54.592021499999845,empty,Yorkgate
46,47,-5.937403500000187,54.59420449999985,empty,Yorkgate
47,48,-5.940246000000201,54.58877349999983,empty,Yorkgate
48,49,-5.936166500000184,54.58803549999985,empty,Yorkgate
49,50,-5.935286500000188,54.58801299999985,empty,Yorkgate
50,51,-5.932258000000189,54.58838849999984,empty,Yorkgate
51,52,-5.92053150000018,54.59122949999983,empty,Yorkgate
52,53,-5.917335500000206,54.59493999999984,empty,Yorkgate
53,54,-5.917497500000195,54.59563399999985,empty,Yorkgate
54,55,-5.924445000000191,54.58859049999984,empty,Yorkgate
55,56,-5.903178000000196,54.67807699999983,empty,Whiteabbey
56,57,-5.904336500000198,54.67297099999985,Whiteabbey,empty
57,58,-5.92360100000019,54.60896599999984,empty,Yorkgate
58,59,-5.924079000000205,54.60835949999984,empty,Yorkgate
59,60,-5.924738500000188,54.60532549999985,empty,Yorkgate
60,61,-5.923105000000192,54.60354549999983,empty,Yorkgate
61,62,-5.917896500000182,54.601384499999824,empty,Yorkgate
62,63,-5.904509500000188,54.67220899999984,empty,Whiteabbey
63,64,-5.904599000000189,54.67167649999985,empty,Whiteabbey
64,65,-5.913768000000204,54.65014299999984,empty,Whiteabbey
65,66,-5.917266500000181,54.64613349999985,empty,Whiteabbey
66,67,-5.920468500000197,54.63767199999984,empty,Yorkgate
67,68,-5.920750000000197,54.62967199999983,empty,Yorkgate
68,69,-5.921736500000179,54.612213999999824,Yorkgate,empty
69,70,-5.923131500000181,54.60961549999985,empty,Yorkgate
70,71,-5.916924500000192,54.59982899999983,empty,Yorkgate
71,72,-5.739981500000198,54.66615949999985,empty,Seahill
72,73,-5.732713000000189,54.66337599999983,Helen's Bay,empty
73,74,-5.723971000000205,54.66309149999984,empty,Helen's Bay
74,75,-5.714841000000206,54.66572149999985,empty,Helen's Bay
75,76,-5.705576000000207,54.66601599999984,Carnalea,empty
76,77,-5.76767750000019,54.661095499999846,Seahill,empty
77,78,-5.757207500000192,54.66649949999984,empty,Seahill
78,79,-5.752123500000181,54.66829499999983,empty,Seahill
79,80,-5.747985500000198,54.66844799999984,empty,Seahill
80,81,-5.804612000000191,54.65240349999985,empty,Marino
81,82,-5.779487000000188,54.65864949999983,empty,Seahill
82,83,-5.771284500000206,54.659845999999845,empty,Seahill
83,84,-5.817397000000199,54.64701949999983,Marino,empty
84,85,-5.6977800000001935,54.66411649999984,empty,Carnalea
85,86,-5.693235500000185,54.660082499999845,empty,Carnalea
86,87,-5.692708000000181,54.65950899999984,empty,Carnalea
87,88,-5.876696500000179,54.60961449999985,Sydenham,empty
88,89,-5.870622000000196,54.61256149999983,empty,Sydenham
89,90,-5.865017500000192,54.61708799999983,empty,Sydenham
90,91,-5.864052500000184,54.61834399999984,empty,Sydenham
91,92,-5.839640000000202,54.64105899999984,empty,Marino
92,93,-5.688294000000184,54.656727999999845,empty,Carnalea
