node_ID,longitude,latitude
1,27.530119499999785,56.535015499999844
2,27.542615499999783,56.53041199999984
3,24.24542599999978,57.11406249999985
4,24.206061499999777,57.10195149999984
5,24.144448499999783,56.979306499999836
6,24.146307999999777,56.97748799999982
7,27.031202999999778,57.35865549999983
8,27.016933999999765,57.33689349999983
9,26.590904499999766,55.95579549999982
10,26.61715499999977,55.98235899999983
11,26.628296499999777,55.99329849999984
12,26.433407999999787,56.99156799999983
13,26.450792999999777,56.99903249999983
14,26.518303999999773,57.02758249999982
15,26.54284249999978,57.041123999999826
16,26.58678949999978,57.064156499999825
17,26.592349999999783,57.06668799999983
18,26.601774999999776,57.06886749999984
19,23.756860999999788,56.96103849999983
20,23.764593499999762,56.961509499999835
21,23.770007499999764,56.96300749999983
22,23.774612499999762,56.96912099999983
23,26.09662199999977,56.77173849999983
24,26.099468499999773,56.779716999999835
25,26.10901549999977,56.78935149999984
26,26.114570999999785,56.79166999999984
27,26.126417499999775,56.79275199999984
28,26.13557849999978,56.79921699999983
29,26.139243499999765,56.80279899999982
30,26.145201499999786,56.81373349999984
31,26.150660999999786,56.81818199999984
32,26.164448999999763,56.82368249999985
33,26.18210449999978,56.82474449999984
34,26.188267999999766,56.826415999999824
35,26.19979049999978,56.83279949999982
36,26.20196999999976,56.83760599999982
37,26.205702499999774,56.841507499999835
38,26.217990999999785,56.849056999999846
39,23.689630499999765,56.95721449999982
40,23.71297149999978,56.958743999999825
41,23.17714799999979,56.502264999999824
42,23.187465999999773,56.50547349999982
43,23.246399999999767,56.52926449999984
44,22.53477799999979,57.14463849999984
45,22.538730499999787,57.14354399999985
46,23.80678899999978,56.68626499999985
47,23.816961499999763,56.69552349999984
48,23.83315349999978,56.70858549999983
49,26.211059999999776,56.25452849999985
50,26.210257999999783,56.246477999999826
51,26.21247749999978,56.24182599999983
52,26.229225499999785,56.22981099999984
53,26.233668499999766,56.22730949999985
54,26.23925049999977,56.22254249999983
55,26.250163999999785,56.21846749999983
56,26.26313449999978,56.21266799999984
57,26.288155999999788,56.20032599999985
58,26.29993049999976,56.19121549999983
59,26.345028499999785,56.16217149999983
60,26.35068149999978,56.15827149999984
61,26.37193199999976,56.13491849999983
62,24.085515499999786,56.641437499999824
63,24.093647499999776,56.64079649999982
64,25.57382549999977,56.63406299999983
65,25.58589699999976,56.632795499999844
66,25.609892499999773,56.631766999999826
67,25.61765049999977,56.63053449999984
68,25.622870499999777,56.62857299999985
69,25.655727499999784,56.61426399999985
70,25.666523999999782,56.610156999999845
71,25.674559499999788,56.609455999999824
72,25.686724999999768,56.61134149999984
73,25.699098999999762,56.61419199999983
74,25.716733999999775,56.61718749999983
75,24.437412499999766,56.85002699999984
76,24.42802299999977,56.85035499999984
77,24.41235299999977,56.85192649999985
78,24.39960149999976,56.85275549999983
79,24.39185649999976,56.85352849999984
80,24.36091399999978,56.85923649999984
81,24.35189749999978,56.86051099999983
82,23.530449999999774,56.60583649999984
83,23.584709999999774,56.614915499999825
84,25.749832999999768,57.64381849999984
85,25.750824999999764,57.644006999999846
86,25.023356999999777,57.184191999999825
87,25.03487949999976,57.18447149999983
88,25.040711499999787,57.18399199999985
89,25.04722049999978,57.18166049999982
90,25.053938999999787,57.18045399999983
91,25.071624499999785,57.18041199999985
92,25.116282999999783,57.189294499999846
93,25.125561499999776,57.189696499999826
94,25.13362049999978,57.18842299999983
95,25.142352499999788,57.18849399999985
96,25.16610849999978,57.19516599999983
97,25.17356399999977,57.19994599999984
98,26.25140849999977,56.54187199999984
99,26.284204999999787,56.542875999999836
100,26.297666499999764,56.54307699999984
101,26.371059499999774,56.53374449999984
102,26.390698499999786,56.53139099999984
103,26.40741099999977,56.53013649999983
104,25.302906999999777,57.24102849999983
105,25.300559499999764,57.23731399999983
106,24.32429799999977,56.86423849999983
107,24.289737499999774,56.86910549999985
108,24.281214499999777,56.871192999999835
109,25.55804299999977,57.558576499999845
110,25.55312749999976,57.55599399999983
111,24.78719149999978,57.12507149999985
112,24.792367999999783,57.126975499999844
113,24.80341999999976,57.127785999999844
114,24.811744999999775,57.12916099999984
115,24.82855349999977,57.133856999999836
116,24.83206599999977,57.13630849999984
117,24.834436499999782,57.140705999999824
118,24.837608999999787,57.14698949999985
119,24.842195499999775,57.15017949999984
120,24.846731499999777,57.151433499999825
121,26.001642999999774,57.75355649999983
122,25.993570499999777,57.748027999999834
123,25.923363999999765,57.710345499999846
124,25.907232499999765,57.70148949999984
125,21.089323999999777,56.53570399999984
126,21.104548499999765,56.53040099999984
127,21.115061999999767,56.52511199999984
128,23.631945499999773,56.62257449999984
129,23.658290499999765,56.62634399999985
130,23.68237099999979,56.628412499999826
131,23.701023499999764,56.631702999999845
132,27.45378599999978,56.53202649999983
133,27.47344899999976,56.53672099999983
134,27.490960499999773,56.53698799999984
135,27.49762949999976,56.53639449999983
136,27.521793499999774,56.53627149999983
137,22.458399499999786,56.68821349999985
138,22.471475999999768,56.68586049999985
139,27.828859499999766,56.48239949999984
140,27.841306499999774,56.482341999999846
141,27.85976649999978,56.479655499999836
142,27.871730499999785,56.47232249999985
143,27.878243999999768,56.46764999999985
144,27.886394499999767,56.455272999999835
145,27.889494499999785,56.45246899999984
146,27.906725999999765,56.44731349999984
147,27.921413499999773,56.44209299999983
148,27.943217499999776,56.43798399999983
149,27.958057999999767,56.43119299999984
150,25.545740499999766,57.55372699999984
151,25.53549149999978,57.55258549999982
152,25.52911999999978,57.55093799999983
153,25.51638699999978,57.54576449999985
154,25.449233999999763,57.52740749999984
155,25.445546999999777,57.52604049999982
156,25.440509499999763,57.52194749999984
157,22.819196499999777,57.08308199999985
158,22.88088799999977,57.06885649999984
159,22.883752499999787,57.06763599999982
160,25.865958499999778,56.51655799999983
161,25.872455499999774,56.515633499999836
162,25.895160499999776,56.51477699999984
163,25.904129999999782,56.51515199999983
164,25.942381499999783,56.51852249999985
165,25.948139999999768,56.519393999999835
166,25.974736999999777,56.52661649999985
167,25.990114999999776,56.531049499999824
168,26.001848499999767,56.53226649999985
169,26.011266999999776,56.53396599999982
170,26.027274999999776,56.53471699999983
171,26.041188999999775,56.53814249999985
172,26.05532649999978,56.54040649999985
173,23.98401649999977,56.806572999999844
174,23.99039449999978,56.80958299999983
175,24.007113499999775,56.81586049999984
176,24.010891999999785,56.81811449999984
177,24.03105999999977,56.83208399999984
178,24.03555099999977,56.83559099999982
179,24.047822499999768,56.84485399999983
180,27.34434749999977,56.58597099999983
181,27.336096999999768,56.57990049999984
182,27.333222499999778,56.574565499999835
183,27.331990499999762,56.56689399999985
184,27.328066499999778,56.555716499999846
185,27.326386499999785,56.54935849999984
186,27.323578999999768,56.537397999999826
187,27.324348499999786,56.52744349999983
188,24.96899099999976,56.679377499999845
189,24.947252499999763,56.685984999999846
190,24.888369499999783,56.70319649999985
191,24.07150699999977,56.88689449999984
192,24.073099499999785,56.89215249999984
193,24.07290949999978,56.900450499999835
194,24.077369999999775,56.91167549999983
195,22.48113049999978,56.68672399999983
196,22.49498699999978,56.68869399999983
197,22.515035499999783,56.69204799999983
198,22.53012199999978,56.692608499999835
199,22.548551499999775,56.69083149999983
200,22.555884499999763,56.69155199999983
201,22.570083499999782,56.693456499999826
202,22.580844999999783,56.694293499999844
203,22.60882399999977,56.69730849999985
204,22.628453999999778,56.69855899999985
205,22.635896999999773,56.69998849999985
206,22.640600999999776,56.69954599999983
207,22.663475999999775,56.694033999999846
208,22.669521999999773,56.69442249999983
209,22.680372999999776,56.69871799999984
210,22.689083499999782,56.70037449999984
211,26.074434499999768,56.542808499999836
212,26.09511999999978,56.54587749999985
213,26.104717499999765,56.54842549999984
214,26.119936499999767,56.54886299999984
215,26.140543999999778,56.547638499999834
216,26.14846099999977,56.54644299999984
217,26.20643949999976,56.540542499999844
218,26.21432699999977,56.54050999999984
219,27.96661999999978,56.42915299999984
220,27.97816649999976,56.423557999999844
221,27.987323499999775,56.42190549999984
222,27.999918999999778,56.417650999999836
223,28.00751749999978,56.41596799999985
224,28.02114899999978,56.41636249999985
225,28.039206999999777,56.41806949999983
226,28.04602799999978,56.41719599999985
227,28.052239499999786,56.41489499999983
228,23.949705499999766,56.65055649999982
229,23.98563299999978,56.647387999999836
230,23.99165999999977,56.647361499999846
231,24.001004999999765,56.64902399999983
232,24.008970499999776,56.648745999999846
233,24.022810499999764,56.64720349999985
234,24.027736499999776,56.64800649999984
235,24.035739999999777,56.64718699999983
236,24.07728199999977,56.64209999999983
237,27.794281999999782,56.50302849999983
238,27.800588999999775,56.49339799999984
239,27.80725099999978,56.48751049999984
240,27.817542999999773,56.483129999999846
241,27.822528499999777,56.48224349999984
242,23.49496549999978,56.59962649999983
243,26.375509499999765,56.13138199999983
244,26.383547499999764,56.12696899999983
245,26.938729999999765,55.93900949999983
246,26.971209999999786,55.93558349999984
247,27.00419999999977,55.931816499999826
248,27.012355999999784,55.93222699999984
249,22.65177099999977,57.131503999999836
250,22.674927499999768,57.11807649999983
251,22.67983499999977,57.11659199999983
252,22.720153499999782,57.10721699999985
253,22.72700949999978,57.105983999999836
254,22.742849499999778,57.10199099999983
255,25.722162999999767,56.618052499999834
256,25.759635499999774,56.62399799999983
257,25.770609999999778,56.625567499999846
258,25.781247999999778,56.622953499999824
259,25.78489049999976,56.621005499999825
260,25.788708999999784,56.616431499999834
261,25.789324499999765,56.61105949999984
262,25.78526549999978,56.598816999999826
263,25.78577699999977,56.590967499999834
264,25.78972799999977,56.58327549999984
265,26.47800399999977,55.93296949999984
266,26.484933999999782,55.916221499999835
267,26.84359349999977,55.93909849999983
268,26.856892999999786,55.94059149999984
269,26.870116999999766,55.93900749999983
270,26.888391499999784,55.939317499999845
271,26.923347499999778,55.94028149999983
272,27.26166349999977,56.453573499999834
273,27.268779999999765,56.46345399999984
274,27.27009899999976,56.46679149999983
275,27.274133499999778,56.471107499999846
276,27.288006999999766,56.482375999999846
277,27.308150499999783,56.493258999999824
278,27.314026499999784,56.501771999999846
279,27.344344499999778,56.520155499999845
280,27.356866999999767,56.519510999999824
281,27.404567499999786,56.52654549999983
282,27.414065499999765,56.525930499999845
283,27.42627049999976,56.52619149999984
284,27.444286999999775,56.529783999999836
285,21.93310699999978,57.30809299999984
286,21.969839999999778,57.29361149999983
287,21.98942699999978,57.28634899999983
288,22.012476499999764,57.28192099999984
289,25.44311849999977,56.650187499999845
290,25.455245499999762,56.64785599999985
291,25.469899999999768,56.64503649999983
292,25.515431999999777,56.64043799999985
293,25.533853999999764,56.63832949999983
294,25.441437999999778,57.45902749999985
295,25.43965499999976,57.452536999999836
296,25.439581499999775,57.444811499999844
297,25.444609999999784,57.43813299999982
298,25.444865499999764,57.433471499999825
299,25.438747499999778,57.417477999999846
300,25.437818499999764,57.41100699999984
301,25.43614649999978,57.40708699999985
302,25.42073499999978,57.391669499999836
303,25.41745949999978,57.389688499999835
304,27.721120499999785,56.53303149999982
305,27.73126949999977,56.53421149999983
306,27.73571899999976,56.534091999999845
307,28.05854949999977,56.40961949999985
308,28.059650499999776,56.40668749999983
309,28.072138999999765,56.39926299999985
310,28.078127499999766,56.39772549999984
311,28.08884749999976,56.39657199999985
312,26.649144999999777,56.01411499999983
313,26.67598099999978,56.03579849999983
314,24.743203999999764,57.10813299999984
315,24.778311999999772,57.12180599999982
316,23.758979499999782,56.653212499999825
317,23.759684499999764,56.65353699999983
318,23.77440599999977,56.66067849999985
319,23.78374549999978,56.66784599999983
320,23.803676999999766,56.683340499999844
321,21.607047499999766,57.39498899999984
322,21.615748999999767,57.39511949999982
323,21.632158999999774,57.39467299999984
324,21.637500999999787,57.39324799999983
325,24.057166999999765,56.85350999999983
326,24.06190399999977,56.86260449999983
327,27.31777349999976,56.50755349999983
328,27.320494999999767,56.51330599999983
329,26.452350999999766,55.99807449999983
330,26.454579999999766,55.99142099999983
331,26.46844249999978,55.95628849999983
332,26.473597499999784,55.94348949999983
333,23.873035999999786,56.741907999999825
334,23.90549649999977,56.76234599999984
335,23.91694599999977,56.770328499999835
336,23.926812999999783,56.77639399999984
337,23.94681849999978,56.78682799999984
338,27.695600499999784,56.532362499999834
339,27.700208499999775,56.53175149999984
340,27.71295699999976,56.532080999999835
341,21.116222499999765,56.52452449999984
342,23.850311999999775,56.72493049999983
343,23.85346649999977,56.729085499999826
344,23.864657499999765,56.73674949999983
345,26.638919499999787,56.56440949999984
346,26.64975899999976,56.56615399999984
347,26.678342499999786,56.56369299999983
348,26.690928499999785,56.562369999999845
349,26.708001499999767,56.56127949999984
350,26.739755999999772,56.56096099999985
351,26.76655999999977,56.56046499999982
352,27.662559999999786,56.79299049999983
353,27.619251499999763,56.76259749999983
354,27.589521499999762,56.74138699999983
355,27.565111999999772,56.723730999999844
356,27.53652699999978,56.70344699999984
357,27.519362499999772,56.69059049999984
358,27.50905249999977,56.68250199999983
359,27.48795949999976,56.67352199999985
360,27.458318499999763,56.66183299999983
361,27.446201499999773,56.65623549999984
362,27.435345999999782,56.64679049999984
363,27.43054049999978,56.64410049999984
364,27.419787999999784,56.640385999999836
365,27.414034499999758,56.63686749999982
366,27.412776999999778,56.634870499999835
367,27.408928999999773,56.62370199999984
368,27.406496999999774,56.61921049999984
369,27.402477499999776,56.61528399999983
370,27.392243999999778,56.608686499999834
371,27.38257049999976,56.60366349999984
372,27.359404999999782,56.59510399999985
373,25.12017949999978,56.64813449999983
374,25.10635499999978,56.65254949999985
375,25.095049999999787,56.65370499999983
376,25.04393749999977,56.658330499999835
377,25.03716149999977,56.66019099999983
378,25.43622949999977,57.51743999999982
379,25.437099999999788,57.510470999999825
380,25.44354949999976,57.47037899999984
381,25.44328299999978,57.46598499999985
382,24.997019999999765,56.67121849999984
383,25.413120499999764,57.38736749999984
384,24.602833999999774,56.815458999999834
385,24.596834499999773,56.81816499999982
386,24.582499999999783,56.82168199999984
387,26.07569799999976,56.43863199999984
388,26.07682049999977,56.436919499999846
389,26.79359249999976,56.560145499999834
390,26.82078249999978,56.56030749999982
391,26.837366499999774,56.55949849999985
392,26.85602199999977,56.55827099999985
393,26.871579999999767,56.55876549999982
394,26.882298499999763,56.55999199999982
395,26.91095249999978,56.56210599999983
396,26.92681799999977,56.56150249999985
397,21.017007999999777,56.52461199999985
398,21.044083499999772,56.53559499999983
399,21.05354749999978,56.53787299999985
