node_ID,node_label,latitude,longitude,country_name,country_IS03
1,5 km,45.37157499999984,36.46856649999975,Ukraine,UA
2,Aivazovs'ka,45.06105499999984,35.39376549999977,Ukraine,UA
3,Almaz,50.423504999999835,30.408101999999758,Ukraine,UA
4,Amur,48.494425999999834,35.03331149999977,Ukraine,UA
5,Antonivka (RZD.),46.684218499999844,32.67030699999978,Ukraine,UA
6,Antratsyt,48.10952799999984,39.080851999999766,Ukraine,UA
7,Arshyntseve,45.30296799999985,36.42434199999977,Ukraine,UA
8,Artemivs'k,48.58874299999985,37.98622999999975,Ukraine,UA
9,Avdakove,48.50938149999985,38.67908399999976,Ukraine,UA
10,Bahlii,48.48075699999984,34.64852799999977,Ukraine,UA
11,Bairak,48.31535899999986,38.131565999999765,Ukraine,UA
12,Basy,50.86272999999983,34.885989999999765,Ukraine,UA
13,Berda,46.79463499999986,36.76997999999978,Ukraine,UA
14,Berdians'k,46.753610999999836,36.80573099999975,Ukraine,UA
15,Berdychiv,49.889429999999834,28.61306399999978,Ukraine,UA
16,Berdychiv-Zhytomyrs'kyi,49.91695499999983,28.598904999999775,Ukraine,UA
17,Bezliudivka,49.89616299999983,36.249867999999765,Ukraine,UA
18,Bila Tserkva,49.81193999999985,30.109824999999773,Ukraine,UA
19,Bilhorod-Dnistrovs'kyi,46.18490399999985,30.339031999999776,Ukraine,UA
20,Bilychi,50.47438699999984,30.363374999999763,Ukraine,UA
21,Borschahivka,50.43460699999983,30.403011999999762,Ukraine,UA
22,Bortnychi,50.412577499999855,30.77070349999977,Ukraine,UA
23,Boryspil,50.376926499999854,30.94635699999978,Ukraine,UA
24,Botanichna,50.408442999999835,30.56957399999976,Ukraine,UA
25,Buddetal,49.402164999999854,32.023658499999755,Ukraine,UA
26,Cherkasy,49.430821999999836,32.055868999999774,Ukraine,UA
27,Chernihiv,51.485565999999835,31.267360999999767,Ukraine,UA
28,Chernihiv Pivnichnyi,51.520638999999846,31.24846999999977,Ukraine,UA
29,Chernivtsi,48.30087749999984,25.93215799999976,Ukraine,UA
30,Chernivtsi -  Pivnichna,48.316838999999845,25.91952299999977,Ukraine,UA
31,Chernivtsi - Yuzhnenna,48.267606999999856,25.956343999999774,Ukraine,UA
32,Chervonohrad,50.39519499999983,24.228681999999765,Ukraine,UA
33,Chop,48.433470499999856,22.207840999999775,Ukraine,UA
34,Chumakove,47.97358899999983,37.890308999999775,Ukraine,UA
35,Chyhynok,52.25423499999985,33.60412899999977,Ukraine,UA
36,DVRZ,50.44224549999984,30.69065699999976,Ukraine,UA
37,Darnytsia,50.43117599999985,30.647144999999767,Ukraine,UA
38,Diakovo,48.013014999999854,23.008036999999774,Ukraine,UA
39,Diivka,48.462401999999855,34.91398899999976,Ukraine,UA
40,Dilove,47.93450599999986,24.17725749999977,Ukraine,UA
41,Dniprobud-i,47.87781099999984,35.06133549999976,Ukraine,UA
42,Dniprodzerzhyns'k,48.52946049999986,34.570859999999755,Ukraine,UA
43,Dniprodzerzhyns'k-Pasazhyrs'kyi,48.49635599999985,34.60613899999976,Ukraine,UA
44,Dnipropetrovs'k,48.477527999999836,35.016652499999765,Ukraine,UA
45,Dnipropetrovs'k-Pivnichnyi,48.436923999999834,35.06332699999976,Ukraine,UA
46,Dnipropetrovs'k-Vantazhnyi,48.421654999999845,34.990516999999755,Ukraine,UA
47,Domanyntsi,48.63822699999986,22.337216999999782,Ukraine,UA
48,Donets'k,48.04425799999984,37.74567049999976,Ukraine,UA
49,Donets'k-2,48.009861999999856,37.86839599999976,Ukraine,UA
50,Dovzhans'ka,48.04914349999984,39.65172499999977,Ukraine,UA
51,Drohobych,49.355094999999835,23.544163999999768,Ukraine,UA
52,Dronove,48.06278899999984,38.62018399999977,Ukraine,UA
53,Druzhkivka,48.62485999999984,37.548273999999765,Ukraine,UA
54,Dublianschyna,49.60307699999984,34.61205649999977,Ukraine,UA
55,Fastiv 1,50.07652999999985,29.928128999999757,Ukraine,UA
56,Feodosiia,45.029483999999854,35.38548899999975,Ukraine,UA
57,Hnydava,50.69233899999983,25.321167999999773,Ukraine,UA
58,Horlivka,48.311514999999844,38.04633099999975,Ukraine,UA
59,Hornostaivka,52.052579999999836,31.15319699999978,Ukraine,UA
60,Horodnia,50.47452099999984,30.585339999999775,Ukraine,UA
61,Hrechany,49.440131999999835,26.93041999999977,Ukraine,UA
62,Ilovais'k,47.92175799999984,38.19666399999977,Ukraine,UA
63,Im.T. Shevchenka,49.20263799999984,31.898214499999767,Ukraine,UA
64,Industrial'na,49.96232549999985,36.39014699999976,Ukraine,UA
65,Inhulets,47.67875699999985,33.14207099999976,Ukraine,UA
66,Inkerman i,44.606816999999836,33.597685999999754,Ukraine,UA
67,Inkerman ii,44.58791699999986,33.61101599999978,Ukraine,UA
68,Ivano-Frankivs'k,48.91884999999985,24.726575999999767,Ukraine,UA
69,Izium,49.21537199999983,37.30237999999977,Ukraine,UA
70,Izmail,45.35977899999986,28.81107849999978,Ukraine,UA
71,Izov,50.82847399999983,24.05936699999978,Ukraine,UA
72,Izvaryne,48.28061649999984,39.89551099999977,Ukraine,UA
73,Kal'mius,48.06369899999984,37.88275749999977,Ukraine,UA
74,Kalush,49.01201349999985,24.349674999999763,Ukraine,UA
75,Karakhash,48.13286099999985,39.087216999999754,Ukraine,UA
76,Karavaievi Dachi,50.43724699999984,30.44952699999976,Ukraine,UA
77,Karavanna,47.91155799999984,37.84413799999976,Ukraine,UA
78,Kel'mentsi (RZD.),48.44477099999983,26.82465899999977,Ukraine,UA
79,Kerch,45.36186899999984,36.434057999999766,Ukraine,UA
80,Kerch-Port,45.362201999999854,36.48120449999976,Ukraine,UA
81,Kerchens'kyi  Zavod,45.38352399999985,36.48260899999977,Ukraine,UA
82,Khanzhenkove,48.08554999999984,38.076848999999754,Ukraine,UA
83,Kharkiv-Balashivs'kyi,49.97316499999985,36.27697299999977,Ukraine,UA
84,Kharkiv-Chervonozavods'kyi,49.96095999999983,36.24491649999976,Ukraine,UA
85,Kharkiv-Levada,49.97827299999983,36.24417799999975,Ukraine,UA
86,Kharkiv-Pas.,49.989711999999855,36.20292799999976,Ukraine,UA
87,Kharkiv-Sort.,50.01570099999984,36.186811999999776,Ukraine,UA
88,Khartsyz'k,48.030883999999844,38.15327299999976,Ukraine,UA
89,Kherson,46.65597199999985,32.60434299999977,Ukraine,UA
90,Khutir-Mykhailivs'kyi,52.044050999999854,33.94527249999976,Ukraine,UA
91,Khyriv,49.53132749999983,22.85064799999978,Ukraine,UA
92,Kirovohrad,48.52289199999984,32.261766999999764,Ukraine,UA
93,Klepariv,49.85445799999985,23.983119999999786,Ukraine,UA
94,Klymentove,47.823442999999855,29.252179999999782,Ukraine,UA
95,Kniazhychi,50.49580299999985,30.785520499999762,Ukraine,UA
96,Kolomyia,48.53380849999985,25.06293249999976,Ukraine,UA
97,Komunars'k,48.48341799999986,38.77880799999977,Ukraine,UA
98,Konotop,51.22320699999983,33.187873999999766,Ukraine,UA
99,Korosten,50.95738999999983,28.63610499999976,Ukraine,UA
100,Korosten'-Podil's'kyi,50.985096999999854,28.614405499999776,Ukraine,UA
101,Korosten'-Zhytomyrs'kyi,50.96091099999984,28.59309049999976,Ukraine,UA
102,Kostiantynivka,48.512181999999854,37.72735599999976,Ukraine,UA
103,Kovel,51.21959099999984,24.713488999999782,Ukraine,UA
104,Kozacha Lopan,50.33529199999984,36.19516699999977,Ukraine,UA
105,Kramators'k,48.72624199999984,37.54418599999977,Ukraine,UA
106,Krasna Mohyla,48.087545499999834,39.78805899999975,Ukraine,UA
107,Krasnoarmiis'k,48.284005499999836,37.181626999999764,Ukraine,UA
108,Krasnyi Luch,48.14095499999985,38.92618099999976,Ukraine,UA
109,Kremenchuk,49.06881499999983,33.42981299999977,Ukraine,UA
110,Kriukiv-na-Dnipri,49.03608949999983,33.433938999999754,Ukraine,UA
