,Unnamed: 0,temperature,energy,std_energy,abs_magnetization,std_magnetization,heat,std_heat,susceptibility,std_susceptibility
36,36,5.408163265306122,-147.896,30.011017710167717,0.0116199999999999,0.0790055415777906,30.79369886484871,1.947564519885269,0.0011541581298113,7.299536940408112e-05
37,37,5.530612244897959,-142.244,28.913880127025497,0.0119499999999999,0.0777138822862427,27.331680206751,1.728607234653499,0.0010920034225092,6.906436055656667e-05
38,38,5.653061224489796,-142.144,28.065552978696143,0.0073,0.0772192333554277,24.64789465344264,1.5588697326553058,0.0010547931046931,6.671097342141532e-05
39,39,5.775510204081632,-139.524,30.29226673591793,0.0103,0.0762017716329482,27.5095086594164,1.739854093517621,0.0010054020848056,6.358721104535266e-05
40,40,5.8979591836734695,-136.324,29.565639245583714,0.0061899999999999,0.0734495330141723,25.128757852803485,1.589282191714024,0.0009146950211072,5.785039262229505e-05
41,41,6.020408163265306,-133.46,27.836745499429348,0.00418,0.078237635444842,21.378884738868145,1.3521193921807486,0.0010167296691525,6.430363038382944e-05
42,42,6.142857142857142,-128.516,28.027374903832857,0.0051299999999999,0.0749815517310758,20.81728147971877,1.316600483375032,0.0009152472488372,5.788531857056953e-05
43,43,6.26530612244898,-128.74,29.15565811296325,0.0090899999999999,0.0691471033377393,21.655145544249805,1.3695916596455195,0.0007631425833876,4.826537485939724e-05
44,44,6.387755102040816,-121.128,30.480544877019504,0.00522,0.0667499183520099,22.7692611133726,1.440054515147175,0.0006975144677316,4.411468837903938e-05
45,45,6.5102040816326525,-121.616,28.317848505845213,0.00291,0.0702572551413731,18.92044305916805,1.1966338881299,0.0007582069376175,4.7953217212253467e-05
46,46,6.63265306122449,-119.444,29.18881402181322,0.00172,0.0687629376917536,19.36682092746982,1.2248653033483852,0.0007128884258461,4.508702286491789e-05
47,47,6.755102040816326,-117.372,29.76974329751602,0.00416,0.0698297529710652,19.42166022595632,1.2283336451184486,0.0007218535516616,4.565402720665556e-05
48,48,6.877551020408163,-114.432,27.759059350057232,0.00404,0.0715679984350547,16.290778890154883,1.030319323021588,0.0007447386991097,4.710141101715514e-05
49,49,7.0,-110.62,28.563046056049416,0.00195,0.0661766386272376,16.649951020408164,1.053035363094689,0.0006256210714285,3.9567750758183535e-05
