,n_step,energy,average_magnetization
0,0.0,-7.0,0.125
1,1.0,-15.0,-0.125
2,2.0,-13.0,-0.375
3,3.0,-25.0,-0.6875
4,4.0,-17.0,-0.4375
5,5.0,-15.0,-0.375
6,6.0,-17.0,-0.4375
7,7.0,-19.0,-0.5
8,8.0,-21.0,-0.375
9,9.0,-23.0,-0.5625
10,10.0,-17.0,-0.1875
11,11.0,-15.0,-0.0625
12,12.0,-13.0,0.0
13,13.0,-19.0,0.4375
14,14.0,-21.0,0.4375
15,15.0,-13.0,0.3125
16,16.0,-21.0,0.5
17,17.0,-23.0,0.4375
18,18.0,-11.0,0.25
19,19.0,-11.0,0.0625
20,20.0,-19.0,0.1875
21,21.0,-23.0,0.4375
22,22.0,-23.0,0.3125
23,23.0,-19.0,0.375
24,24.0,-19.0,0.1875
25,25.0,-21.0,0.0
26,26.0,-11.0,-0.0625
27,27.0,-19.0,0.1875
28,28.0,-3.0,0.0
29,29.0,-13.0,-0.1875
30,30.0,-17.0,-0.0625
31,31.0,-15.0,0.0625
32,32.0,-13.0,0.1875
33,33.0,-17.0,0.3125
34,34.0,-21.0,0.0625
35,35.0,-21.0,-0.0625
36,36.0,-23.0,0.125
37,37.0,-25.0,0.3125
38,38.0,-19.0,0.1875
39,39.0,-19.0,0.0
40,40.0,-23.0,-0.0625
41,41.0,-17.0,-0.0625
42,42.0,-15.0,0.0
43,43.0,-21.0,0.125
44,44.0,-19.0,0.4375
45,45.0,-19.0,0.4375
46,46.0,-21.0,0.4375
47,47.0,-17.0,0.1875
48,48.0,-19.0,0.375
49,49.0,-17.0,0.1875
50,50.0,-21.0,0.375
51,51.0,-23.0,0.25
52,52.0,-15.0,0.125
53,53.0,-11.0,0.25
54,54.0,-19.0,0.125
55,55.0,-23.0,0.5
56,56.0,-19.0,0.375
57,57.0,-21.0,0.125
58,58.0,-11.0,0.4375
59,59.0,-23.0,0.1875
60,60.0,-21.0,0.125
61,61.0,-29.0,-0.0625
62,62.0,-27.0,-0.125
63,63.0,-19.0,-0.0625
64,64.0,-23.0,0.0
65,65.0,-27.0,0.0
66,66.0,-23.0,0.125
67,67.0,-13.0,0.4375
68,68.0,-17.0,0.4375
69,69.0,-15.0,0.3125
70,70.0,-13.0,0.125
71,71.0,-25.0,0.5625
72,72.0,-23.0,0.5
73,73.0,-21.0,0.625
74,74.0,-29.0,0.8125
75,75.0,-17.0,0.375
76,76.0,-21.0,0.5
77,77.0,-23.0,0.5
78,78.0,-19.0,0.5625
79,79.0,-25.0,0.8125
80,80.0,-27.0,0.875
81,81.0,-23.0,0.75
82,82.0,-15.0,0.5
83,83.0,-15.0,0.375
84,84.0,-17.0,0.5625
85,85.0,-9.0,0.3125
86,86.0,-17.0,0.5625
87,87.0,-17.0,0.6875
88,88.0,-17.0,0.625
89,89.0,-23.0,0.25
90,90.0,-21.0,0.1875
91,91.0,-21.0,0.25
92,92.0,-17.0,0.3125
93,93.0,-19.0,0.5625
94,94.0,-25.0,0.625
95,95.0,-19.0,0.5
96,96.0,-9.0,0.0625
97,97.0,-17.0,0.1875
98,98.0,-23.0,0.5625
99,99.0,-15.0,0.375
100,100.0,-19.0,0.5
101,101.0,-21.0,0.5625
102,102.0,-23.0,0.75
103,103.0,-23.0,0.8125
104,104.0,-23.0,0.75
105,105.0,-23.0,0.6875
106,106.0,-25.0,0.8125
107,107.0,-27.0,0.875
108,108.0,-25.0,0.75
109,109.0,-13.0,0.5625
110,110.0,-29.0,0.9375
111,111.0,-21.0,0.6875
112,112.0,-23.0,0.6875
113,113.0,-27.0,0.8125
114,114.0,-21.0,0.625
115,115.0,-29.0,0.9375
116,116.0,-27.0,0.875
117,117.0,-23.0,0.75
118,118.0,-23.0,0.75
119,119.0,-17.0,0.3125
120,120.0,-21.0,0.5
121,121.0,-15.0,0.375
122,122.0,-17.0,0.625
123,123.0,-17.0,0.5
124,124.0,-11.0,0.3125
125,125.0,-17.0,0.25
126,126.0,-19.0,0.1875
127,127.0,-15.0,0.3125
128,128.0,-11.0,0.4375
129,129.0,-23.0,0.75
130,130.0,-19.0,0.5625
131,131.0,-17.0,0.5625
132,132.0,-15.0,0.25
133,133.0,-17.0,0.375
134,134.0,-15.0,0.25
135,135.0,-21.0,0.6875
136,136.0,-25.0,0.625
137,137.0,-21.0,0.5
138,138.0,-19.0,0.4375
139,139.0,-23.0,0.6875
140,140.0,-29.0,0.75
141,141.0,-23.0,0.625
142,142.0,-25.0,0.625
143,143.0,-15.0,0.5625
144,144.0,-11.0,0.3125
145,145.0,-15.0,0.0
146,146.0,-9.0,0.0
147,147.0,-13.0,0.0625
148,148.0,-15.0,0.125
149,149.0,-23.0,-0.0625
150,150.0,-21.0,0.125
151,151.0,-21.0,0.0
152,152.0,-17.0,0.0625
153,153.0,-21.0,0.25
154,154.0,-13.0,0.375
155,155.0,-21.0,0.3125
156,156.0,-23.0,0.75
157,157.0,-15.0,0.5625
158,158.0,-21.0,0.75
159,159.0,-19.0,0.625
160,160.0,-25.0,0.8125
161,161.0,-21.0,0.625
162,162.0,-19.0,0.4375
163,163.0,-21.0,0.6875
164,164.0,-25.0,0.75
165,165.0,-19.0,0.5625
166,166.0,-23.0,0.6875
167,167.0,-25.0,0.75
168,168.0,-25.0,0.8125
169,169.0,-19.0,0.625
170,170.0,-13.0,0.4375
171,171.0,-17.0,0.5625
172,172.0,-19.0,0.625
173,173.0,-19.0,0.6875
174,174.0,-15.0,0.25
175,175.0,-9.0,0.125
176,176.0,-17.0,0.25
177,177.0,-21.0,0.4375
178,178.0,-15.0,0.375
179,179.0,-21.0,0.5
180,180.0,-21.0,0.4375
181,181.0,-17.0,0.5
182,182.0,-25.0,0.5625
183,183.0,-19.0,0.5625
184,184.0,-19.0,0.3125
185,185.0,-21.0,0.0
186,186.0,-23.0,0.25
187,187.0,-21.0,0.1875
188,188.0,-15.0,0.0625
189,189.0,-19.0,0.25
190,190.0,-21.0,0.4375
191,191.0,-21.0,0.3125
192,192.0,-15.0,-0.125
193,193.0,-19.0,-0.3125
194,194.0,-17.0,0.0
195,195.0,-15.0,0.0625
196,196.0,-19.0,-0.4375
197,197.0,-27.0,-0.5625
198,198.0,-19.0,-0.3125
199,199.0,-17.0,-0.5625
200,200.0,-17.0,-0.5625
