,n_step,energy,average_magnetization
0,0.0,-237.0,-0.32
1,1.0,-305.0,-0.41
2,2.0,-331.0,-0.425
3,3.0,-343.0,-0.48
4,4.0,-347.0,-0.475
5,5.0,-353.0,-0.495
6,6.0,-361.0,-0.495
7,7.0,-361.0,-0.5
8,8.0,-361.0,-0.5
9,9.0,-361.0,-0.495
10,10.0,-361.0,-0.49
11,11.0,-361.0,-0.495
12,12.0,-361.0,-0.495
13,13.0,-359.0,-0.5
14,14.0,-361.0,-0.5
15,15.0,-361.0,-0.495
16,16.0,-363.0,-0.515
17,17.0,-363.0,-0.51
18,18.0,-361.0,-0.51
19,19.0,-363.0,-0.51
20,20.0,-363.0,-0.51
21,21.0,-363.0,-0.515
22,22.0,-363.0,-0.515
23,23.0,-363.0,-0.51
24,24.0,-363.0,-0.515
25,25.0,-361.0,-0.52
26,26.0,-363.0,-0.515
27,27.0,-363.0,-0.51
28,28.0,-363.0,-0.51
29,29.0,-363.0,-0.51
30,30.0,-359.0,-0.505
31,31.0,-357.0,-0.51
32,32.0,-357.0,-0.515
33,33.0,-361.0,-0.52
34,34.0,-363.0,-0.515
35,35.0,-363.0,-0.51
36,36.0,-363.0,-0.515
37,37.0,-363.0,-0.515
38,38.0,-363.0,-0.51
39,39.0,-363.0,-0.515
40,40.0,-363.0,-0.515
41,41.0,-363.0,-0.51
42,42.0,-363.0,-0.51
43,43.0,-361.0,-0.52
44,44.0,-365.0,-0.525
45,45.0,-365.0,-0.53
46,46.0,-365.0,-0.53
47,47.0,-365.0,-0.53
48,48.0,-365.0,-0.53
49,49.0,-365.0,-0.525
50,50.0,-365.0,-0.53
51,51.0,-365.0,-0.53
52,52.0,-365.0,-0.53
53,53.0,-363.0,-0.525
54,54.0,-365.0,-0.525
55,55.0,-365.0,-0.53
56,56.0,-365.0,-0.53
57,57.0,-365.0,-0.525
58,58.0,-363.0,-0.52
59,59.0,-363.0,-0.52
60,60.0,-365.0,-0.525
61,61.0,-363.0,-0.52
62,62.0,-365.0,-0.525
63,63.0,-365.0,-0.53
64,64.0,-365.0,-0.52
65,65.0,-365.0,-0.52
66,66.0,-365.0,-0.52
67,67.0,-365.0,-0.515
68,68.0,-365.0,-0.515
69,69.0,-363.0,-0.515
70,70.0,-363.0,-0.515
71,71.0,-365.0,-0.515
72,72.0,-365.0,-0.515
73,73.0,-363.0,-0.51
74,74.0,-365.0,-0.515
75,75.0,-365.0,-0.515
76,76.0,-363.0,-0.515
77,77.0,-363.0,-0.51
78,78.0,-365.0,-0.515
79,79.0,-365.0,-0.515
80,80.0,-363.0,-0.515
81,81.0,-365.0,-0.52
82,82.0,-365.0,-0.52
83,83.0,-365.0,-0.515
84,84.0,-363.0,-0.51
85,85.0,-363.0,-0.51
86,86.0,-363.0,-0.51
87,87.0,-365.0,-0.515
88,88.0,-365.0,-0.52
89,89.0,-365.0,-0.52
90,90.0,-365.0,-0.515
91,91.0,-365.0,-0.515
92,92.0,-365.0,-0.52
93,93.0,-363.0,-0.515
94,94.0,-365.0,-0.52
95,95.0,-365.0,-0.52
96,96.0,-363.0,-0.515
97,97.0,-365.0,-0.515
98,98.0,-365.0,-0.52
99,99.0,-365.0,-0.52
100,100.0,-365.0,-0.52
101,101.0,-365.0,-0.52
102,102.0,-365.0,-0.52
103,103.0,-365.0,-0.52
104,104.0,-365.0,-0.52
105,105.0,-365.0,-0.52
106,106.0,-365.0,-0.515
107,107.0,-365.0,-0.515
108,108.0,-363.0,-0.525
109,109.0,-361.0,-0.515
110,110.0,-365.0,-0.515
111,111.0,-365.0,-0.52
112,112.0,-365.0,-0.52
113,113.0,-365.0,-0.515
114,114.0,-365.0,-0.52
115,115.0,-365.0,-0.515
116,116.0,-365.0,-0.515
117,117.0,-365.0,-0.515
118,118.0,-365.0,-0.52
119,119.0,-365.0,-0.52
120,120.0,-365.0,-0.52
121,121.0,-365.0,-0.515
122,122.0,-365.0,-0.52
123,123.0,-365.0,-0.515
124,124.0,-365.0,-0.52
125,125.0,-365.0,-0.52
126,126.0,-365.0,-0.52
127,127.0,-365.0,-0.52
128,128.0,-365.0,-0.515
129,129.0,-363.0,-0.525
130,130.0,-363.0,-0.505
131,131.0,-363.0,-0.51
132,132.0,-361.0,-0.5
133,133.0,-363.0,-0.505
134,134.0,-363.0,-0.505
135,135.0,-363.0,-0.505
136,136.0,-365.0,-0.49
137,137.0,-365.0,-0.49
138,138.0,-365.0,-0.49
139,139.0,-363.0,-0.49
140,140.0,-363.0,-0.485
141,141.0,-365.0,-0.495
142,142.0,-365.0,-0.49
143,143.0,-367.0,-0.505
144,144.0,-367.0,-0.51
145,145.0,-367.0,-0.505
146,146.0,-367.0,-0.51
147,147.0,-365.0,-0.5
148,148.0,-367.0,-0.51
149,149.0,-367.0,-0.505
150,150.0,-367.0,-0.505
151,151.0,-367.0,-0.51
152,152.0,-365.0,-0.505
153,153.0,-367.0,-0.51
154,154.0,-367.0,-0.51
155,155.0,-367.0,-0.505
156,156.0,-367.0,-0.505
157,157.0,-367.0,-0.505
158,158.0,-367.0,-0.505
159,159.0,-365.0,-0.5
160,160.0,-363.0,-0.505
161,161.0,-367.0,-0.505
162,162.0,-367.0,-0.505
163,163.0,-367.0,-0.505
164,164.0,-367.0,-0.51
165,165.0,-367.0,-0.505
166,166.0,-367.0,-0.505
167,167.0,-367.0,-0.51
168,168.0,-367.0,-0.505
169,169.0,-365.0,-0.505
170,170.0,-367.0,-0.51
171,171.0,-367.0,-0.51
172,172.0,-367.0,-0.51
173,173.0,-367.0,-0.51
174,174.0,-363.0,-0.51
175,175.0,-365.0,-0.51
176,176.0,-365.0,-0.51
177,177.0,-369.0,-0.53
178,178.0,-369.0,-0.53
179,179.0,-367.0,-0.515
180,180.0,-367.0,-0.52
181,181.0,-367.0,-0.52
182,182.0,-367.0,-0.52
183,183.0,-369.0,-0.51
184,184.0,-367.0,-0.515
185,185.0,-369.0,-0.51
186,186.0,-369.0,-0.51
187,187.0,-369.0,-0.51
188,188.0,-369.0,-0.51
189,189.0,-369.0,-0.51
190,190.0,-367.0,-0.515
191,191.0,-369.0,-0.51
192,192.0,-369.0,-0.51
193,193.0,-369.0,-0.51
194,194.0,-369.0,-0.51
195,195.0,-367.0,-0.52
196,196.0,-367.0,-0.515
197,197.0,-367.0,-0.515
198,198.0,-367.0,-0.52
199,199.0,-363.0,-0.525
200,200.0,-367.0,-0.52
201,201.0,-367.0,-0.52
202,202.0,-369.0,-0.51
203,203.0,-369.0,-0.51
204,204.0,-367.0,-0.505
205,205.0,-369.0,-0.51
206,206.0,-369.0,-0.51
207,207.0,-369.0,-0.51
208,208.0,-369.0,-0.51
209,209.0,-367.0,-0.515
210,210.0,-369.0,-0.51
211,211.0,-369.0,-0.51
212,212.0,-369.0,-0.51
213,213.0,-367.0,-0.505
214,214.0,-367.0,-0.505
215,215.0,-369.0,-0.51
216,216.0,-369.0,-0.51
217,217.0,-369.0,-0.51
218,218.0,-369.0,-0.51
219,219.0,-369.0,-0.51
220,220.0,-369.0,-0.51
221,221.0,-367.0,-0.505
222,222.0,-369.0,-0.51
223,223.0,-367.0,-0.505
224,224.0,-363.0,-0.495
225,225.0,-365.0,-0.5
226,226.0,-367.0,-0.505
227,227.0,-367.0,-0.505
228,228.0,-369.0,-0.51
229,229.0,-369.0,-0.51
230,230.0,-369.0,-0.51
231,231.0,-369.0,-0.51
232,232.0,-369.0,-0.51
233,233.0,-369.0,-0.51
234,234.0,-369.0,-0.51
235,235.0,-367.0,-0.505
236,236.0,-369.0,-0.51
237,237.0,-369.0,-0.51
238,238.0,-369.0,-0.51
239,239.0,-369.0,-0.51
240,240.0,-369.0,-0.51
241,241.0,-369.0,-0.51
242,242.0,-369.0,-0.51
243,243.0,-369.0,-0.51
244,244.0,-369.0,-0.51
245,245.0,-365.0,-0.5
246,246.0,-367.0,-0.505
247,247.0,-369.0,-0.51
248,248.0,-369.0,-0.51
249,249.0,-369.0,-0.51
250,250.0,-365.0,-0.525
251,251.0,-367.0,-0.505
252,252.0,-367.0,-0.505
253,253.0,-369.0,-0.51
254,254.0,-369.0,-0.51
255,255.0,-369.0,-0.51
256,256.0,-369.0,-0.51
257,257.0,-367.0,-0.5
258,258.0,-367.0,-0.505
259,259.0,-367.0,-0.505
260,260.0,-369.0,-0.51
261,261.0,-369.0,-0.51
262,262.0,-369.0,-0.51
263,263.0,-369.0,-0.51
264,264.0,-369.0,-0.51
265,265.0,-369.0,-0.51
266,266.0,-369.0,-0.51
267,267.0,-367.0,-0.515
268,268.0,-369.0,-0.525
269,269.0,-369.0,-0.525
270,270.0,-369.0,-0.525
271,271.0,-369.0,-0.525
272,272.0,-369.0,-0.53
273,273.0,-371.0,-0.535
274,274.0,-371.0,-0.535
275,275.0,-371.0,-0.535
276,276.0,-371.0,-0.535
277,277.0,-371.0,-0.535
278,278.0,-371.0,-0.535
279,279.0,-369.0,-0.54
280,280.0,-371.0,-0.535
281,281.0,-371.0,-0.535
282,282.0,-371.0,-0.535
283,283.0,-369.0,-0.525
284,284.0,-367.0,-0.53
285,285.0,-367.0,-0.52
286,286.0,-365.0,-0.52
287,287.0,-367.0,-0.525
288,288.0,-369.0,-0.53
289,289.0,-371.0,-0.535
290,290.0,-369.0,-0.53
291,291.0,-369.0,-0.53
292,292.0,-371.0,-0.535
293,293.0,-371.0,-0.535
294,294.0,-371.0,-0.535
295,295.0,-371.0,-0.535
296,296.0,-371.0,-0.535
297,297.0,-369.0,-0.53
298,298.0,-369.0,-0.53
299,299.0,-371.0,-0.535
300,300.0,-371.0,-0.535
301,301.0,-371.0,-0.535
302,302.0,-371.0,-0.535
303,303.0,-371.0,-0.535
304,304.0,-371.0,-0.535
305,305.0,-371.0,-0.535
306,306.0,-369.0,-0.53
307,307.0,-369.0,-0.525
308,308.0,-369.0,-0.525
309,309.0,-371.0,-0.54
310,310.0,-369.0,-0.53
311,311.0,-371.0,-0.545
312,312.0,-373.0,-0.55
313,313.0,-367.0,-0.555
314,314.0,-369.0,-0.56
315,315.0,-371.0,-0.565
316,316.0,-371.0,-0.565
317,317.0,-369.0,-0.56
318,318.0,-369.0,-0.555
319,319.0,-371.0,-0.56
320,320.0,-371.0,-0.56
321,321.0,-371.0,-0.56
322,322.0,-371.0,-0.56
323,323.0,-371.0,-0.565
324,324.0,-371.0,-0.565
325,325.0,-371.0,-0.565
326,326.0,-371.0,-0.565
327,327.0,-369.0,-0.555
328,328.0,-369.0,-0.53
329,329.0,-367.0,-0.515
330,330.0,-371.0,-0.53
331,331.0,-371.0,-0.535
332,332.0,-371.0,-0.535
333,333.0,-371.0,-0.525
334,334.0,-371.0,-0.53
335,335.0,-369.0,-0.52
336,336.0,-371.0,-0.53
337,337.0,-371.0,-0.525
338,338.0,-371.0,-0.525
339,339.0,-369.0,-0.52
340,340.0,-369.0,-0.525
341,341.0,-371.0,-0.535
342,342.0,-371.0,-0.535
343,343.0,-371.0,-0.53
344,344.0,-371.0,-0.53
345,345.0,-371.0,-0.535
346,346.0,-371.0,-0.54
347,347.0,-371.0,-0.535
348,348.0,-369.0,-0.54
349,349.0,-371.0,-0.53
350,350.0,-371.0,-0.53
351,351.0,-371.0,-0.53
352,352.0,-365.0,-0.54
353,353.0,-373.0,-0.55
354,354.0,-373.0,-0.55
355,355.0,-373.0,-0.55
356,356.0,-373.0,-0.55
357,357.0,-373.0,-0.55
358,358.0,-373.0,-0.55
359,359.0,-373.0,-0.55
360,360.0,-373.0,-0.55
361,361.0,-373.0,-0.56
362,362.0,-373.0,-0.56
363,363.0,-371.0,-0.565
364,364.0,-373.0,-0.56
365,365.0,-371.0,-0.55
366,366.0,-371.0,-0.55
367,367.0,-371.0,-0.55
368,368.0,-371.0,-0.555
369,369.0,-369.0,-0.565
370,370.0,-373.0,-0.56
371,371.0,-373.0,-0.56
372,372.0,-371.0,-0.555
373,373.0,-373.0,-0.56
374,374.0,-373.0,-0.56
375,375.0,-373.0,-0.56
376,376.0,-373.0,-0.56
377,377.0,-373.0,-0.56
378,378.0,-371.0,-0.555
379,379.0,-373.0,-0.56
380,380.0,-373.0,-0.56
381,381.0,-373.0,-0.56
382,382.0,-373.0,-0.56
383,383.0,-373.0,-0.56
384,384.0,-373.0,-0.56
385,385.0,-371.0,-0.555
386,386.0,-373.0,-0.56
387,387.0,-373.0,-0.56
388,388.0,-373.0,-0.56
389,389.0,-373.0,-0.56
390,390.0,-373.0,-0.56
391,391.0,-373.0,-0.56
392,392.0,-373.0,-0.56
393,393.0,-373.0,-0.56
394,394.0,-373.0,-0.56
395,395.0,-373.0,-0.56
396,396.0,-373.0,-0.56
397,397.0,-371.0,-0.55
398,398.0,-369.0,-0.53
399,399.0,-369.0,-0.53
400,400.0,-369.0,-0.53
401,401.0,-371.0,-0.535
402,402.0,-371.0,-0.535
403,403.0,-371.0,-0.535
404,404.0,-371.0,-0.535
405,405.0,-367.0,-0.525
406,406.0,-369.0,-0.53
407,407.0,-371.0,-0.535
408,408.0,-371.0,-0.54
409,409.0,-371.0,-0.535
410,410.0,-371.0,-0.535
411,411.0,-371.0,-0.545
