,n_step,energy,average_magnetization
0,0.0,-105.0,0.085
1,1.0,-117.0,0.05
2,2.0,-101.0,0.04
3,3.0,-121.0,0.07
4,4.0,-113.0,-0.025
5,5.0,-107.0,-0.07
6,6.0,-111.0,-0.025
7,7.0,-139.0,-0.02
8,8.0,-111.0,0.04
9,9.0,-119.0,0.015
10,10.0,-113.0,-0.11
11,11.0,-117.0,-0.115
12,12.0,-145.0,-0.12
13,13.0,-135.0,-0.125
14,14.0,-165.0,-0.085
15,15.0,-153.0,-0.005
16,16.0,-121.0,0.015
17,17.0,-131.0,-0.07
18,18.0,-83.0,-0.11
19,19.0,-79.0,-0.06
20,20.0,-125.0,-0.125
21,21.0,-73.0,-0.08
22,22.0,-103.0,-0.035
23,23.0,-107.0,-0.015
24,24.0,-159.0,0.005
25,25.0,-81.0,-0.095
26,26.0,-125.0,-0.095
27,27.0,-97.0,-0.18
28,28.0,-111.0,-0.175
29,29.0,-141.0,-0.18
30,30.0,-157.0,-0.27
31,31.0,-127.0,-0.16
32,32.0,-111.0,-0.195
33,33.0,-147.0,-0.205
34,34.0,-149.0,-0.225
35,35.0,-107.0,-0.105
36,36.0,-123.0,-0.21
37,37.0,-117.0,-0.175
38,38.0,-97.0,-0.005
39,39.0,-121.0,-0.125
40,40.0,-125.0,-0.13
41,41.0,-117.0,-0.08
42,42.0,-135.0,-0.045
43,43.0,-133.0,0.035
44,44.0,-101.0,-0.095
45,45.0,-141.0,-0.15
46,46.0,-127.0,-0.2
47,47.0,-127.0,-0.27
48,48.0,-133.0,-0.08
49,49.0,-83.0,-0.1
50,50.0,-87.0,-0.15
51,51.0,-121.0,-0.13
52,52.0,-133.0,-0.105
53,53.0,-153.0,-0.12
54,54.0,-149.0,-0.135
55,55.0,-141.0,-0.155
56,56.0,-113.0,-0.065
57,57.0,-117.0,-0.135
58,58.0,-101.0,-0.085
59,59.0,-107.0,-0.055
60,60.0,-171.0,-0.185
61,61.0,-141.0,-0.19
62,62.0,-115.0,-0.115
63,63.0,-111.0,-0.16
64,64.0,-155.0,-0.265
65,65.0,-147.0,-0.235
66,66.0,-119.0,-0.14
67,67.0,-157.0,-0.155
68,68.0,-115.0,0.005
69,69.0,-117.0,0.02
70,70.0,-77.0,-0.01
71,71.0,-107.0,-0.02
72,72.0,-129.0,-0.175
73,73.0,-117.0,-0.17
74,74.0,-151.0,-0.145
75,75.0,-147.0,-0.235
76,76.0,-123.0,-0.26
77,77.0,-137.0,-0.205
78,78.0,-131.0,-0.085
79,79.0,-131.0,-0.215
80,80.0,-165.0,-0.28
81,81.0,-145.0,-0.235
82,82.0,-151.0,-0.205
83,83.0,-157.0,-0.195
84,84.0,-129.0,-0.11
85,85.0,-97.0,-0.095
86,86.0,-117.0,-0.105
87,87.0,-107.0,-0.12
88,88.0,-89.0,-0.11
89,89.0,-107.0,-0.055
90,90.0,-147.0,-0.105
91,91.0,-117.0,-0.11
92,92.0,-145.0,-0.015
93,93.0,-127.0,0.01
94,94.0,-81.0,-0.015
95,95.0,-123.0,-0.005
96,96.0,-91.0,-0.04
97,97.0,-117.0,-0.09
98,98.0,-127.0,0.015
99,99.0,-123.0,0.005
100,100.0,-103.0,0.045
101,101.0,-133.0,0.12
102,102.0,-117.0,0.085
103,103.0,-109.0,0.14
104,104.0,-137.0,0.16
105,105.0,-127.0,0.14
106,106.0,-121.0,0.17
107,107.0,-131.0,0.2
108,108.0,-159.0,0.21
109,109.0,-131.0,0.225
110,110.0,-123.0,0.17
111,111.0,-129.0,0.11
112,112.0,-117.0,0.235
113,113.0,-125.0,0.255
114,114.0,-125.0,0.175
115,115.0,-111.0,0.095
116,116.0,-125.0,0.145
117,117.0,-81.0,0.135
118,118.0,-163.0,0.24
119,119.0,-119.0,0.215
120,120.0,-117.0,0.205
121,121.0,-141.0,0.22
122,122.0,-141.0,0.205
123,123.0,-137.0,0.22
124,124.0,-143.0,0.12
125,125.0,-121.0,0.085
126,126.0,-125.0,0.125
127,127.0,-127.0,0.15
128,128.0,-119.0,0.07
129,129.0,-117.0,0.07
130,130.0,-119.0,0.045
131,131.0,-137.0,0.05
132,132.0,-99.0,-0.095
133,133.0,-119.0,-0.19
134,134.0,-131.0,0.0
135,135.0,-145.0,-0.005
136,136.0,-145.0,-0.06
137,137.0,-115.0,-0.02
138,138.0,-117.0,0.075
139,139.0,-123.0,0.075
140,140.0,-93.0,0.065
141,141.0,-115.0,0.085
142,142.0,-133.0,0.135
143,143.0,-129.0,0.145
144,144.0,-97.0,0.165
145,145.0,-133.0,0.12
146,146.0,-131.0,0.13
147,147.0,-135.0,0.045
148,148.0,-109.0,0.035
149,149.0,-129.0,0.04
150,150.0,-109.0,0.08
151,151.0,-123.0,0.03
152,152.0,-121.0,-0.025
153,153.0,-129.0,0.045
154,154.0,-109.0,0.0
155,155.0,-95.0,0.06
156,156.0,-91.0,-0.015
157,157.0,-119.0,-0.035
158,158.0,-91.0,-0.045
159,159.0,-95.0,0.005
160,160.0,-131.0,0.04
161,161.0,-137.0,0.005
162,162.0,-139.0,0.015
163,163.0,-137.0,-0.105
164,164.0,-103.0,-0.1
165,165.0,-143.0,-0.16
166,166.0,-149.0,-0.11
167,167.0,-119.0,-0.065
168,168.0,-133.0,-0.22
169,169.0,-129.0,-0.14
170,170.0,-149.0,-0.025
171,171.0,-123.0,-0.01
172,172.0,-91.0,-0.03
173,173.0,-121.0,-0.085
174,174.0,-125.0,-0.175
175,175.0,-167.0,-0.275
176,176.0,-125.0,-0.165
177,177.0,-145.0,-0.215
178,178.0,-127.0,-0.1
179,179.0,-109.0,-0.165
180,180.0,-119.0,-0.12
181,181.0,-127.0,-0.18
182,182.0,-141.0,-0.205
183,183.0,-123.0,-0.135
184,184.0,-121.0,-0.225
185,185.0,-139.0,-0.24
186,186.0,-125.0,-0.18
187,187.0,-149.0,-0.15
188,188.0,-161.0,-0.175
189,189.0,-165.0,-0.15
190,190.0,-127.0,-0.16
191,191.0,-135.0,-0.21
192,192.0,-143.0,-0.195
193,193.0,-133.0,-0.17
194,194.0,-131.0,-0.095
195,195.0,-89.0,-0.14
196,196.0,-109.0,-0.195
197,197.0,-151.0,-0.135
