,n_step,energy,average_magnetization
0,0.0,-31.0,0.0
1,1.0,-43.0,0.203125
2,2.0,-43.0,0.265625
3,3.0,-39.0,0.1875
4,4.0,-39.0,0.140625
5,5.0,-43.0,0.171875
6,6.0,-43.0,-0.09375
7,7.0,-49.0,-0.09375
8,8.0,-43.0,-0.109375
9,9.0,-39.0,-0.203125
10,10.0,-21.0,-0.109375
11,11.0,-29.0,-0.203125
12,12.0,-53.0,-0.1875
13,13.0,-39.0,-0.171875
14,14.0,-27.0,-0.109375
15,15.0,-39.0,-0.078125
16,16.0,-27.0,0.0625
17,17.0,-27.0,0.03125
18,18.0,-37.0,0.03125
19,19.0,-43.0,-0.015625
20,20.0,-33.0,0.046875
21,21.0,-49.0,-0.09375
22,22.0,-49.0,-0.109375
23,23.0,-15.0,0.0625
24,24.0,-33.0,0.078125
25,25.0,-35.0,0.15625
26,26.0,-39.0,0.0625
27,27.0,-37.0,-0.15625
28,28.0,-47.0,-0.078125
29,29.0,-47.0,0.015625
30,30.0,-61.0,-0.015625
31,31.0,-51.0,-0.015625
32,32.0,-45.0,0.109375
33,33.0,-33.0,0.21875
34,34.0,-55.0,0.453125
35,35.0,-55.0,0.296875
36,36.0,-59.0,0.1875
37,37.0,-41.0,0.03125
38,38.0,-45.0,-0.046875
39,39.0,-49.0,0.1875
40,40.0,-47.0,0.140625
41,41.0,-47.0,0.25
42,42.0,-43.0,0.296875
43,43.0,-43.0,0.25
44,44.0,-51.0,0.28125
45,45.0,-55.0,0.171875
46,46.0,-45.0,0.015625
47,47.0,-45.0,0.03125
48,48.0,-59.0,0.15625
49,49.0,-45.0,0.0625
50,50.0,-29.0,0.03125
51,51.0,-43.0,0.140625
52,52.0,-41.0,-0.203125
53,53.0,-37.0,-0.1875
54,54.0,-47.0,-0.25
55,55.0,-37.0,-0.0625
56,56.0,-33.0,-0.078125
57,57.0,-41.0,-0.265625
58,58.0,-57.0,-0.25
59,59.0,-47.0,-0.125
60,60.0,-35.0,0.09375
61,61.0,-41.0,0.1875
62,62.0,-41.0,0.0625
63,63.0,-39.0,0.078125
64,64.0,-37.0,0.03125
65,65.0,-43.0,-0.0625
66,66.0,-55.0,0.015625
67,67.0,-31.0,-0.078125
68,68.0,-45.0,-0.140625
69,69.0,-53.0,-0.078125
70,70.0,-49.0,-0.03125
71,71.0,-29.0,0.046875
72,72.0,-49.0,0.03125
73,73.0,-39.0,0.0
74,74.0,-31.0,0.015625
75,75.0,-39.0,0.171875
76,76.0,-33.0,0.09375
77,77.0,-49.0,0.140625
78,78.0,-31.0,0.046875
79,79.0,-59.0,-0.046875
80,80.0,-39.0,0.046875
81,81.0,-25.0,0.0
82,82.0,-23.0,0.046875
83,83.0,-51.0,0.140625
84,84.0,-63.0,0.046875
85,85.0,-41.0,0.09375
86,86.0,-45.0,0.21875
87,87.0,-43.0,0.234375
88,88.0,-37.0,0.3125
89,89.0,-41.0,0.203125
90,90.0,-29.0,0.296875
91,91.0,-53.0,0.296875
92,92.0,-47.0,0.296875
93,93.0,-55.0,0.28125
94,94.0,-41.0,0.234375
95,95.0,-31.0,0.296875
96,96.0,-45.0,0.296875
97,97.0,-57.0,0.28125
98,98.0,-43.0,0.171875
99,99.0,-53.0,0.28125
100,100.0,-51.0,0.25
101,101.0,-39.0,-0.015625
102,102.0,-31.0,0.046875
103,103.0,-27.0,0.03125
104,104.0,-35.0,0.1875
105,105.0,-43.0,-0.0625
106,106.0,-33.0,-0.09375
107,107.0,-47.0,0.015625
108,108.0,-61.0,0.0
109,109.0,-71.0,0.0
110,110.0,-57.0,0.015625
111,111.0,-49.0,0.03125
112,112.0,-31.0,0.03125
113,113.0,-31.0,-0.15625
114,114.0,-23.0,-0.140625
115,115.0,-39.0,-0.125
116,116.0,-37.0,-0.203125
117,117.0,-53.0,-0.25
118,118.0,-59.0,-0.375
119,119.0,-33.0,-0.234375
120,120.0,-41.0,-0.21875
121,121.0,-41.0,-0.234375
122,122.0,-43.0,-0.28125
123,123.0,-61.0,-0.34375
124,124.0,-43.0,-0.25
125,125.0,-47.0,-0.25
126,126.0,-33.0,-0.140625
127,127.0,-47.0,-0.1875
128,128.0,-51.0,-0.203125
129,129.0,-27.0,-0.21875
130,130.0,-41.0,0.09375
131,131.0,-45.0,0.03125
132,132.0,-49.0,0.203125
133,133.0,-59.0,0.375
134,134.0,-21.0,0.09375
135,135.0,-51.0,-0.046875
136,136.0,-33.0,-0.0625
137,137.0,-33.0,0.046875
138,138.0,-43.0,0.171875
139,139.0,-43.0,0.046875
140,140.0,-57.0,0.015625
141,141.0,-39.0,0.0
142,142.0,-33.0,-0.15625
143,143.0,-37.0,-0.078125
144,144.0,-27.0,-0.15625
145,145.0,-45.0,-0.140625
146,146.0,-57.0,-0.203125
147,147.0,-41.0,-0.3125
148,148.0,-65.0,-0.28125
149,149.0,-63.0,-0.171875
150,150.0,-63.0,-0.375
151,151.0,-49.0,-0.125
152,152.0,-37.0,-0.078125
153,153.0,-35.0,-0.078125
154,154.0,-41.0,-0.109375
155,155.0,-51.0,-0.125
156,156.0,-35.0,-0.1875
157,157.0,-43.0,-0.265625
158,158.0,-45.0,-0.203125
159,159.0,-47.0,-0.03125
160,160.0,-43.0,-0.046875
161,161.0,-39.0,0.03125
162,162.0,-55.0,0.09375
163,163.0,-59.0,-0.078125
164,164.0,-53.0,-0.140625
165,165.0,-45.0,0.046875
166,166.0,-33.0,0.125
167,167.0,-25.0,0.140625
168,168.0,-31.0,0.046875
169,169.0,-49.0,0.15625
170,170.0,-49.0,0.09375
171,171.0,-31.0,0.140625
172,172.0,-51.0,0.3125
173,173.0,-61.0,0.28125
174,174.0,-53.0,0.046875
175,175.0,-45.0,0.234375
176,176.0,-35.0,0.109375
177,177.0,-53.0,0.15625
178,178.0,-57.0,0.109375
179,179.0,-59.0,0.203125
180,180.0,-49.0,0.09375
181,181.0,-45.0,0.046875
182,182.0,-45.0,0.234375
183,183.0,-57.0,0.34375
184,184.0,-59.0,0.28125
185,185.0,-57.0,0.203125
186,186.0,-51.0,0.234375
187,187.0,-33.0,0.21875
188,188.0,-49.0,0.328125
189,189.0,-59.0,0.21875
190,190.0,-41.0,0.125
191,191.0,-45.0,0.171875
192,192.0,-47.0,0.125
193,193.0,-53.0,-0.0625
194,194.0,-31.0,-0.109375
195,195.0,-35.0,-0.0625
196,196.0,-47.0,-0.25
197,197.0,-67.0,-0.453125
198,198.0,-41.0,-0.28125
199,199.0,-39.0,-0.21875
200,200.0,-41.0,-0.296875
201,201.0,-31.0,-0.15625
202,202.0,-33.0,-0.0625
203,203.0,-65.0,-0.078125
204,204.0,-37.0,-0.015625
205,205.0,-35.0,0.03125
206,206.0,-31.0,-0.078125
207,207.0,-53.0,-0.109375
208,208.0,-41.0,-0.046875
209,209.0,-29.0,0.140625
210,210.0,-43.0,-0.015625
211,211.0,-53.0,0.03125
212,212.0,-23.0,0.0
213,213.0,-37.0,-0.046875
214,214.0,-45.0,-0.0625
215,215.0,-45.0,0.0
216,216.0,-37.0,-0.109375
217,217.0,-45.0,-0.21875
218,218.0,-41.0,-0.125
219,219.0,-23.0,-0.03125
220,220.0,-21.0,-0.125
221,221.0,-39.0,-0.109375
222,222.0,-37.0,-0.0625
223,223.0,-49.0,0.03125
224,224.0,-45.0,0.015625
225,225.0,-53.0,-0.109375
226,226.0,-25.0,-0.03125
227,227.0,-47.0,-0.21875
228,228.0,-35.0,-0.03125
229,229.0,-55.0,0.09375
230,230.0,-61.0,0.03125
231,231.0,-35.0,0.109375
232,232.0,-23.0,-0.046875
233,233.0,-43.0,-0.09375
234,234.0,-33.0,-0.109375
235,235.0,-25.0,0.046875
236,236.0,-21.0,-0.09375
237,237.0,-33.0,-0.1875
238,238.0,-49.0,-0.28125
239,239.0,-45.0,-0.15625
240,240.0,-7.0,0.046875
241,241.0,-41.0,0.03125
242,242.0,-45.0,-0.078125
243,243.0,-39.0,-0.078125
244,244.0,-35.0,-0.078125
245,245.0,-63.0,-0.1875
246,246.0,-25.0,-0.046875
247,247.0,-31.0,-0.140625
248,248.0,-59.0,-0.171875
249,249.0,-43.0,-0.046875
250,250.0,-41.0,-0.078125
251,251.0,-51.0,-0.203125
252,252.0,-43.0,-0.171875
253,253.0,-21.0,-0.078125
254,254.0,-45.0,-0.15625
255,255.0,-49.0,-0.125
256,256.0,-41.0,0.0
257,257.0,-41.0,0.078125
258,258.0,-39.0,0.0
259,259.0,-55.0,-0.015625
260,260.0,-15.0,0.109375
261,261.0,-35.0,0.09375
262,262.0,-25.0,0.21875
263,263.0,-51.0,0.3125
264,264.0,-67.0,0.21875
265,265.0,-61.0,0.046875
266,266.0,-41.0,0.03125
267,267.0,-47.0,0.203125
268,268.0,-43.0,0.109375
269,269.0,-31.0,0.15625
270,270.0,-59.0,0.3125
271,271.0,-59.0,0.21875
272,272.0,-63.0,0.3125
273,273.0,-51.0,0.3125
274,274.0,-41.0,0.21875
275,275.0,-63.0,0.296875
276,276.0,-45.0,0.171875
277,277.0,-29.0,0.296875
278,278.0,-27.0,0.15625
279,279.0,-37.0,0.21875
280,280.0,-57.0,0.4375
281,281.0,-61.0,0.390625
282,282.0,-51.0,0.375
283,283.0,-61.0,0.296875
284,284.0,-53.0,0.296875
