,n_step,energy,average_magnetization
0,0.0,-15.0,-0.25
1,1.0,-13.0,-0.4375
2,2.0,-15.0,-0.3125
3,3.0,-15.0,-0.4375
4,4.0,-13.0,-0.0625
5,5.0,-7.0,0.0
6,6.0,-3.0,0.0
7,7.0,-19.0,0.125
8,8.0,-21.0,0.0
9,9.0,-9.0,0.0
10,10.0,-5.0,-0.0625
11,11.0,-9.0,-0.1875
12,12.0,-13.0,-0.0625
13,13.0,-9.0,-0.3125
14,14.0,-7.0,-0.4375
15,15.0,-17.0,-0.375
16,16.0,-21.0,-0.3125
17,17.0,-13.0,0.0625
18,18.0,-13.0,0.25
19,19.0,-17.0,0.3125
20,20.0,-11.0,0.1875
21,21.0,-13.0,0.25
22,22.0,-7.0,0.125
23,23.0,-15.0,0.25
24,24.0,-15.0,0.0
25,25.0,-15.0,0.3125
26,26.0,-19.0,-0.0625
27,27.0,-15.0,0.25
28,28.0,-19.0,0.125
29,29.0,-17.0,0.375
30,30.0,-23.0,0.5
31,31.0,-13.0,0.1875
32,32.0,-13.0,0.25
33,33.0,-11.0,0.25
34,34.0,-13.0,0.5625
35,35.0,-21.0,0.4375
36,36.0,-17.0,0.375
37,37.0,-15.0,0.375
38,38.0,-13.0,0.3125
39,39.0,-7.0,0.0625
40,40.0,-17.0,0.375
41,41.0,-7.0,0.375
42,42.0,-11.0,0.3125
43,43.0,-17.0,0.125
44,44.0,-21.0,-0.125
45,45.0,-11.0,-0.125
46,46.0,-15.0,0.0
47,47.0,-11.0,0.1875
48,48.0,-19.0,0.375
49,49.0,-11.0,0.3125
50,50.0,-15.0,0.5625
51,51.0,-15.0,0.0625
52,52.0,-13.0,0.1875
53,53.0,-11.0,0.4375
54,54.0,-13.0,0.125
55,55.0,-15.0,0.375
56,56.0,-17.0,0.5
57,57.0,-15.0,0.4375
58,58.0,-17.0,0.25
59,59.0,-21.0,0.0625
60,60.0,-15.0,0.25
61,61.0,-15.0,0.375
62,62.0,-19.0,0.5
63,63.0,-19.0,0.5
64,64.0,-13.0,0.375
65,65.0,-13.0,0.375
66,66.0,-13.0,0.4375
67,67.0,-9.0,0.1875
68,68.0,-15.0,0.1875
69,69.0,-13.0,-0.0625
70,70.0,-7.0,0.0625
71,71.0,-19.0,-0.1875
72,72.0,-9.0,-0.125
73,73.0,-15.0,0.0
74,74.0,-9.0,0.3125
75,75.0,-23.0,0.5625
76,76.0,-23.0,0.625
77,77.0,-17.0,0.4375
78,78.0,-17.0,0.1875
79,79.0,-9.0,0.375
80,80.0,-15.0,0.5625
81,81.0,-11.0,0.25
82,82.0,-17.0,0.4375
83,83.0,-15.0,0.125
84,84.0,-11.0,-0.25
85,85.0,-17.0,-0.1875
86,86.0,-15.0,-0.1875
87,87.0,-15.0,-0.375
88,88.0,-21.0,-0.5
89,89.0,-21.0,-0.3125
90,90.0,-21.0,-0.3125
91,91.0,-9.0,-0.0625
92,92.0,-17.0,-0.25
93,93.0,-5.0,0.25
94,94.0,-11.0,0.3125
95,95.0,-13.0,-0.0625
96,96.0,-21.0,-0.1875
97,97.0,-11.0,-0.125
98,98.0,-11.0,0.0
99,99.0,-17.0,0.25
100,100.0,-19.0,0.125
101,101.0,-9.0,0.0625
102,102.0,-17.0,0.0
103,103.0,-13.0,0.1875
104,104.0,-11.0,0.125
105,105.0,-19.0,0.6875
106,106.0,-17.0,0.5
107,107.0,-19.0,0.4375
108,108.0,-19.0,0.5625
109,109.0,-11.0,0.375
110,110.0,-7.0,-0.1875
111,111.0,-11.0,0.0
112,112.0,-15.0,0.0625
113,113.0,-11.0,0.1875
114,114.0,-15.0,-0.1875
115,115.0,-5.0,0.125
116,116.0,-9.0,0.3125
117,117.0,-5.0,0.25
118,118.0,-9.0,0.0
119,119.0,-13.0,0.1875
120,120.0,-7.0,0.0625
121,121.0,-21.0,0.3125
122,122.0,-5.0,0.3125
123,123.0,-23.0,0.75
124,124.0,-17.0,0.5625
125,125.0,-7.0,0.25
126,126.0,-13.0,0.4375
127,127.0,-15.0,0.4375
128,128.0,-17.0,0.5
129,129.0,-15.0,0.25
130,130.0,-19.0,0.375
131,131.0,-13.0,0.375
132,132.0,-17.0,0.5625
133,133.0,-15.0,0.5
134,134.0,-15.0,0.1875
135,135.0,-9.0,0.0
136,136.0,-9.0,0.125
137,137.0,-15.0,0.5625
138,138.0,-15.0,0.5625
139,139.0,-23.0,0.5
140,140.0,-19.0,0.5
141,141.0,-17.0,0.5
142,142.0,-21.0,0.5625
143,143.0,-21.0,0.625
144,144.0,-17.0,0.3125
145,145.0,-7.0,0.3125
146,146.0,-13.0,0.4375
147,147.0,-5.0,0.1875
148,148.0,-15.0,0.125
149,149.0,-15.0,0.5625
150,150.0,-17.0,0.375
151,151.0,-19.0,0.375
152,152.0,-15.0,0.375
153,153.0,-21.0,0.625
154,154.0,-19.0,0.5
155,155.0,-9.0,0.0625
156,156.0,-13.0,0.1875
157,157.0,-13.0,0.5
158,158.0,-7.0,0.3125
159,159.0,-15.0,0.5625
160,160.0,-15.0,0.5
161,161.0,-11.0,0.375
162,162.0,-17.0,0.0
163,163.0,-13.0,-0.3125
164,164.0,-15.0,0.0625
165,165.0,-15.0,-0.0625
166,166.0,-15.0,-0.125
167,167.0,-11.0,0.0625
168,168.0,-13.0,0.25
169,169.0,-11.0,-0.0625
170,170.0,-13.0,-0.25
171,171.0,-13.0,-0.1875
172,172.0,-5.0,0.125
173,173.0,-7.0,-0.1875
174,174.0,-17.0,-0.4375
175,175.0,-15.0,-0.625
176,176.0,-15.0,-0.4375
177,177.0,-13.0,-0.375
178,178.0,-21.0,0.125
179,179.0,-17.0,-0.25
180,180.0,-15.0,-0.1875
181,181.0,-15.0,0.1875
182,182.0,-23.0,0.0625
183,183.0,-17.0,-0.3125
184,184.0,-21.0,-0.1875
185,185.0,-19.0,0.0
186,186.0,-15.0,0.0625
187,187.0,-17.0,-0.0625
188,188.0,-11.0,-0.3125
189,189.0,-1.0,-0.125
190,190.0,-11.0,-0.1875
191,191.0,-15.0,0.125
192,192.0,-15.0,0.375
193,193.0,-19.0,0.3125
194,194.0,-9.0,0.125
195,195.0,-9.0,0.3125
196,196.0,-11.0,0.5
197,197.0,-19.0,0.5
198,198.0,-11.0,0.1875
199,199.0,-15.0,0.3125
200,200.0,-13.0,0.3125
201,201.0,-11.0,0.0
202,202.0,-19.0,-0.125
203,203.0,-17.0,-0.4375
204,204.0,-17.0,-0.25
205,205.0,-19.0,-0.5
206,206.0,-17.0,-0.125
207,207.0,-11.0,-0.0625
208,208.0,-13.0,-0.125
209,209.0,-19.0,-0.4375
210,210.0,-25.0,-0.5625
211,211.0,-17.0,-0.4375
212,212.0,-13.0,-0.375
213,213.0,-13.0,-0.4375
214,214.0,-15.0,0.25
215,215.0,-7.0,0.0
216,216.0,-13.0,-0.5625
217,217.0,-21.0,-0.8125
218,218.0,-7.0,-0.375
219,219.0,-9.0,0.0625
220,220.0,-25.0,0.0
221,221.0,-17.0,0.0
222,222.0,-19.0,-0.125
223,223.0,-11.0,-0.25
224,224.0,-15.0,-0.25
225,225.0,-19.0,0.25
226,226.0,-13.0,0.375
227,227.0,-19.0,0.4375
228,228.0,-13.0,0.375
229,229.0,-13.0,0.5625
230,230.0,-13.0,0.5625
231,231.0,-23.0,0.4375
232,232.0,-17.0,0.25
233,233.0,-9.0,0.3125
