,n_step,energy,average_magnetization
0,0.0,-17.0,-0.125
1,1.0,-13.0,0.0
2,2.0,-19.0,0.125
3,3.0,-25.0,0.625
4,4.0,-21.0,0.375
5,5.0,-23.0,0.625
6,6.0,-21.0,0.5
7,7.0,-21.0,0.5
8,8.0,-21.0,0.5625
9,9.0,-19.0,0.3125
10,10.0,-25.0,0.625
11,11.0,-13.0,0.25
12,12.0,-25.0,0.625
13,13.0,-27.0,0.75
14,14.0,-25.0,0.625
15,15.0,-21.0,0.625
16,16.0,-27.0,0.75
17,17.0,-23.0,0.75
18,18.0,-31.0,1.0
19,19.0,-27.0,0.8125
20,20.0,-21.0,0.75
21,21.0,-23.0,0.75
22,22.0,-21.0,0.6875
23,23.0,-29.0,0.9375
24,24.0,-21.0,0.6875
25,25.0,-29.0,0.875
26,26.0,-27.0,0.875
27,27.0,-27.0,0.875
28,28.0,-27.0,0.875
29,29.0,-31.0,1.0
30,30.0,-31.0,1.0
31,31.0,-25.0,0.75
32,32.0,-29.0,0.875
33,33.0,-29.0,0.875
34,34.0,-23.0,0.6875
35,35.0,-29.0,0.9375
36,36.0,-25.0,0.8125
37,37.0,-29.0,0.9375
38,38.0,-29.0,0.9375
39,39.0,-23.0,0.625
40,40.0,-23.0,0.6875
41,41.0,-21.0,0.5
42,42.0,-23.0,0.6875
43,43.0,-25.0,0.6875
44,44.0,-27.0,0.875
45,45.0,-25.0,0.8125
46,46.0,-23.0,0.75
47,47.0,-25.0,0.8125
48,48.0,-21.0,0.6875
49,49.0,-27.0,0.75
50,50.0,-23.0,0.625
51,51.0,-23.0,0.5625
52,52.0,-15.0,0.25
53,53.0,-13.0,-0.0625
54,54.0,-17.0,0.0625
55,55.0,-25.0,0.125
56,56.0,-23.0,-0.0625
57,57.0,-27.0,0.0
58,58.0,-27.0,0.0625
59,59.0,-21.0,0.1875
60,60.0,-17.0,0.125
61,61.0,-23.0,-0.0625
62,62.0,-15.0,0.0
63,63.0,-15.0,0.25
64,64.0,-23.0,0.3125
65,65.0,-19.0,0.3125
66,66.0,-17.0,0.3125
67,67.0,-19.0,0.375
68,68.0,-19.0,0.375
69,69.0,-21.0,0.375
70,70.0,-19.0,0.25
71,71.0,-15.0,0.1875
72,72.0,-19.0,0.125
73,73.0,-25.0,-0.0625
74,74.0,-23.0,0.0
75,75.0,-19.0,0.0625
76,76.0,-25.0,-0.25
77,77.0,-25.0,-0.25
78,78.0,-25.0,-0.25
79,79.0,-23.0,-0.1875
80,80.0,-21.0,-0.25
81,81.0,-21.0,-0.375
82,82.0,-17.0,-0.5
83,83.0,-19.0,-0.4375
84,84.0,-19.0,-0.6875
85,85.0,-29.0,-0.9375
86,86.0,-27.0,-0.875
87,87.0,-25.0,-0.8125
88,88.0,-27.0,-0.875
89,89.0,-25.0,-0.8125
90,90.0,-29.0,-0.9375
91,91.0,-27.0,-0.875
92,92.0,-21.0,-0.6875
93,93.0,-23.0,-0.75
94,94.0,-21.0,-0.6875
95,95.0,-21.0,-0.6875
96,96.0,-25.0,-0.8125
97,97.0,-27.0,-0.875
98,98.0,-23.0,-0.75
99,99.0,-25.0,-0.8125
100,100.0,-19.0,-0.625
101,101.0,-19.0,-0.625
102,102.0,-19.0,-0.5
103,103.0,-21.0,-0.3125
104,104.0,-19.0,-0.375
105,105.0,-23.0,-0.4375
106,106.0,-21.0,-0.375
107,107.0,-23.0,-0.5625
108,108.0,-23.0,-0.5625
109,109.0,-21.0,-0.5625
110,110.0,-27.0,-0.5625
111,111.0,-23.0,-0.625
112,112.0,-23.0,-0.5
113,113.0,-21.0,-0.5625
114,114.0,-23.0,-0.6875
115,115.0,-27.0,-0.875
116,116.0,-25.0,-0.8125
117,117.0,-27.0,-0.875
118,118.0,-25.0,-0.8125
119,119.0,-21.0,-0.6875
120,120.0,-23.0,-0.75
121,121.0,-25.0,-0.8125
122,122.0,-23.0,-0.75
123,123.0,-27.0,-0.75
124,124.0,-25.0,-0.625
125,125.0,-21.0,-0.5625
126,126.0,-19.0,-0.375
127,127.0,-23.0,-0.75
128,128.0,-23.0,-0.625
129,129.0,-25.0,-0.6875
130,130.0,-23.0,-0.75
131,131.0,-23.0,-0.75
132,132.0,-31.0,-1.0
133,133.0,-27.0,-0.875
134,134.0,-27.0,-0.875
135,135.0,-25.0,-0.75
136,136.0,-19.0,-0.5625
137,137.0,-21.0,-0.6875
138,138.0,-17.0,-0.1875
139,139.0,-21.0,-0.3125
140,140.0,-23.0,-0.4375
141,141.0,-23.0,-0.375
142,142.0,-25.0,-0.5625
143,143.0,-25.0,-0.4375
144,144.0,-23.0,-0.625
145,145.0,-25.0,-0.625
146,146.0,-21.0,-0.625
147,147.0,-25.0,-0.8125
148,148.0,-27.0,-0.875
149,149.0,-29.0,-0.9375
150,150.0,-25.0,-0.8125
151,151.0,-27.0,-0.75
152,152.0,-31.0,-1.0
153,153.0,-27.0,-0.875
154,154.0,-19.0,-0.5625
155,155.0,-17.0,-0.375
156,156.0,-19.0,-0.625
157,157.0,-13.0,-0.25
158,158.0,-23.0,-0.375
159,159.0,-25.0,-0.625
160,160.0,-25.0,-0.625
161,161.0,-27.0,-0.5625
162,162.0,-27.0,-0.5625
163,163.0,-25.0,-0.5
164,164.0,-25.0,-0.5
165,165.0,-19.0,-0.25
166,166.0,-21.0,-0.4375
167,167.0,-23.0,-0.4375
168,168.0,-25.0,-0.5
169,169.0,-23.0,-0.5
170,170.0,-23.0,-0.125
171,171.0,-23.0,0.0
172,172.0,-29.0,-0.0625
173,173.0,-27.0,0.0
174,174.0,-23.0,-0.0625
175,175.0,-25.0,-0.1875
176,176.0,-27.0,-0.125
177,177.0,-19.0,0.0
178,178.0,-21.0,0.0
179,179.0,-23.0,-0.0625
180,180.0,-21.0,-0.0625
181,181.0,-17.0,-0.1875
182,182.0,-23.0,-0.125
183,183.0,-19.0,-0.1875
184,184.0,-19.0,-0.125
185,185.0,-25.0,0.0625
186,186.0,-25.0,0.1875
187,187.0,-23.0,0.1875
