,n_step,energy,average_magnetization
0,0.0,-21.0,-0.0625
1,1.0,-23.0,0.0
2,2.0,-23.0,0.0
3,3.0,-25.0,-0.0625
4,4.0,-23.0,-0.0625
5,5.0,-27.0,-0.0625
6,6.0,-29.0,0.0
7,7.0,-29.0,0.0
8,8.0,-29.0,0.0
9,9.0,-29.0,0.0
10,10.0,-29.0,0.0
11,11.0,-25.0,-0.125
12,12.0,-21.0,-0.0625
13,13.0,-25.0,0.0
14,14.0,-27.0,0.0625
15,15.0,-29.0,0.0
16,16.0,-29.0,0.0
17,17.0,-27.0,0.0625
18,18.0,-25.0,-0.125
19,19.0,-23.0,-0.125
20,20.0,-25.0,-0.0625
21,21.0,-25.0,0.0
22,22.0,-29.0,0.0
23,23.0,-29.0,0.0
24,24.0,-29.0,0.0
25,25.0,-27.0,0.0625
26,26.0,-27.0,-0.0625
27,27.0,-27.0,-0.0625
28,28.0,-27.0,-0.0625
29,29.0,-23.0,-0.25
30,30.0,-23.0,-0.125
31,31.0,-29.0,0.0
32,32.0,-27.0,-0.0625
33,33.0,-25.0,-0.1875
34,34.0,-25.0,-0.25
35,35.0,-25.0,-0.1875
36,36.0,-27.0,-0.0625
37,37.0,-27.0,-0.0625
38,38.0,-29.0,0.0
39,39.0,-29.0,0.0
40,40.0,-27.0,-0.0625
41,41.0,-27.0,-0.0625
42,42.0,-17.0,0.0
43,43.0,-23.0,0.0
44,44.0,-23.0,-0.0625
45,45.0,-21.0,-0.0625
46,46.0,-23.0,-0.0625
47,47.0,-23.0,-0.125
48,48.0,-25.0,0.0
49,49.0,-23.0,0.0625
50,50.0,-21.0,0.0625
51,51.0,-25.0,0.125
52,52.0,-25.0,0.1875
53,53.0,-25.0,0.0625
54,54.0,-27.0,0.125
55,55.0,-23.0,0.125
56,56.0,-27.0,0.125
57,57.0,-27.0,0.125
58,58.0,-29.0,0.0
59,59.0,-29.0,0.0
60,60.0,-29.0,0.0
61,61.0,-29.0,0.0
62,62.0,-25.0,0.0
63,63.0,-27.0,-0.0625
64,64.0,-23.0,0.0625
65,65.0,-21.0,0.125
66,66.0,-23.0,-0.0625
67,67.0,-25.0,0.0
68,68.0,-25.0,0.0
69,69.0,-29.0,0.0
70,70.0,-29.0,0.0
71,71.0,-29.0,0.0
72,72.0,-27.0,0.0625
73,73.0,-25.0,-0.125
74,74.0,-25.0,-0.0625
75,75.0,-25.0,0.0
76,76.0,-27.0,-0.125
77,77.0,-25.0,-0.1875
78,78.0,-29.0,0.0
79,79.0,-27.0,-0.0625
80,80.0,-27.0,-0.0625
81,81.0,-25.0,0.125
82,82.0,-25.0,0.125
83,83.0,-27.0,0.125
84,84.0,-29.0,0.0
85,85.0,-25.0,0.0
86,86.0,-25.0,0.25
87,87.0,-27.0,0.1875
88,88.0,-27.0,0.1875
89,89.0,-25.0,0.125
90,90.0,-25.0,0.0625
91,91.0,-21.0,0.1875
92,92.0,-23.0,0.1875
93,93.0,-25.0,0.25
94,94.0,-25.0,0.25
95,95.0,-27.0,0.1875
96,96.0,-23.0,0.0625
97,97.0,-23.0,0.1875
98,98.0,-25.0,0.125
99,99.0,-23.0,0.1875
100,100.0,-25.0,0.125
101,101.0,-25.0,0.125
102,102.0,-21.0,0.375
103,103.0,-23.0,0.375
104,104.0,-23.0,0.3125
105,105.0,-25.0,0.125
106,106.0,-25.0,0.0
107,107.0,-27.0,0.0625
108,108.0,-27.0,-0.0625
109,109.0,-29.0,0.0
110,110.0,-27.0,0.0625
111,111.0,-29.0,0.0
112,112.0,-29.0,0.0
113,113.0,-29.0,0.0
114,114.0,-29.0,0.0
115,115.0,-29.0,0.0
116,116.0,-29.0,0.0
117,117.0,-29.0,0.0
118,118.0,-27.0,-0.0625
119,119.0,-29.0,0.0
120,120.0,-29.0,0.0
121,121.0,-29.0,0.0
122,122.0,-29.0,0.0
123,123.0,-29.0,0.0
124,124.0,-29.0,0.0
125,125.0,-29.0,0.0
126,126.0,-29.0,0.0
127,127.0,-25.0,-0.125
128,128.0,-25.0,-0.1875
129,129.0,-25.0,-0.125
130,130.0,-27.0,-0.0625
131,131.0,-27.0,-0.0625
132,132.0,-29.0,0.0
133,133.0,-27.0,0.0625
134,134.0,-25.0,0.0
135,135.0,-25.0,-0.125
136,136.0,-29.0,0.0
137,137.0,-29.0,0.0
138,138.0,-29.0,0.0
139,139.0,-27.0,0.0625
140,140.0,-27.0,-0.0625
141,141.0,-29.0,0.0
142,142.0,-29.0,0.0
143,143.0,-25.0,-0.125
144,144.0,-25.0,-0.0625
145,145.0,-25.0,-0.125
146,146.0,-23.0,-0.125
147,147.0,-21.0,-0.25
148,148.0,-25.0,-0.1875
149,149.0,-23.0,-0.3125
150,150.0,-25.0,-0.1875
151,151.0,-21.0,-0.3125
152,152.0,-23.0,-0.25
153,153.0,-25.0,-0.1875
154,154.0,-23.0,0.0
155,155.0,-25.0,0.0625
156,156.0,-23.0,0.0
157,157.0,-27.0,0.0625
158,158.0,-27.0,0.0625
159,159.0,-27.0,-0.0625
160,160.0,-29.0,0.0
161,161.0,-29.0,0.0
162,162.0,-27.0,0.0625
163,163.0,-29.0,0.0
164,164.0,-29.0,0.0
165,165.0,-29.0,0.0
166,166.0,-27.0,-0.0625
167,167.0,-27.0,-0.0625
168,168.0,-23.0,0.0625
169,169.0,-25.0,-0.0625
170,170.0,-25.0,-0.0625
171,171.0,-25.0,-0.0625
172,172.0,-29.0,0.0
173,173.0,-25.0,0.0
174,174.0,-25.0,-0.125
175,175.0,-27.0,-0.125
176,176.0,-25.0,-0.1875
177,177.0,-27.0,0.0625
178,178.0,-25.0,0.1875
179,179.0,-25.0,0.1875
180,180.0,-29.0,0.0
181,181.0,-27.0,-0.0625
182,182.0,-25.0,0.125
183,183.0,-23.0,0.0
184,184.0,-21.0,-0.3125
185,185.0,-23.0,-0.125
186,186.0,-27.0,-0.0625
187,187.0,-23.0,-0.125
188,188.0,-23.0,-0.25
189,189.0,-23.0,-0.1875
190,190.0,-25.0,-0.125
191,191.0,-23.0,-0.1875
192,192.0,-25.0,-0.125
193,193.0,-27.0,-0.0625
194,194.0,-25.0,0.0
195,195.0,-29.0,0.0
196,196.0,-29.0,0.0
197,197.0,-29.0,0.0
198,198.0,-27.0,0.0625
199,199.0,-29.0,0.0
200,200.0,-29.0,0.0
201,201.0,-27.0,0.0625
202,202.0,-27.0,0.0625
203,203.0,-29.0,0.0
204,204.0,-27.0,0.0625
205,205.0,-25.0,-0.125
206,206.0,-27.0,-0.0625
207,207.0,-23.0,0.0625
208,208.0,-23.0,0.0
209,209.0,-21.0,0.0
210,210.0,-23.0,-0.125
211,211.0,-19.0,-0.125
212,212.0,-21.0,0.0625
213,213.0,-17.0,0.0625
214,214.0,-17.0,0.125
215,215.0,-21.0,0.0
216,216.0,-19.0,-0.25
217,217.0,-23.0,-0.1875
218,218.0,-27.0,-0.125
219,219.0,-29.0,0.0
220,220.0,-29.0,0.0
221,221.0,-29.0,0.0
222,222.0,-27.0,0.0625
223,223.0,-27.0,-0.0625
224,224.0,-29.0,0.0
225,225.0,-29.0,0.0
226,226.0,-25.0,0.0
227,227.0,-29.0,0.0
228,228.0,-27.0,0.0625
229,229.0,-29.0,0.0
230,230.0,-29.0,0.0
231,231.0,-25.0,-0.125
232,232.0,-27.0,-0.0625
233,233.0,-27.0,-0.0625
234,234.0,-27.0,-0.0625
235,235.0,-29.0,0.0
236,236.0,-29.0,0.0
237,237.0,-27.0,0.0625
238,238.0,-27.0,0.125
239,239.0,-23.0,-0.0625
240,240.0,-25.0,0.0
241,241.0,-27.0,-0.0625
242,242.0,-27.0,0.0625
243,243.0,-25.0,0.1875
244,244.0,-23.0,0.25
245,245.0,-21.0,0.1875
246,246.0,-25.0,0.1875
247,247.0,-25.0,0.1875
248,248.0,-25.0,0.1875
249,249.0,-27.0,0.25
250,250.0,-19.0,0.5625
251,251.0,-17.0,0.5
252,252.0,-21.0,0.375
253,253.0,-25.0,0.25
254,254.0,-27.0,0.125
255,255.0,-25.0,0.1875
256,256.0,-27.0,0.0625
257,257.0,-27.0,0.125
258,258.0,-21.0,0.0625
259,259.0,-27.0,0.25
260,260.0,-25.0,0.1875
261,261.0,-21.0,0.1875
262,262.0,-25.0,0.1875
263,263.0,-25.0,0.1875
264,264.0,-27.0,0.25
265,265.0,-27.0,0.25
266,266.0,-27.0,0.25
267,267.0,-19.0,0.25
268,268.0,-25.0,0.375
269,269.0,-27.0,0.25
270,270.0,-27.0,0.25
271,271.0,-27.0,0.25
272,272.0,-25.0,0.1875
273,273.0,-23.0,0.3125
274,274.0,-23.0,0.1875
275,275.0,-25.0,0.125
276,276.0,-23.0,0.0625
277,277.0,-23.0,0.0625
278,278.0,-23.0,0.125
279,279.0,-19.0,0.0
280,280.0,-23.0,0.125
281,281.0,-25.0,0.1875
282,282.0,-25.0,0.1875
283,283.0,-27.0,0.25
284,284.0,-27.0,0.25
285,285.0,-27.0,0.25
286,286.0,-27.0,0.25
287,287.0,-27.0,0.25
288,288.0,-27.0,0.25
289,289.0,-27.0,0.25
290,290.0,-25.0,0.0625
291,291.0,-25.0,-0.0625
292,292.0,-21.0,0.0
293,293.0,-27.0,-0.1875
294,294.0,-25.0,-0.125
295,295.0,-25.0,-0.125
296,296.0,-25.0,-0.125
297,297.0,-25.0,-0.25
298,298.0,-23.0,-0.3125
299,299.0,-25.0,-0.0625
300,300.0,-25.0,-0.25
301,301.0,-27.0,-0.125
302,302.0,-25.0,-0.0625
303,303.0,-25.0,0.0
304,304.0,-27.0,-0.0625
305,305.0,-27.0,-0.0625
306,306.0,-25.0,0.0625
307,307.0,-27.0,0.125
308,308.0,-25.0,0.1875
309,309.0,-25.0,0.125
310,310.0,-27.0,0.0625
311,311.0,-25.0,0.0
312,312.0,-27.0,0.0625
313,313.0,-29.0,0.0
314,314.0,-29.0,0.0
315,315.0,-29.0,0.0
316,316.0,-29.0,0.0
317,317.0,-27.0,0.0625
318,318.0,-29.0,0.0
319,319.0,-29.0,0.0
320,320.0,-27.0,-0.0625
321,321.0,-27.0,-0.0625
322,322.0,-29.0,0.0
323,323.0,-27.0,0.0625
324,324.0,-29.0,0.0
325,325.0,-27.0,0.0625
326,326.0,-25.0,0.0
327,327.0,-25.0,0.125
328,328.0,-27.0,-0.0625
329,329.0,-23.0,-0.1875
330,330.0,-27.0,-0.0625
331,331.0,-29.0,0.0
332,332.0,-27.0,-0.0625
333,333.0,-27.0,-0.0625
334,334.0,-25.0,0.0
335,335.0,-29.0,0.0
336,336.0,-29.0,0.0
337,337.0,-25.0,-0.125
338,338.0,-27.0,-0.125
339,339.0,-27.0,-0.125
340,340.0,-25.0,0.0
341,341.0,-25.0,-0.1875
342,342.0,-27.0,-0.125
343,343.0,-27.0,-0.125
344,344.0,-27.0,-0.125
345,345.0,-25.0,-0.0625
346,346.0,-23.0,-0.125
347,347.0,-25.0,-0.0625
348,348.0,-25.0,-0.1875
349,349.0,-27.0,-0.0625
350,350.0,-27.0,-0.1875
351,351.0,-27.0,-0.1875
352,352.0,-23.0,-0.1875
353,353.0,-25.0,-0.125
354,354.0,-25.0,-0.125
355,355.0,-23.0,0.0
356,356.0,-23.0,0.0
357,357.0,-25.0,-0.125
358,358.0,-23.0,-0.1875
359,359.0,-23.0,-0.1875
360,360.0,-25.0,-0.25
361,361.0,-25.0,-0.25
362,362.0,-25.0,-0.25
363,363.0,-25.0,-0.25
364,364.0,-25.0,-0.0625
365,365.0,-23.0,0.0
366,366.0,-23.0,-0.0625
367,367.0,-27.0,-0.1875
368,368.0,-27.0,-0.1875
369,369.0,-27.0,-0.1875
370,370.0,-27.0,-0.1875
371,371.0,-27.0,-0.1875
372,372.0,-25.0,-0.125
373,373.0,-25.0,-0.125
374,374.0,-25.0,-0.0625
375,375.0,-25.0,-0.0625
376,376.0,-25.0,-0.125
377,377.0,-23.0,0.0
378,378.0,-23.0,0.0
379,379.0,-23.0,0.0
380,380.0,-27.0,-0.1875
381,381.0,-25.0,-0.25
382,382.0,-23.0,-0.125
383,383.0,-23.0,-0.125
384,384.0,-25.0,-0.0625
385,385.0,-23.0,-0.0625
386,386.0,-27.0,-0.125
387,387.0,-25.0,-0.125
388,388.0,-27.0,-0.125
389,389.0,-27.0,-0.125
390,390.0,-27.0,-0.0625
391,391.0,-23.0,-0.0625
392,392.0,-25.0,0.0625
393,393.0,-25.0,0.0
394,394.0,-21.0,0.0625
395,395.0,-25.0,0.0
396,396.0,-27.0,0.125
397,397.0,-27.0,0.0625
398,398.0,-29.0,0.0
399,399.0,-29.0,0.0
400,400.0,-27.0,-0.0625
401,401.0,-23.0,-0.0625
402,402.0,-27.0,0.0625
403,403.0,-25.0,0.125
404,404.0,-25.0,0.125
405,405.0,-27.0,0.25
406,406.0,-23.0,0.375
407,407.0,-25.0,0.125
408,408.0,-27.0,-0.0625
409,409.0,-29.0,0.0
410,410.0,-25.0,0.0
411,411.0,-25.0,-0.125
412,412.0,-21.0,-0.0625
413,413.0,-23.0,-0.25
414,414.0,-23.0,-0.25
415,415.0,-27.0,-0.375
416,416.0,-27.0,-0.375
417,417.0,-19.0,-0.25
418,418.0,-23.0,-0.1875
419,419.0,-27.0,-0.375
420,420.0,-27.0,-0.375
421,421.0,-25.0,-0.5625
422,422.0,-27.0,-0.8125
423,423.0,-29.0,-0.8125
424,424.0,-29.0,-0.9375
425,425.0,-25.0,-0.8125
426,426.0,-29.0,-0.9375
427,427.0,-29.0,-0.9375
428,428.0,-31.0,-1.0
429,429.0,-29.0,-0.9375
430,430.0,-31.0,-1.0
431,431.0,-31.0,-1.0
432,432.0,-29.0,-0.9375
433,433.0,-31.0,-1.0
434,434.0,-31.0,-1.0
435,435.0,-31.0,-1.0
436,436.0,-29.0,-0.9375
437,437.0,-25.0,-0.75
438,438.0,-27.0,-0.8125
439,439.0,-27.0,-0.875
440,440.0,-27.0,-0.875
441,441.0,-27.0,-0.8125
