railway_name,railway_stops
UNK,"[""'s-Hertogenbosch"" 'Aalten' 'Alkmaar' 'Almelo' 'Almere Buiten'
 'Almere Muziekwijk' 'Amersfoort' 'Apeldoorn' 'Appingedam'
 'Arnhem Velperpoort' 'Assen' 'Baarn' 'Barendrecht' 'Barneveld Centrum'
 'Beilen' 'Bergen op Zoom' 'Best' 'Beverwijk' 'Bilthoven' 'Blerick'
 'Bodegraven' 'Borne' 'Boskoop' 'Bovenkarspel-Grootebroek' 'Boxmeer'
 'Boxtel' 'Breda' 'Breda-Prinsenbeek' 'Castricum' 'Coevorden' 'Cuijk'
 'Culemborg' 'Delft' 'Delfzijl' 'Delfzijl West' 'Den Haag Laan van NOI'
 'Den Helder' 'Deurne' 'Deventer' 'Didam' 'Diemen' 'Diemen Zuid' 'Dieren'
 'Doetinchem' 'Dordrecht' 'Dronten' 'Duiven' 'Echt' 'Ede Centrum'
 'Eindhoven' 'Elst' 'Emmen' 'Enkhuizen' 'Enschede' 'Ermelo' 'Etten-Leur'
 'Franeker' 'Geldermalsen' 'Geldrop' 'Geleen-Lutterade' 'Gilze-Rijen'
 'Glanerbrug' 'Goes' 'Goor' 'Gorinchem' 'Gouda' 'Groningen' 'Haarlem'
 'Hardenberg' 'Harderwijk' 'Hardinxveld-Giessendam' 'Haren' 'Harlingen'
 'Heemskerk' 'Heerenveen' 'Heerhugowaard' 'Heerlen' 'Heerlen De Kissel'
 'Heiloo' 'Helmond' 'Hengelo' 'Hillegom' 'Hilversum' 'Hoofddorp'
 'Hoogeveen' 'Hoogezand-Sappemeer' 'Hoorn' 'Hoorn Kersenboogerd' 'Houten'
 'Kampen' 'Krommenie-Assendelft' 'Landgraaf' 'Leerdam' 'Leeuwarden'
 'Lelystad Centrum' 'Lochem' 'Maarssen' 'Maassluis' 'Maassluis West'
 'Maastricht' 'Martenshoek' 'Meppel' 'Middelburg' 'Naarden-Bussum'
 'Nieuw Vennep' 'Nieuwerkerk a/d IJssel' 'Nijkerk' 'Nijmegen'
 'Nijmegen Heyendaal' 'Nijverdal' 'Nunspeet' 'Oisterwijk' 'Oldenzaal'
 'Ommen' 'Oosterbeek' 'Oss' 'Oudenbosch' 'Purmerend' 'Purmerend Overwhere'
 'Putten' 'Raalte' 'Reuver' 'Rhenen' 'Rijssen' 'Rijswijk' 'Roermond'
 'Roosendaal' 'Rosmalen' 'Rotterdam Blaak' 'Rotterdam Centraal'
 'Sassenheim' 'Schagen' 'Schiedam Centrum' 'Sittard' 'Sliedrecht' 'Sneek'
 'Sneek Noord' 'Soest' 'Steenwijk' 'Tegelen' 'Tiel' 'Tilburg' 'Twello'
 'Uitgeest' 'Veenendaal Centrum' 'Velp' 'Venlo' 'Venray'
 'Vlaardingen Centrum' 'Vleuten' 'Vlissingen' 'Vlissingen Souburg'
 'Voorburg' 'Voorhout' 'Voorschoten' 'Vriezenveen' 'Vught' 'Waddinxveen'
 'Waddinxveen Noord' 'Weert' 'Weesp' 'Westervoort' 'Wezep' 'Wierden'
 'Wijchen' 'Winschoten' 'Winterswijk' 'Woerden' 'Wolvega' 'Zaltbommel'
 'Zandvoort aan Zee' 'Zevenaar' 'Zevenbergen' 'Zoetermeer' 'Zutphen'
 'Zwijndrecht']"
N_A,[]
