railway_name,railway_stops
N_A,"['Aelmhult' 'Aengelholm' 'Akarp' 'Akersberga' 'Alingsas' 'Alvesta' 'Amal'
 'Arboga' 'Arvika' 'Astorp' 'Atvidaberg' 'Avesta centrum' 'Baellsta'
 'Balsta' 'Bankeryd' 'Bjuv' 'Bollnaes' 'Boras Central' 'Boras Oevre'
 'Borlaenge' 'Bro' 'Bromoella' 'Degerfors' 'Eksjoe' 'Enkoeping' 'Ensta'
 'Eskilstuna Central' 'Esloev' 'Falkenberg' 'Falkoepings Central'
 'Filipstad' 'Fisksaetra' 'Flen' 'Floda' 'Gaellivare' 'Galoppfaeltet'
 'Gnesta' 'Grums' 'Habo' 'Haernoesand' 'Haessleholm' 'Hallsberg'
 'Hallstahammar' 'Hedemora' 'Hoeoer' 'Hofors' 'Hudiksvall' 'Hultsfred'
 'Igelboda' 'Jaerna' 'Jordbro' 'Kaevlinge' 'Kallered' 'Karlshamn'
 'Katrineholm' 'Kil' 'Kinna' 'Klippan' 'Knivsta' 'Koeping' 'Kramfors'
 'Krigslida' 'Kristinehamn' 'Kumla' 'Kungsaengen' 'Kungsbacka' 'Kungsoer'
 'Landskrona Oestra' 'Leksand' 'Lerum' 'Lidkoeping' 'Lindesberg' 'Lindome'
 'Ljusdal' 'Ludvika' 'Lulea' 'Lunds Central' 'Lycksele station' 'Maersta'
 'Mariestad' 'Mjoelby' 'Moelnlycke' 'Mora' 'Morastrand' 'Motala'
 'Mullsjoe' 'Naessjoe Central' 'Neglinge' 'Norrkoepings Central' 'Nybro'
 'Nykvarn' 'Nynaes havsbad' 'Nynaesgard' 'Nynaeshamn' 'Oerebro Central'
 'Oerebro Soedra' 'Orsa' 'Osby' 'Oskarshamn' 'Oxie' 'Perstorp' 'Ronneby'
 'Rydebaeck' 'Saeffle' 'Saevsjoe' 'Sala' 'Saltsjoebaden' 'Sandviken'
 'Simrishamn' 'Skurup' 'Skutskaer' 'Smedjebacken' 'Soederhamn'
 'Soedertaelje Centrum' 'Soelvesborg' 'Stenungsund' 'Storvreta'
 'Straengnaes' 'Stroemstad' 'Sundsvalls vaestra' 'Surahammar' 'Svedala'
 'Taeby Centrum' 'Tattby' 'Tibble' 'Tierp' 'Timra' 'Tippen' 'Tjustskolan'
 'Tomelilla' 'Tranas' 'Trollhaettan' 'Tumba' 'Uddevalla Central'
 'Uddevalla Oestra' 'Upplands Vaesby' 'Uppsala Central' 'Vaernamo'
 'Vaesterhaninge' 'Vaestervik' 'Vaexjoe' 'Vallentuna' 'Varberg' 'Vargarda'
 'Vetlanda' 'Vimmerby']"
