railway_name,railway_stops
N_A,"['Akmene' 'Alytus' 'Anyksciai' 'Baisogala' 'Darbenai' 'Dituva' 'Garliava'
 'Ignalina' 'Jasiunai' 'Jonava' 'Joniskis' 'Juodsiliai' 'Kaisiadorys'
 'Kazlu Ruda' 'Kedainiai' 'Kena' 'Klaipeda' 'Kretinga' 'Kulupenai'
 'Kupiskis' 'Kuziai' 'Lentvaris' 'Marijampole' 'Matuizos' 'Mazeikiai'
 'Mickunai' 'Naujoji Akmene' 'Nemezis' 'Neveronys' 'Obeliai' 'Pabrade'
 'Pagegiai' 'Pakruojis' 'Panevezys' 'Papile' 'Pilviskiai' 'Plunge'
 'Priekule' 'Radviliskis' 'Rokiskis' 'Rudiskes' 'Salcininkai' 'Seduva'
 'Senieji Trakai' 'Siauliai' 'Silute' 'Simnas' 'Skuodas' 'Subacius'
 'Svencioneliai' 'Taurage' 'Telsiai' 'Trakai' 'Tytuvenai' 'Vaidotai'
 'Valciunai' 'Varena' 'Vieksniai' 'Vievis']"
N_P,[]
