time,instance_1,instance_2,instance_3,instance_4,instance_5,instance_6,instance_7,instance_8,instance_9,instance_10,mean
20,0.34503510531594783,0.4035439652290204,0.31059846205282515,0.3139418254764293,0.39551989301237045,0.3831494483450351,0.40554998328318287,0.21598127716482782,0.3988632564359746,0.36810431293881646,0.354028752925443
21,0.32865262454028754,0.3995319291206954,0.3433634236041458,0.3340020060180542,0.4015379471748579,0.3791374122367101,0.39752591106653296,0.2296890672016048,0.3995319291206954,0.3647609495152123,0.35777331995987965
22,0.32029421598127716,0.40287529254429955,0.34068873286526247,0.32898696088264795,0.4075560013373454,0.36576395854229354,0.4015379471748579,0.22400534938147776,0.39418254764292876,0.38482113005683716,0.35707121364092276
23,0.3340020060180542,0.4002006018054162,0.3126044801069876,0.3216315613507188,0.3828151120026747,0.37479103978602474,0.39752591106653296,0.19124038783015715,0.39518555667001004,0.37746573052490806,0.34874623871614846
24,0.3233032430625209,0.40688732865262456,0.31862253426947507,0.3326646606486125,0.4035439652290204,0.3721163490471414,0.39618856569709127,0.17786693413574056,0.38482113005683716,0.37545971247074555,0.349147442326981
25,0.27883650952858574,0.4102306920762287,0.279839518555667,0.35907723169508526,0.3965229020394517,0.3781344032096289,0.41223671013039115,0.1855566700100301,0.38415245737211634,0.3607489134068873,0.34453360080240725
26,0.30023403543965227,0.4008692744901371,0.31561350718823133,0.35707121364092276,0.4058843196255433,0.36843864928117687,0.41190237378803074,0.160481444332999,0.3804747576061518,0.362086258776329,0.3463055834169174
27,0.3075894349715814,0.4195921096623203,0.3714476763624206,0.3650952858575727,0.3781344032096289,0.3724506853895018,0.3901705115346038,0.10464727515880977,0.36676696756937477,0.34704112337011034,0.3422935473085925
28,0.28786359077231694,0.40254095620193914,0.3781344032096289,0.35606820461384153,0.38615847542627885,0.3734536944165831,0.39618856569709127,0.10330992978936811,0.3640922768304915,0.36576395854229354,0.34135740554998323
29,0.30825810765630224,0.3981945837512538,0.35673687729856235,0.35005015045135407,0.3995319291206954,0.38448679371447675,0.41591440989635575,0.11501170177198261,0.38515546639919757,0.3650952858575727,0.34784353059177536
30,0.3029087261785356,0.3988632564359746,0.3530591775325978,0.3517218321631561,0.4082246740220662,0.3831494483450351,0.4018722835172183,0.1123370110330993,0.39384821130056835,0.3801404212637914,0.34861250417920425
31,0.28017385489802743,0.412905382815112,0.3594115680374457,0.39317953861584753,0.3874958207957205,0.39317953861584753,0.3915078569040455,0.11634904714142427,0.38415245737211634,0.35740554998328317,0.347576061517887
32,0.2664660648612504,0.40220661985957873,0.3650952858575727,0.36375794048813104,0.3724506853895018,0.4015379471748579,0.3918421932464059,0.11400869274490137,0.34938147776663325,0.36643263122701436,0.33931795386158475
33,0.26613172851889,0.3617519224339686,0.3697759946506185,0.3737880307589435,0.32029421598127716,0.3968572383818121,0.38716148445336007,0.1123370110330993,0.34570377800066865,0.37011033099297896,0.3303911735205617
34,0.31561350718823133,0.36108324974924777,0.38415245737211634,0.362086258776329,0.3510531594784353,0.3921765295887663,0.3831494483450351,0.09294550317619525,0.32865262454028754,0.36609829488465395,0.3337011033099298
35,0.32698094282848544,0.37746573052490806,0.40554998328318287,0.3971915747241725,0.33132731527917086,0.39485122032764963,0.3981945837512538,0.10197258441992645,0.33767970578401874,0.35606820461384153,0.34272818455366105
36,0.334670678702775,0.3533935138749582,0.38682714811099966,0.3995319291206954,0.38482113005683716,0.38515546639919757,0.40454697425610164,0.09963223002340355,0.3463724506853895,0.3537278502173186,0.34486793714476766
37,0.3510531594784353,0.36743564025409564,0.3741223671013039,0.38214643931795383,0.3647609495152123,0.3908391842193246,0.4005349381477767,0.06118355065195587,0.34971581410899366,0.3624205951186894,0.34042126379137405
38,0.3624205951186894,0.35807422266800404,0.381477766633233,0.38415245737211634,0.3734536944165831,0.39485122032764963,0.3891675025075226,0.04379806084921431,0.35707121364092276,0.35874289535272486,0.340320962888666
39,0.389501838849883,0.38448679371447675,0.37278502173186223,0.4102306920762287,0.3918421932464059,0.4002006018054162,0.38716148445336007,0.05215646940822467,0.33600802407221664,0.33132731527917086,0.34557004346372444
40,0.3925108659311267,0.39752591106653296,0.40254095620193914,0.39384821130056835,0.39384821130056835,0.4098963557338683,0.37713139418254765,0.04212637913741224,0.3691073219658977,0.34570377800066865,0.352423938482113
41,0.40655299231026415,0.3971915747241725,0.3891675025075226,0.38682714811099966,0.4002006018054162,0.3874958207957205,0.36342360414577063,0.03276496155132063,0.35439652290203943,0.3243062520896021,0.34423269809428286
42,0.41357405549983284,0.3881644934804413,0.4078903376797058,0.3801404212637914,0.4102306920762287,0.3737880307589435,0.36576395854229354,0.03610832497492478,0.34904714142427284,0.3447007689735874,0.3469408224674022
43,0.41190237378803074,0.4272818455366098,0.3874958207957205,0.3697759946506185,0.40254095620193914,0.3965229020394517,0.35005015045135407,0.04012036108324975,0.33132731527917086,0.3650952858575727,0.3482113005683718
44,0.4002006018054162,0.39551989301237045,0.37646272149782684,0.3520561685055166,0.39752591106653296,0.36843864928117687,0.3487128050819124,0.0641925777331996,0.3594115680374457,0.3517218321631561,0.3414242728184554
45,0.4018722835172183,0.3834837846873955,0.3647609495152123,0.37746573052490806,0.41658308258107657,0.3734536944165831,0.35907723169508526,0.04312938816449348,0.36776997659645605,0.3463724506853895,0.34339685723838187
46,0.4002006018054162,0.34938147776663325,0.3627549314610498,0.3811434302908726,0.408893346706787,0.39351387495820794,0.3784687395519893,0.04513540621865597,0.3226345703778001,0.33767970578401874,0.33798060849214306
47,0.39585422935473086,0.35673687729856235,0.36342360414577063,0.35874289535272486,0.4098963557338683,0.39351387495820794,0.3600802407221665,0.04847876964226011,0.320962888665998,0.37612838515546637,0.3383818121029756
48,0.39786024740889336,0.3420260782347041,0.3373453694416583,0.3697759946506185,0.3981945837512538,0.389501838849883,0.36108324974924777,0.03075894349715814,0.3256435974590438,0.38615847542627885,0.33383483784687396
49,0.3908391842193246,0.35740554998328317,0.3510531594784353,0.38415245737211634,0.4035439652290204,0.35640254095620194,0.3968572383818121,0.01972584419926446,0.32932129722500836,0.3487128050819124,0.33380140421263793
50,0.38415245737211634,0.34737545971247075,0.31962554329655635,0.3811434302908726,0.399197592778335,0.3804747576061518,0.3714476763624206,0.01972584419926446,0.3503844867937145,0.3303243062520896,0.3283851554663991
51,0.408893346706787,0.35740554998328317,0.2985623537278502,0.3697759946506185,0.40320962888665995,0.3640922768304915,0.3644266131728519,0.019391507856904047,0.3607489134068873,0.3142761618187897,0.32607823470411235
52,0.40554998328318287,0.3614175860916082,0.3316616516215313,0.3694416583082581,0.4062186559679037,0.38482113005683716,0.3878301571380809,0.010030090270812437,0.37278502173186223,0.3353393513874958,0.3365095285857573
53,0.3714476763624206,0.3878301571380809,0.2795051822133066,0.3834837846873955,0.41457706452691406,0.40320962888665995,0.37278502173186223,0.003343363423604146,0.3463724506853895,0.3557338682714811,0.3318288197927115
54,0.36542962219993314,0.41223671013039115,0.32464058843196253,0.3704446673353394,0.3905048478769642,0.40454697425610164,0.362086258776329,0.002340354396522902,0.3704446673353394,0.33868271481109996,0.33413574055499834
55,0.36810431293881646,0.3998662654630558,0.3142761618187897,0.36710130391173523,0.4105650284185891,0.39418254764292876,0.35707121364092276,0.0,0.32731527917084585,0.31093279839518556,0.3249414911400869
56,0.3721163490471414,0.40521564694082246,0.3005683717820127,0.3704446673353394,0.4102306920762287,0.3998662654630558,0.3737880307589435,0.0,0.3336676696756937,0.2928786359077232,0.32587763289869615
57,0.38448679371447675,0.40554998328318287,0.293547308592444,0.3784687395519893,0.3965229020394517,0.40521564694082246,0.3971915747241725,0.0,0.3627549314610498,0.3326646606486125,0.33564025409562015
58,0.3928452022734871,0.41491140086927447,0.320962888665998,0.3557338682714811,0.3878301571380809,0.399197592778335,0.42561016382480776,0.0,0.36776997659645605,0.3430290872617854,0.3407890337679706
59,0.3921765295887663,0.41357405549983284,0.2938816449348044,0.3577398863256436,0.3891675025075226,0.3878301571380809,0.40421263791374124,0.0,0.35640254095620194,0.3159478435305918,0.3310932798395186
60,0.39351387495820794,0.40454697425610164,0.28251420929455034,0.3630892678034102,0.39351387495820794,0.3714476763624206,0.39752591106653296,0.0,0.3413574055499833,0.344366432631227,0.32918756268806415
61,0.39618856569709127,0.37579404881310596,0.31093279839518556,0.37445670344366433,0.4035439652290204,0.39752591106653296,0.4038783015713808,0.0,0.3818121029755934,0.3510531594784353,0.339518555667001
62,0.39485122032764963,0.3413574055499833,0.354062186559679,0.3741223671013039,0.3891675025075226,0.3981945837512538,0.40320962888665995,0.0,0.3784687395519893,0.324974924774323,0.33584085590103646
63,0.3881644934804413,0.35807422266800404,0.3299899699097292,0.36676696756937477,0.3921765295887663,0.38515546639919757,0.4078903376797058,0.0,0.3537278502173186,0.3039117352056169,0.3285857572718154
64,0.3874958207957205,0.36676696756937477,0.320962888665998,0.39117352056168503,0.3971915747241725,0.3925108659311267,0.408893346706787,0.0,0.3808090939485122,0.28786359077231694,0.3333667669675694
65,0.4035439652290204,0.36743564025409564,0.3152791708458709,0.37479103978602474,0.3998662654630558,0.3878301571380809,0.39786024740889336,0.0,0.37612838515546637,0.2795051822133066,0.3302240053493815
66,0.40220661985957873,0.3430290872617854,0.30792377131394183,0.3553995319291207,0.4075560013373454,0.37947174857907057,0.38883316616516217,0.0,0.3834837846873955,0.2942159812771648,0.3262119692410565
67,0.39518555667001004,0.33868271481109996,0.29923102641257104,0.3416917418923437,0.389501838849883,0.3928452022734871,0.38582413908391844,0.0,0.3831494483450351,0.2664660648612504,0.3192577733199599
68,0.38615847542627885,0.35807422266800404,0.3236375794048813,0.3410230692076229,0.3737880307589435,0.39551989301237045,0.3988632564359746,0.0,0.37479103978602474,0.2761618187897024,0.32280173854898025
69,0.3834837846873955,0.3049147442326981,0.33065864259445,0.334670678702775,0.38615847542627885,0.37713139418254765,0.39384821130056835,0.0,0.38448679371447675,0.3149448345035105,0.32102975593447003
70,0.4035439652290204,0.28117686392510866,0.3507188231360749,0.3527248411902374,0.3781344032096289,0.4005349381477767,0.38883316616516217,0.0,0.38548980274155803,0.30792377131394183,0.3249080575058509
71,0.4098963557338683,0.29020394516883985,0.3647609495152123,0.32029421598127716,0.40488131059846205,0.3945168839852892,0.40421263791374124,0.0,0.37479103978602474,0.30625208960213973,0.32698094282848544
72,0.3881644934804413,0.2574389836175192,0.37278502173186223,0.30859244399866265,0.3808090939485122,0.3981945837512538,0.39618856569709127,0.0,0.3647609495152123,0.33834837846873955,0.32052825142092944
73,0.40488131059846205,0.23971915747241726,0.38448679371447675,0.33567368772985623,0.3420260782347041,0.39618856569709127,0.38482113005683716,0.0,0.39384821130056835,0.3055834169174189,0.3187228351721832
74,0.4015379471748579,0.26245402875292545,0.36776997659645605,0.3323303243062521,0.3640922768304915,0.39752591106653296,0.35840855901036445,0.0,0.3624205951186894,0.27883650952858574,0.3125376128385155
75,0.4078903376797058,0.26278836509528586,0.3878301571380809,0.3350050150451354,0.3650952858575727,0.41223671013039115,0.37780006686726847,0.0,0.3640922768304915,0.293547308592444,0.3206285523236375
76,0.4179204279505182,0.2550986292209963,0.3971915747241725,0.3630892678034102,0.3577398863256436,0.4105650284185891,0.38582413908391844,0.0,0.3487128050819124,0.320962888665998,0.3257104647275159
77,0.38548980274155803,0.2561016382480776,0.40220661985957873,0.3594115680374457,0.33634236041457705,0.4102306920762287,0.3921765295887663,0.0,0.3243062520896021,0.3303243062520896,0.31965897693079237
78,0.38482113005683716,0.24506853895018388,0.4242728184553661,0.3617519224339686,0.36542962219993314,0.4075560013373454,0.3901705115346038,0.0,0.3059177532597793,0.2952189903042461,0.31802072885322635
79,0.37780006686726847,0.2634570377800067,0.40655299231026415,0.3640922768304915,0.3624205951186894,0.39485122032764963,0.3981945837512538,0.0,0.3333333333333333,0.2764961551320629,0.317719826145102
80,0.39384821130056835,0.24506853895018388,0.39551989301237045,0.3737880307589435,0.3326646606486125,0.39384821130056835,0.3988632564359746,0.0,0.32196589769307926,0.24038783015713808,0.3095954530257439
81,0.4008692744901371,0.25376128385155466,0.38448679371447675,0.36342360414577063,0.3333333333333333,0.38448679371447675,0.4108993647609495,0.0,0.29923102641257104,0.26078234704112335,0.3091273821464393
82,0.39752591106653296,0.27883650952858574,0.41591440989635575,0.37011033099297896,0.3206285523236376,0.39585422935473086,0.4152457372116349,0.0,0.3607489134068873,0.2684720829154129,0.32233366766967564
83,0.3811434302908726,0.2671347375459712,0.40421263791374124,0.38716148445336007,0.3463724506853895,0.37445670344366433,0.4085590103644266,0.0,0.3433634236041458,0.2848545636910732,0.3197258441992644
84,0.3724506853895018,0.25208960213975257,0.3921765295887663,0.36743564025409564,0.32764961551320626,0.38716148445336007,0.40287529254429955,0.0,0.37011033099297896,0.2474088933467068,0.3119358074222668
85,0.36609829488465395,0.23671013039117353,0.40287529254429955,0.36375794048813104,0.3236375794048813,0.37713139418254765,0.4062186559679037,0.0,0.3781344032096289,0.2567703109327984,0.3111334002006018
86,0.3640922768304915,0.24707455700434638,0.3981945837512538,0.35874289535272486,0.33132731527917086,0.39518555667001004,0.4018722835172183,0.0,0.3908391842193246,0.2591106653293213,0.31464393179538613
87,0.379806084921431,0.27382146439317956,0.4002006018054162,0.35840855901036445,0.3350050150451354,0.3874958207957205,0.40722166499498497,0.0,0.379806084921431,0.23671013039117353,0.31584754262788367
88,0.3704446673353394,0.2848545636910732,0.41624874623871616,0.3647609495152123,0.3487128050819124,0.4018722835172183,0.39618856569709127,0.0,0.3600802407221665,0.23971915747241726,0.3182881979271147
89,0.4002006018054162,0.3075894349715814,0.39585422935473086,0.36643263122701436,0.3724506853895018,0.4108993647609495,0.4035439652290204,0.0,0.371782012704781,0.28351721832163157,0.3312270143764627
90,0.3995319291206954,0.3025743898361752,0.4015379471748579,0.35606820461384153,0.3704446673353394,0.3945168839852892,0.4095620193915079,0.0,0.3694416583082581,0.27114677365429624,0.32748244734202603
91,0.37646272149782684,0.2848545636910732,0.39551989301237045,0.35005015045135407,0.35439652290203943,0.408893346706787,0.3901705115346038,0.0,0.38582413908391844,0.23905048478769642,0.31852223336676694
92,0.37780006686726847,0.27014376462721496,0.39618856569709127,0.35673687729856235,0.35439652290203943,0.4095620193915079,0.38716148445336007,0.0,0.379806084921431,0.24005349381477767,0.31718488799732525
93,0.35874289535272486,0.2634570377800067,0.39752591106653296,0.35005015045135407,0.32898696088264795,0.40521564694082246,0.40220661985957873,0.0,0.3604145770645269,0.22199933132731528,0.308859913072551
94,0.36676696756937477,0.2547642928786359,0.4005349381477767,0.33667669675693745,0.303243062520896,0.4219324640588432,0.4058843196255433,0.0,0.35005015045135407,0.23938482113005682,0.3079237713139418
95,0.3640922768304915,0.28084252758274825,0.3881644934804413,0.3460381143430291,0.33801404212637914,0.41223671013039115,0.4092276830491474,0.0,0.3396857238381812,0.21631561350718823,0.3094617184887997
96,0.3711133400200602,0.30090270812437314,0.3808090939485122,0.32464058843196253,0.3139418254764293,0.4075560013373454,0.39618856569709127,0.0,0.3350050150451354,0.19324640588431963,0.30234035439652296
97,0.3553995319291207,0.3253092611166834,0.39551989301237045,0.33132731527917086,0.2868605817452357,0.4038783015713808,0.37479103978602474,0.0,0.324974924774323,0.1608157806753594,0.29588766298896696
98,0.36108324974924777,0.34068873286526247,0.3808090939485122,0.31728518890003343,0.29053828151120026,0.39384821130056835,0.3788030758943497,0.0,0.3410230692076229,0.1374122367101304,0.2941491140086928
99,0.3741223671013039,0.36743564025409564,0.38682714811099966,0.3507188231360749,0.28786359077231694,0.41591440989635575,0.34536944165830824,0.0,0.35439652290203943,0.160481444332999,0.3043129388164494
100,0.3447007689735874,0.36108324974924777,0.399197592778335,0.3212972250083584,0.29187562688064195,0.39317953861584753,0.36810431293881646,0.0,0.34002006018054165,0.15245737211634905,0.2971915747241725
101,0.37011033099297896,0.3533935138749582,0.3874958207957205,0.307255098629221,0.29087261785356067,0.41323971915747243,0.33834837846873955,0.0,0.3650952858575727,0.13406887328652625,0.29598796389167503
102,0.3834837846873955,0.34837846873955197,0.38649281176863926,0.3142761618187897,0.29087261785356067,0.41190237378803074,0.32831828819792713,0.0,0.35005015045135407,0.15279170845870946,0.29665663657639585
103,0.3945168839852892,0.3336676696756937,0.38515546639919757,0.2932129722500836,0.29722500835840854,0.4125710464727516,0.3396857238381812,0.0,0.3630892678034102,0.2089602139752591,0.30280842527582746
104,0.3537278502173186,0.33868271481109996,0.36776997659645605,0.2865262454028753,0.2778335005015045,0.41424272818455365,0.27917084587094615,0.0,0.37947174857907057,0.16382480775660313,0.2861250417920428
105,0.3460381143430291,0.33901705115346037,0.39786024740889336,0.28819792711467734,0.30090270812437314,0.4242728184553661,0.2754931461049816,0.0,0.3908391842193246,0.1952524239384821,0.2957873620862588
106,0.3640922768304915,0.31728518890003343,0.37780006686726847,0.29187562688064195,0.29187562688064195,0.4058843196255433,0.2674690738883317,0.0,0.36776997659645605,0.17820127047810097,0.2862253426947509
107,0.35473085924439984,0.34570377800066865,0.34670678702774993,0.2684720829154129,0.28786359077231694,0.4172517552657974,0.3035773988632564,0.0,0.37278502173186223,0.1675025075225677,0.28645937813440325
108,0.35606820461384153,0.3340020060180542,0.3577398863256436,0.2708124373119358,0.28953527248411903,0.4152457372116349,0.2664660648612504,0.0,0.3614175860916082,0.22367101303911735,0.28749582079572045
109,0.3433634236041458,0.32965563356736877,0.36843864928117687,0.2547642928786359,0.2754931461049816,0.4112337011033099,0.28351721832163157,0.0,0.34737545971247075,0.23537278502173187,0.2849214309595453
110,0.33868271481109996,0.3166165162153126,0.3426947509194249,0.2871949180875961,0.307255098629221,0.40220661985957873,0.2681377465730525,0.0,0.31059846205282515,0.19424941491140088,0.2767636242059512
111,0.3396857238381812,0.35005015045135407,0.3824807756603143,0.27382146439317956,0.30090270812437314,0.3881644934804413,0.2591106653293213,0.0,0.26947509194249414,0.15245737211634905,0.27161484453360074
112,0.3136074891340689,0.3811434302908726,0.38448679371447675,0.30892678034102306,0.3433634236041458,0.3901705115346038,0.25075225677031093,0.0,0.283851554663992,0.16883985289200937,0.2825142092945503
113,0.29889669007021064,0.34971581410899366,0.38381812102975593,0.30892678034102306,0.316950852557673,0.3995319291206954,0.24573721163490472,0.0,0.2634570377800067,0.1765295887662989,0.27435640254095617
114,0.2761618187897024,0.3212972250083584,0.3533935138749582,0.26446004680708796,0.3146104981611501,0.4008692744901371,0.28318288197927116,0.0,0.22668004012036108,0.20361083249749248,0.26442661317285193
115,0.2932129722500836,0.3640922768304915,0.39317953861584753,0.2634570377800067,0.32230023403543967,0.4098963557338683,0.28786359077231694,0.0,0.1862253426947509,0.15713808090939485,0.26773654296222005
116,0.2587763289869609,0.3711133400200602,0.3925108659311267,0.2688064192577733,0.3005683717820127,0.38415245737211634,0.23002340354396522,0.0,0.1902373788030759,0.11634904714142427,0.2512537612838516
117,0.2654630558341692,0.3630892678034102,0.39786024740889336,0.29020394516883985,0.2965563356736877,0.4038783015713808,0.27114677365429624,0.0,0.17987295218990304,0.1534603811434303,0.26215312604480107
118,0.30023403543965227,0.38381812102975593,0.39551989301237045,0.3045804078903377,0.293547308592444,0.3724506853895018,0.32196589769307926,0.0,0.1608157806753594,0.12671347375459713,0.26596456034770977
119,0.29053828151120026,0.37746573052490806,0.3918421932464059,0.3239719157472417,0.3119358074222668,0.37612838515546637,0.32965563356736877,0.0,0.19625543296556336,0.1146773654296222,0.2712470745570043
120,0.31761952524239384,0.3915078569040455,0.4005349381477767,0.3149448345035105,0.2768304914744233,0.3791374122367101,0.2865262454028753,0.0,0.18655967903711135,0.09394851220327649,0.2647609495152123
121,0.30859244399866265,0.39418254764292876,0.38615847542627885,0.3259779338014042,0.26446004680708796,0.40521564694082246,0.32664660648612504,0.0,0.18455366098294884,0.09762621196924105,0.26934135740555
122,0.293547308592444,0.3945168839852892,0.3697759946506185,0.32764961551320626,0.2561016382480776,0.3988632564359746,0.3640922768304915,0.0,0.13707790036776998,0.09461718488799732,0.26362420595118685
123,0.30825810765630224,0.4005349381477767,0.3985289200936142,0.3212972250083584,0.27348712805081915,0.39618856569709127,0.37278502173186223,0.0,0.12036108324974924,0.0986292209963223,0.2690070210631895
124,0.31093279839518556,0.37579404881310596,0.39351387495820794,0.32865262454028754,0.30023403543965227,0.3874958207957205,0.3784687395519893,0.0,0.1123370110330993,0.08826479438314945,0.2675693747910398
125,0.2928786359077232,0.3513874958207957,0.3791374122367101,0.31293881644934807,0.30090270812437314,0.4085590103644266,0.3741223671013039,0.0,0.12470745570043464,0.1190237378803076,0.2663657639585423
126,0.2871949180875961,0.3918421932464059,0.3878301571380809,0.3126044801069876,0.3440320962888666,0.39752591106653296,0.3517218321631561,0.0,0.14610498161150118,0.1190237378803076,0.2737880307589435
127,0.27214978268137746,0.3801404212637914,0.4098963557338683,0.3319959879638917,0.3460381143430291,0.40521564694082246,0.36375794048813104,0.0,0.14877967235038447,0.11200267469073888,0.27699765964560347
128,0.2657973921765296,0.371782012704781,0.3901705115346038,0.33901705115346037,0.3212972250083584,0.39317953861584753,0.32764961551320626,0.0,0.16181878970244065,0.10799063858241391,0.26787027749916414
129,0.25242393848211303,0.3557338682714811,0.40254095620193914,0.32932129722500836,0.30825810765630224,0.4035439652290204,0.37011033099297896,0.0,0.10330992978936811,0.1237044466733534,0.26489468405215644
130,0.27883650952858574,0.31795386158475425,0.4172517552657974,0.31126713473754597,0.30123704446673355,0.4012036108324975,0.38214643931795383,0.0,0.10197258441992645,0.12270143764627214,0.2634570377800067
131,0.2744901370779004,0.2708124373119358,0.40655299231026415,0.33767970578401874,0.283851554663992,0.40688732865262456,0.3804747576061518,0.0,0.09562019391507857,0.1283851554663992,0.25847542627883646
132,0.2540956201939151,0.2657973921765296,0.4035439652290204,0.32230023403543967,0.3132731527917085,0.39485122032764963,0.3818121029755934,0.0,0.08425275827482448,0.13139418254764293,0.2551320628552324
133,0.2778335005015045,0.29020394516883985,0.4012036108324975,0.29053828151120026,0.3263122701437646,0.4012036108324975,0.4075560013373454,0.0,0.07723169508525576,0.15479772651287194,0.26268806419257773
134,0.3045804078903377,0.2751588097626212,0.4015379471748579,0.307255098629221,0.3152791708458709,0.38415245737211634,0.4095620193915079,0.0,0.08391842193246406,0.14108993647609494,0.2622534269475092
135,0.3152791708458709,0.26312270143764627,0.41390839184219325,0.3035773988632564,0.3229689067201605,0.3818121029755934,0.3971915747241725,0.0,0.09729187562688064,0.146773654296222,0.2641925777331996
136,0.30859244399866265,0.24841190237378802,0.41223671013039115,0.2985623537278502,0.3226345703778001,0.4008692744901371,0.37746573052490806,0.0,0.09829488465396188,0.09160815780675359,0.25586760280842524
137,0.3162821798729522,0.23470411233701102,0.4038783015713808,0.32831828819792713,0.33801404212637914,0.40722166499498497,0.3704446673353394,0.0,0.06753594115680374,0.10598462052825142,0.257238381812103
138,0.2871949180875961,0.24205951186894015,0.4175860916081578,0.34938147776663325,0.31962554329655635,0.4085590103644266,0.37278502173186223,0.0,0.034102306920762285,0.08291541290538282,0.25142092945503175
139,0.293547308592444,0.2223336676696757,0.38381812102975593,0.307255098629221,0.29923102641257104,0.42126379137412234,0.3998662654630558,0.0,0.013707790036776997,0.08525576730190572,0.24262788365095286
140,0.2704781009695754,0.15212303577398864,0.3921765295887663,0.2952189903042461,0.3055834169174189,0.4175860916081578,0.3981945837512538,0.0,0.0160481444332999,0.1009695753928452,0.2348378468739552
141,0.30123704446673355,0.1170177198261451,0.40554998328318287,0.29989969909729186,0.3303243062520896,0.40554998328318287,0.38716148445336007,0.0,0.015713808090939484,0.11868940153794717,0.23811434302908724
