nodeID_from,nodeID_to
11,14
11,418
418,36
418,313
418,419
19,184
19,327
184,474
327,419
58,62
73,349
349,177
349,263
78,177
78,291
177,291
95,162
162,280
123,157
157,527
157,547
133,172
133,489
172,417
489,269
136,497
497,269
151,160
151,534
534,297
527,407
547,549
280,463
417,407
176,374
176,459
374,242
459,463
474,281
236,242
236,288
288,259
246,332
332,281
259,269
259,277
269,303
277,264
263,264
303,367
367,310
310,325
325,313
