node_ID,node_label,longitude,latitude
1,Alges,-9.22098250000019,38.69442599999985
2,Lisboa-Rossio,-9.142875000000204,38.715170999999856
3,Cruz Quebrada,-9.25218750000019,38.69978899999987
4,Corroios,-9.159508500000186,38.641954499999855
5,Moita,-8.996517000000182,38.64490299999986
6,Baixa da Banheira,-9.027213500000189,38.651977499999845
7,Pinhal Novo,-8.912875000000184,38.63020799999987
8,Santo Tirso,-8.473255500000192,41.35084649999985
9,Vila das Aves,-8.406292500000177,41.35742549999986
10,Trofa,-8.547636000000182,41.337337999999846
11,Penafiel,-8.294836000000203,41.217609999999866
12,Vila Mea,-8.18483550000019,41.24610399999986
13,Paredes,-8.327765000000198,41.20185149999986
14,Beja,-7.858153000000186,38.01798849999986
15,Cuba,-7.8948180000001855,38.16317999999987
16,Vendas Novas,-8.4542955000002,38.67942599999986
17,Evora,-7.907134000000184,38.560429999999855
18,Famalicao,-8.529502500000177,41.40508799999986
19,Barcelos,-8.609079500000178,41.53675349999986
20,Tomar,-8.413018500000192,39.59873549999986
21,Pombal,-8.63026450000018,39.91686949999985
22,Entroncamento,-8.4738380000002,39.46168699999984
23,Fundao,-7.496374000000202,40.14137399999984
24,Covilha,-7.496106500000195,40.27754549999986
25,Alcains,-7.4361195000001885,39.91997199999986
26,Castelo Branco,-7.490650500000186,39.81811049999985
27,Messines,-8.290388000000178,37.25532099999987
28,Albufeira-Ferreiras,-8.233210000000184,37.12877649999984
29,Portimao,-8.53736600000019,37.144690499999854
30,Grandola,-8.55457100000018,38.18177749999987
31,Olhao,-7.840378000000186,37.03018999999986
32,Tavira,-7.655693000000184,37.12094049999985
33,Faro,-7.939706500000199,37.01831599999986
34,Vila Real de Santo Antonio,-7.422677500000191,37.19905699999987
35,Leixoes,-8.685279000000179,41.18970649999986
36,Leca do Balio,-8.652772500000196,41.21167949999986
37,S. Mamede de Infesta,-8.614090500000202,41.19042449999986
38,Azambuja,-8.866440000000182,39.06856249999984
39,Santarem,-8.67523700000018,39.242113499999846
40,Lavradio,-9.05830900000018,38.66183599999985
41,Setubal,-8.884901500000183,38.53053699999987
42,Fogueteiro,-9.098266500000191,38.60778699999986
43,Figueira da Foz,-8.848326500000184,40.14853649999986
44,Coimbra,-8.432277500000197,40.20872849999986
45,Leiria,-8.8278205000002,39.75654649999984
46,Sao Gemil,-8.578056500000201,41.197211999999865
47,Ermesinde,-8.5519515000002,41.22727799999984
48,Rio Tinto,-8.579514000000188,41.16468499999985
49,Lagos,-8.671851000000203,37.10874449999986
50,Vizela,-8.312463500000177,41.37911099999985
51,Guimaraes,-8.293864000000184,41.43506749999986
52,Lordelo,-8.36372400000019,41.36548049999985
53,Godim,-7.8146515000001955,41.14881899999986
54,Valongo,-8.48753050000019,41.18832949999984
55,Cete,-8.354418500000179,41.17194799999984
56,Regua,-7.783592000000198,41.15856199999985
57,Rio de Mouro,-9.321623500000186,38.78449449999985
58,Sintra,-9.386183000000187,38.798669499999846
59,Mira Sintra-Melecas,-9.300171500000175,38.81468649999985
60,Monte Abraao,-9.26575250000019,38.755051499999865
61,S. Joao do Estoril,-9.406528500000178,38.70351949999986
62,S. Pedro do Estoril,-9.3719485000002,38.69542049999984
63,Monte Estoril,-9.418242000000191,38.70084399999985
64,Amadora,-9.230436500000197,38.75732249999984
65,Moscavide,-9.100415500000196,38.755137999999846
66,Parede,-9.337275500000205,38.687827999999854
67,Paco de Arcos,-9.290917000000178,38.69709999999986
68,Pampilhosa,-8.431385000000176,40.33806499999986
69,Sao Romao,-8.553769000000187,41.27793549999984
70,Sao Joao da Madeira,-8.495261000000198,40.89865549999985
71,Oliveira de Azemeis,-8.481804000000182,40.84015799999986
72,Ovar,-8.616755000000182,40.86403949999985
73,Agueda,-8.448305000000204,40.577462499999854
74,Marinha Grande,-8.9261860000002,39.73679449999986
75,Valado,-9.0176735000002,39.58445849999984
76,Aveiro,-8.640612000000203,40.64331999999985
77,Estarreja,-8.5754565000002,40.75115699999986
78,Oliveira do Bairro,-8.498704500000201,40.51008099999984
79,Torres Vedras,-9.254368500000195,39.092737499999856
80,Malveira,-9.257342000000191,38.92878649999986
81,Bombarral,-9.153361500000187,39.26506249999986
82,Caldas da Rainha,-9.140123500000186,39.40648399999986
83,Valenca,-8.639399000000196,42.024747999999846
84,Viana do Castelo,-8.831481000000196,41.69514299999986
85,Darque,-8.782011000000182,41.68020749999985
86,Barroselas,-8.701071000000184,41.646269999999845
87,Mealhada,-8.453874500000182,40.375102999999854
88,Guarda,-7.239862500000186,40.55249449999985
89,Mangualde,-7.760262500000181,40.58665849999986
90,Carregado,-8.93657350000018,39.02992599999985
91,Castanheira do Ribatejo,-8.965468000000186,38.98907999999986
92,Foros de Amora,-9.128814500000203,38.62067949999985
93,Vila Franca de Xira,-8.986016000000177,38.95567499999984
94,Alhandra,-9.01141150000018,38.923879999999855
95,Nelas,-7.849914500000182,40.530218999999846
96,Sacavem,-9.09954350000018,38.795450499999845
97,Santa Iria,-9.0799825000002,38.840948499999854
98,Povoa,-9.052397000000184,38.872851499999854
99,Alverca,-9.03388050000018,38.89023149999986
