nodeID_from,nodeID_to
1,2
2,3
3,4
5,6
6,22
6,21
6,23
6,19
7,8
8,14
9,10
9,11
10,15
10,11
11,12
11,13
12,13
13,28
14,22
14,27
14,28
15,24
16,17
16,18
16,19
17,29
17,19
20,21
21,22
21,23
22,23
23,30
24,25
25,26
26,27
