nodeID_from,nodeID_to
1,2
1,3
2,9
3,20
4,5
5,20
6,7
6,8
7,21
8,25
9,10
9,11
10,12
10,13
11,21
12,19
13,36
14,15
14,16
15,17
16,18
18,19
22,23
23,24
24,25
25,27
26,27
28,29
28,30
29,34
30,32
31,32
31,33
33,35
34,36
