nodeID_from,nodeID_to
1,2
2,53
3,4
4,56
5,6
6,19
7,8
8,49
9,10
9,11
9,12
11,34
12,35
13,14
13,15
14,53
15,32
16,17
16,18
17,21
18,40
18,64
18,52
19,20
20,58
21,68
22,23
22,24
22,25
23,25
24,47
25,54
26,27
26,28
27,57
28,63
29,30
29,31
30,58
31,59
32,33
33,35
36,37
36,38
37,39
38,61
39,70
40,41
41,42
42,66
43,44
44,45
44,64
45,46
46,57
47,48
48,49
50,51
50,52
51,55
54,55
56,63
59,62
60,61
60,62
65,66
65,67
67,71
68,69
69,70
