,eigenvalue_index,eigenvalue,degree,number,density
356,13,3.5355502910822274,23,0,0.0
357,13,3.5355502910822274,24,0,0.0
358,13,3.5355502910822274,25,0,0.0
359,13,3.5355502910822274,26,0,0.0
360,13,3.5355502910822274,27,0,0.0
361,13,3.5355502910822274,28,0,0.0
362,13,3.5355502910822274,29,0,0.0
363,13,3.5355502910822274,30,0,0.0
364,14,3.585211489781841,5,7,0.12962962962962962
365,14,3.585211489781841,6,0,0.0
366,14,3.585211489781841,7,0,0.0
367,14,3.585211489781841,8,0,0.0
368,14,3.585211489781841,9,0,0.0
369,14,3.585211489781841,10,0,0.0
370,14,3.585211489781841,11,0,0.0
371,14,3.585211489781841,12,0,0.0
372,14,3.585211489781841,13,0,0.0
373,14,3.585211489781841,14,0,0.0
374,14,3.585211489781841,15,0,0.0
375,14,3.585211489781841,16,0,0.0
376,14,3.585211489781841,17,0,0.0
377,14,3.585211489781841,18,0,0.0
378,14,3.585211489781841,19,0,0.0
379,14,3.585211489781841,20,0,0.0
380,14,3.585211489781841,21,0,0.0
381,14,3.585211489781841,22,0,0.0
382,14,3.585211489781841,23,0,0.0
383,14,3.585211489781841,24,0,0.0
384,14,3.585211489781841,25,0,0.0
385,14,3.585211489781841,26,0,0.0
386,14,3.585211489781841,27,0,0.0
387,14,3.585211489781841,28,0,0.0
388,14,3.585211489781841,29,0,0.0
389,14,3.585211489781841,30,0,0.0
390,15,3.6293705469101907,5,9,0.16666666666666666
391,15,3.6293705469101907,6,0,0.0
392,15,3.6293705469101907,7,0,0.0
393,15,3.6293705469101907,8,0,0.0
394,15,3.6293705469101907,9,0,0.0
395,15,3.6293705469101907,10,0,0.0
396,15,3.6293705469101907,11,0,0.0
397,15,3.6293705469101907,12,0,0.0
398,15,3.6293705469101907,13,0,0.0
399,15,3.6293705469101907,14,0,0.0
400,15,3.6293705469101907,15,0,0.0
401,15,3.6293705469101907,16,0,0.0
402,15,3.6293705469101907,17,0,0.0
403,15,3.6293705469101907,18,0,0.0
404,15,3.6293705469101907,19,0,0.0
405,15,3.6293705469101907,20,0,0.0
406,15,3.6293705469101907,21,0,0.0
407,15,3.6293705469101907,22,0,0.0
408,15,3.6293705469101907,23,0,0.0
409,15,3.6293705469101907,24,0,0.0
410,15,3.6293705469101907,25,0,0.0
411,15,3.6293705469101907,26,0,0.0
412,15,3.6293705469101907,27,0,0.0
413,15,3.6293705469101907,28,0,0.0
414,15,3.6293705469101907,29,0,0.0
415,15,3.6293705469101907,30,0,0.0
416,16,3.650725789508137,5,3,0.05555555555555555
417,16,3.650725789508137,6,0,0.0
418,16,3.650725789508137,7,0,0.0
419,16,3.650725789508137,8,0,0.0
420,16,3.650725789508137,9,0,0.0
421,16,3.650725789508137,10,0,0.0
422,16,3.650725789508137,11,0,0.0
423,16,3.650725789508137,12,0,0.0
424,16,3.650725789508137,13,0,0.0
425,16,3.650725789508137,14,0,0.0
426,16,3.650725789508137,15,0,0.0
427,16,3.650725789508137,16,0,0.0
428,16,3.650725789508137,17,0,0.0
429,16,3.650725789508137,18,0,0.0
430,16,3.650725789508137,19,0,0.0
431,16,3.650725789508137,20,0,0.0
432,16,3.650725789508137,21,0,0.0
433,16,3.650725789508137,22,0,0.0
434,16,3.650725789508137,23,0,0.0
435,16,3.650725789508137,24,0,0.0
436,16,3.650725789508137,25,0,0.0
437,16,3.650725789508137,26,0,0.0
438,16,3.650725789508137,27,0,0.0
439,16,3.650725789508137,28,0,0.0
440,16,3.650725789508137,29,0,0.0
441,16,3.650725789508137,30,0,0.0
442,17,3.690604689942503,5,8,0.14814814814814814
443,17,3.690604689942503,6,0,0.0
444,17,3.690604689942503,7,0,0.0
445,17,3.690604689942503,8,0,0.0
446,17,3.690604689942503,9,0,0.0
447,17,3.690604689942503,10,0,0.0
448,17,3.690604689942503,11,0,0.0
449,17,3.690604689942503,12,0,0.0
450,17,3.690604689942503,13,0,0.0
451,17,3.690604689942503,14,0,0.0
452,17,3.690604689942503,15,0,0.0
453,17,3.690604689942503,16,0,0.0
454,17,3.690604689942503,17,0,0.0
455,17,3.690604689942503,18,0,0.0
456,17,3.690604689942503,19,0,0.0
457,17,3.690604689942503,20,0,0.0
458,17,3.690604689942503,21,0,0.0
459,17,3.690604689942503,22,0,0.0
460,17,3.690604689942503,23,0,0.0
461,17,3.690604689942503,24,0,0.0
462,17,3.690604689942503,25,0,0.0
463,17,3.690604689942503,26,0,0.0
464,17,3.690604689942503,27,0,0.0
465,17,3.690604689942503,28,0,0.0
466,17,3.690604689942503,29,0,0.0
467,17,3.690604689942503,30,0,0.0
468,18,3.7090771819821504,5,7,0.12962962962962962
469,18,3.7090771819821504,6,0,0.0
470,18,3.7090771819821504,7,0,0.0
471,18,3.7090771819821504,8,0,0.0
472,18,3.7090771819821504,9,0,0.0
473,18,3.7090771819821504,10,0,0.0
474,18,3.7090771819821504,11,0,0.0
475,18,3.7090771819821504,12,0,0.0
476,18,3.7090771819821504,13,0,0.0
477,18,3.7090771819821504,14,0,0.0
478,18,3.7090771819821504,15,0,0.0
479,18,3.7090771819821504,16,0,0.0
480,18,3.7090771819821504,17,0,0.0
481,18,3.7090771819821504,18,0,0.0
482,18,3.7090771819821504,19,0,0.0
483,18,3.7090771819821504,20,0,0.0
484,18,3.7090771819821504,21,0,0.0
485,18,3.7090771819821504,22,0,0.0
486,18,3.7090771819821504,23,0,0.0
487,18,3.7090771819821504,24,0,0.0
488,18,3.7090771819821504,25,0,0.0
489,18,3.7090771819821504,26,0,0.0
490,18,3.7090771819821504,27,0,0.0
491,18,3.7090771819821504,28,0,0.0
492,18,3.7090771819821504,29,0,0.0
493,18,3.7090771819821504,30,0,0.0
494,19,3.7632890337163722,5,11,0.2037037037037037
495,19,3.7632890337163722,6,0,0.0
496,19,3.7632890337163722,7,0,0.0
497,19,3.7632890337163722,8,0,0.0
498,19,3.7632890337163722,9,0,0.0
499,19,3.7632890337163722,10,0,0.0
500,19,3.7632890337163722,11,0,0.0
501,19,3.7632890337163722,12,0,0.0
502,19,3.7632890337163722,13,0,0.0
503,19,3.7632890337163722,14,0,0.0
504,19,3.7632890337163722,15,0,0.0
505,19,3.7632890337163722,16,0,0.0
506,19,3.7632890337163722,17,0,0.0
507,19,3.7632890337163722,18,0,0.0
508,19,3.7632890337163722,19,0,0.0
509,19,3.7632890337163722,20,0,0.0
510,19,3.7632890337163722,21,0,0.0
511,19,3.7632890337163722,22,0,0.0
512,19,3.7632890337163722,23,0,0.0
513,19,3.7632890337163722,24,0,0.0
514,19,3.7632890337163722,25,0,0.0
515,19,3.7632890337163722,26,0,0.0
516,19,3.7632890337163722,27,0,0.0
517,19,3.7632890337163722,28,0,0.0
518,19,3.7632890337163722,29,0,0.0
519,19,3.7632890337163722,30,0,0.0
520,20,3.7948219057720984,5,9,0.16666666666666666
521,20,3.7948219057720984,6,0,0.0
522,20,3.7948219057720984,7,0,0.0
523,20,3.7948219057720984,8,0,0.0
524,20,3.7948219057720984,9,0,0.0
525,20,3.7948219057720984,10,0,0.0
526,20,3.7948219057720984,11,0,0.0
527,20,3.7948219057720984,12,0,0.0
528,20,3.7948219057720984,13,0,0.0
529,20,3.7948219057720984,14,0,0.0
530,20,3.7948219057720984,15,0,0.0
531,20,3.7948219057720984,16,0,0.0
532,20,3.7948219057720984,17,0,0.0
533,20,3.7948219057720984,18,0,0.0
534,20,3.7948219057720984,19,0,0.0
535,20,3.7948219057720984,20,0,0.0
536,20,3.7948219057720984,21,0,0.0
537,20,3.7948219057720984,22,0,0.0
538,20,3.7948219057720984,23,0,0.0
539,20,3.7948219057720984,24,0,0.0
540,20,3.7948219057720984,25,0,0.0
541,20,3.7948219057720984,26,0,0.0
542,20,3.7948219057720984,27,0,0.0
543,20,3.7948219057720984,28,0,0.0
544,20,3.7948219057720984,29,0,0.0
545,20,3.7948219057720984,30,0,0.0
546,21,3.8149605361036065,5,5,0.09259259259259259
547,21,3.8149605361036065,6,0,0.0
548,21,3.8149605361036065,7,0,0.0
549,21,3.8149605361036065,8,0,0.0
550,21,3.8149605361036065,9,0,0.0
551,21,3.8149605361036065,10,0,0.0
552,21,3.8149605361036065,11,0,0.0
553,21,3.8149605361036065,12,0,0.0
554,21,3.8149605361036065,13,0,0.0
555,21,3.8149605361036065,14,0,0.0
556,21,3.8149605361036065,15,0,0.0
557,21,3.8149605361036065,16,0,0.0
558,21,3.8149605361036065,17,0,0.0
559,21,3.8149605361036065,18,0,0.0
560,21,3.8149605361036065,19,0,0.0
561,21,3.8149605361036065,20,0,0.0
562,21,3.8149605361036065,21,0,0.0
563,21,3.8149605361036065,22,0,0.0
564,21,3.8149605361036065,23,0,0.0
565,21,3.8149605361036065,24,0,0.0
566,21,3.8149605361036065,25,0,0.0
567,21,3.8149605361036065,26,0,0.0
568,21,3.8149605361036065,27,0,0.0
569,21,3.8149605361036065,28,0,0.0
570,21,3.8149605361036065,29,0,0.0
571,21,3.8149605361036065,30,0,0.0
572,22,3.835623060617491,5,8,0.14814814814814814
573,22,3.835623060617491,6,1,0.02702702702702703
574,22,3.835623060617491,7,0,0.0
575,22,3.835623060617491,8,0,0.0
576,22,3.835623060617491,9,0,0.0
577,22,3.835623060617491,10,0,0.0
578,22,3.835623060617491,11,0,0.0
579,22,3.835623060617491,12,0,0.0
580,22,3.835623060617491,13,0,0.0
581,22,3.835623060617491,14,0,0.0
582,22,3.835623060617491,15,0,0.0
583,22,3.835623060617491,16,0,0.0
584,22,3.835623060617491,17,0,0.0
585,22,3.835623060617491,18,0,0.0
586,22,3.835623060617491,19,0,0.0
587,22,3.835623060617491,20,0,0.0
588,22,3.835623060617491,21,0,0.0
589,22,3.835623060617491,22,0,0.0
590,22,3.835623060617491,23,0,0.0
591,22,3.835623060617491,24,0,0.0
592,22,3.835623060617491,25,0,0.0
593,22,3.835623060617491,26,0,0.0
594,22,3.835623060617491,27,0,0.0
595,22,3.835623060617491,28,0,0.0
596,22,3.835623060617491,29,0,0.0
597,22,3.835623060617491,30,0,0.0
598,23,3.86765125667648,5,12,0.2222222222222222
599,23,3.86765125667648,6,0,0.0
600,23,3.86765125667648,7,0,0.0
601,23,3.86765125667648,8,0,0.0
602,23,3.86765125667648,9,0,0.0
603,23,3.86765125667648,10,0,0.0
604,23,3.86765125667648,11,0,0.0
605,23,3.86765125667648,12,0,0.0
606,23,3.86765125667648,13,0,0.0
607,23,3.86765125667648,14,0,0.0
608,23,3.86765125667648,15,0,0.0
609,23,3.86765125667648,16,0,0.0
610,23,3.86765125667648,17,0,0.0
611,23,3.86765125667648,18,0,0.0
612,23,3.86765125667648,19,0,0.0
613,23,3.86765125667648,20,0,0.0
614,23,3.86765125667648,21,0,0.0
615,23,3.86765125667648,22,0,0.0
616,23,3.86765125667648,23,0,0.0
617,23,3.86765125667648,24,0,0.0
618,23,3.86765125667648,25,0,0.0
619,23,3.86765125667648,26,0,0.0
620,23,3.86765125667648,27,0,0.0
621,23,3.86765125667648,28,0,0.0
622,23,3.86765125667648,29,0,0.0
623,23,3.86765125667648,30,0,0.0
624,24,3.9065112527836856,5,10,0.18518518518518517
625,24,3.9065112527836856,6,0,0.0
626,24,3.9065112527836856,7,0,0.0
627,24,3.9065112527836856,8,0,0.0
628,24,3.9065112527836856,9,0,0.0
629,24,3.9065112527836856,10,0,0.0
630,24,3.9065112527836856,11,0,0.0
631,24,3.9065112527836856,12,0,0.0
632,24,3.9065112527836856,13,0,0.0
633,24,3.9065112527836856,14,0,0.0
634,24,3.9065112527836856,15,0,0.0
635,24,3.9065112527836856,16,0,0.0
636,24,3.9065112527836856,17,0,0.0
637,24,3.9065112527836856,18,0,0.0
638,24,3.9065112527836856,19,0,0.0
639,24,3.9065112527836856,20,0,0.0
640,24,3.9065112527836856,21,0,0.0
641,24,3.9065112527836856,22,0,0.0
642,24,3.9065112527836856,23,0,0.0
643,24,3.9065112527836856,24,0,0.0
644,24,3.9065112527836856,25,0,0.0
645,24,3.9065112527836856,26,0,0.0
646,24,3.9065112527836856,27,0,0.0
647,24,3.9065112527836856,28,0,0.0
648,24,3.9065112527836856,29,0,0.0
649,24,3.9065112527836856,30,0,0.0
650,25,3.9537395475585555,5,12,0.2222222222222222
651,25,3.9537395475585555,6,0,0.0
652,25,3.9537395475585555,7,0,0.0
653,25,3.9537395475585555,8,0,0.0
654,25,3.9537395475585555,9,0,0.0
655,25,3.9537395475585555,10,0,0.0
656,25,3.9537395475585555,11,0,0.0
657,25,3.9537395475585555,12,0,0.0
658,25,3.9537395475585555,13,0,0.0
659,25,3.9537395475585555,14,0,0.0
660,25,3.9537395475585555,15,0,0.0
661,25,3.9537395475585555,16,0,0.0
