eigenvalue_index,eigenvalue,degree,number,density
999,-4.2805552829091785e-14,59,0,0.0
999,-4.2805552829091785e-14,60,0,0.0
999,-4.2805552829091785e-14,62,0,0.0
999,-4.2805552829091785e-14,63,0,0.0
999,-4.2805552829091785e-14,64,0,0.0
999,-4.2805552829091785e-14,65,0,0.0
999,-4.2805552829091785e-14,66,0,0.0
999,-4.2805552829091785e-14,69,0,0.0
999,-4.2805552829091785e-14,70,0,0.0
999,-4.2805552829091785e-14,72,0,0.0
999,-4.2805552829091785e-14,75,0,0.0
999,-4.2805552829091785e-14,78,0,0.0
999,-4.2805552829091785e-14,81,0,0.0
999,-4.2805552829091785e-14,82,0,0.0
999,-4.2805552829091785e-14,83,0,0.0
999,-4.2805552829091785e-14,86,0,0.0
999,-4.2805552829091785e-14,88,0,0.0
999,-4.2805552829091785e-14,91,0,0.0
999,-4.2805552829091785e-14,97,0,0.0
999,-4.2805552829091785e-14,100,0,0.0
999,-4.2805552829091785e-14,110,0,0.0
999,-4.2805552829091785e-14,115,0,0.0
999,-4.2805552829091785e-14,116,0,0.0
999,-4.2805552829091785e-14,119,0,0.0
999,-4.2805552829091785e-14,137,0,0.0
999,-4.2805552829091785e-14,139,0,0.0
999,-4.2805552829091785e-14,142,0,0.0
999,-4.2805552829091785e-14,145,0,0.0
999,-4.2805552829091785e-14,150,0,0.0
999,-4.2805552829091785e-14,153,0,0.0
999,-4.2805552829091785e-14,160,0,0.0
999,-4.2805552829091785e-14,163,0,0.0
999,7.300466622911301,10,2,1.2738853503184715
999,7.300466622911301,11,0,0.0
999,7.300466622911301,12,0,0.0
999,7.300466622911301,13,0,0.0
999,7.300466622911301,14,0,0.0
999,7.300466622911301,15,0,0.0
999,7.300466622911301,16,0,0.0
999,7.300466622911301,17,0,0.0
999,7.300466622911301,18,0,0.0
999,7.300466622911301,19,0,0.0
999,7.300466622911301,20,0,0.0
999,7.300466622911301,21,0,0.0
999,7.300466622911301,22,0,0.0
999,7.300466622911301,23,0,0.0
999,7.300466622911301,24,0,0.0
999,7.300466622911301,25,0,0.0
999,7.300466622911301,26,0,0.0
999,7.300466622911301,27,0,0.0
999,7.300466622911301,28,0,0.0
999,7.300466622911301,29,0,0.0
999,7.300466622911301,30,0,0.0
999,7.300466622911301,31,0,0.0
999,7.300466622911301,32,0,0.0
999,7.300466622911301,33,0,0.0
999,7.300466622911301,34,0,0.0
999,7.300466622911301,35,0,0.0
999,7.300466622911301,36,0,0.0
999,7.300466622911301,37,0,0.0
999,7.300466622911301,38,0,0.0
999,7.300466622911301,39,0,0.0
999,7.300466622911301,40,0,0.0
999,7.300466622911301,41,0,0.0
999,7.300466622911301,42,0,0.0
999,7.300466622911301,43,0,0.0
999,7.300466622911301,44,0,0.0
999,7.300466622911301,45,0,0.0
999,7.300466622911301,46,0,0.0
999,7.300466622911301,47,0,0.0
999,7.300466622911301,48,0,0.0
999,7.300466622911301,49,0,0.0
999,7.300466622911301,51,0,0.0
999,7.300466622911301,52,0,0.0
999,7.300466622911301,53,0,0.0
999,7.300466622911301,54,0,0.0
999,7.300466622911301,55,0,0.0
999,7.300466622911301,57,0,0.0
999,7.300466622911301,58,0,0.0
999,7.300466622911301,59,0,0.0
999,7.300466622911301,60,0,0.0
999,7.300466622911301,62,0,0.0
999,7.300466622911301,63,0,0.0
999,7.300466622911301,64,0,0.0
999,7.300466622911301,65,0,0.0
999,7.300466622911301,66,0,0.0
999,7.300466622911301,69,0,0.0
999,7.300466622911301,70,0,0.0
999,7.300466622911301,72,0,0.0
999,7.300466622911301,75,0,0.0
999,7.300466622911301,78,0,0.0
999,7.300466622911301,81,0,0.0
999,7.300466622911301,82,0,0.0
999,7.300466622911301,83,0,0.0
999,7.300466622911301,86,0,0.0
999,7.300466622911301,88,0,0.0
999,7.300466622911301,91,0,0.0
999,7.300466622911301,97,0,0.0
999,7.300466622911301,100,0,0.0
999,7.300466622911301,110,0,0.0
999,7.300466622911301,115,0,0.0
999,7.300466622911301,116,0,0.0
999,7.300466622911301,119,0,0.0
999,7.300466622911301,137,0,0.0
999,7.300466622911301,139,0,0.0
999,7.300466622911301,142,0,0.0
999,7.300466622911301,145,0,0.0
999,7.300466622911301,150,0,0.0
999,7.300466622911301,153,0,0.0
999,7.300466622911301,160,0,0.0
999,7.300466622911301,163,0,0.0
999,7.408262699048853,10,3,1.910828025477707
999,7.408262699048853,11,0,0.0
999,7.408262699048853,12,0,0.0
999,7.408262699048853,13,0,0.0
999,7.408262699048853,14,0,0.0
999,7.408262699048853,15,0,0.0
999,7.408262699048853,16,0,0.0
999,7.408262699048853,17,0,0.0
999,7.408262699048853,18,0,0.0
999,7.408262699048853,19,0,0.0
999,7.408262699048853,20,0,0.0
999,7.408262699048853,21,0,0.0
999,7.408262699048853,22,0,0.0
999,7.408262699048853,23,0,0.0
999,7.408262699048853,24,0,0.0
999,7.408262699048853,25,0,0.0
999,7.408262699048853,26,0,0.0
999,7.408262699048853,27,0,0.0
999,7.408262699048853,28,0,0.0
999,7.408262699048853,29,0,0.0
999,7.408262699048853,30,0,0.0
999,7.408262699048853,31,0,0.0
999,7.408262699048853,32,0,0.0
999,7.408262699048853,33,0,0.0
999,7.408262699048853,34,0,0.0
999,7.408262699048853,35,0,0.0
999,7.408262699048853,36,0,0.0
999,7.408262699048853,37,0,0.0
999,7.408262699048853,38,0,0.0
999,7.408262699048853,39,0,0.0
999,7.408262699048853,40,0,0.0
999,7.408262699048853,41,0,0.0
999,7.408262699048853,42,0,0.0
999,7.408262699048853,43,0,0.0
999,7.408262699048853,44,0,0.0
999,7.408262699048853,45,0,0.0
999,7.408262699048853,46,0,0.0
999,7.408262699048853,47,0,0.0
999,7.408262699048853,48,0,0.0
999,7.408262699048853,49,0,0.0
999,7.408262699048853,51,0,0.0
999,7.408262699048853,52,0,0.0
999,7.408262699048853,53,0,0.0
999,7.408262699048853,54,0,0.0
999,7.408262699048853,55,0,0.0
999,7.408262699048853,57,0,0.0
999,7.408262699048853,58,0,0.0
999,7.408262699048853,59,0,0.0
999,7.408262699048853,60,0,0.0
999,7.408262699048853,62,0,0.0
999,7.408262699048853,63,0,0.0
999,7.408262699048853,64,0,0.0
999,7.408262699048853,65,0,0.0
999,7.408262699048853,66,0,0.0
999,7.408262699048853,69,0,0.0
999,7.408262699048853,70,0,0.0
999,7.408262699048853,72,0,0.0
999,7.408262699048853,75,0,0.0
999,7.408262699048853,78,0,0.0
999,7.408262699048853,81,0,0.0
999,7.408262699048853,82,0,0.0
999,7.408262699048853,83,0,0.0
999,7.408262699048853,86,0,0.0
999,7.408262699048853,88,0,0.0
999,7.408262699048853,91,0,0.0
999,7.408262699048853,97,0,0.0
999,7.408262699048853,100,0,0.0
999,7.408262699048853,110,0,0.0
999,7.408262699048853,115,0,0.0
999,7.408262699048853,116,0,0.0
999,7.408262699048853,119,0,0.0
999,7.408262699048853,137,0,0.0
999,7.408262699048853,139,0,0.0
999,7.408262699048853,142,0,0.0
999,7.408262699048853,145,0,0.0
999,7.408262699048853,150,0,0.0
999,7.408262699048853,153,0,0.0
999,7.408262699048853,160,0,0.0
999,7.408262699048853,163,0,0.0
999,7.4440986484931635,10,4,2.547770700636943
999,7.4440986484931635,11,0,0.0
999,7.4440986484931635,12,0,0.0
999,7.4440986484931635,13,0,0.0
999,7.4440986484931635,14,0,0.0
999,7.4440986484931635,15,0,0.0
999,7.4440986484931635,16,0,0.0
999,7.4440986484931635,17,0,0.0
999,7.4440986484931635,18,0,0.0
999,7.4440986484931635,19,0,0.0
999,7.4440986484931635,20,0,0.0
999,7.4440986484931635,21,0,0.0
999,7.4440986484931635,22,0,0.0
999,7.4440986484931635,23,0,0.0
999,7.4440986484931635,24,0,0.0
999,7.4440986484931635,25,0,0.0
999,7.4440986484931635,26,0,0.0
999,7.4440986484931635,27,0,0.0
999,7.4440986484931635,28,0,0.0
999,7.4440986484931635,29,0,0.0
999,7.4440986484931635,30,0,0.0
999,7.4440986484931635,31,0,0.0
999,7.4440986484931635,32,0,0.0
999,7.4440986484931635,33,0,0.0
999,7.4440986484931635,34,0,0.0
999,7.4440986484931635,35,0,0.0
999,7.4440986484931635,36,0,0.0
999,7.4440986484931635,37,0,0.0
999,7.4440986484931635,38,0,0.0
999,7.4440986484931635,39,0,0.0
999,7.4440986484931635,40,0,0.0
999,7.4440986484931635,41,0,0.0
999,7.4440986484931635,42,0,0.0
999,7.4440986484931635,43,0,0.0
999,7.4440986484931635,44,0,0.0
999,7.4440986484931635,45,0,0.0
999,7.4440986484931635,46,0,0.0
999,7.4440986484931635,47,0,0.0
999,7.4440986484931635,48,0,0.0
999,7.4440986484931635,49,0,0.0
999,7.4440986484931635,51,0,0.0
999,7.4440986484931635,52,0,0.0
999,7.4440986484931635,53,0,0.0
999,7.4440986484931635,54,0,0.0
999,7.4440986484931635,55,0,0.0
999,7.4440986484931635,57,0,0.0
999,7.4440986484931635,58,0,0.0
999,7.4440986484931635,59,0,0.0
999,7.4440986484931635,60,0,0.0
999,7.4440986484931635,62,0,0.0
999,7.4440986484931635,63,0,0.0
999,7.4440986484931635,64,0,0.0
999,7.4440986484931635,65,0,0.0
999,7.4440986484931635,66,0,0.0
999,7.4440986484931635,69,0,0.0
999,7.4440986484931635,70,0,0.0
999,7.4440986484931635,72,0,0.0
999,7.4440986484931635,75,0,0.0
999,7.4440986484931635,78,0,0.0
999,7.4440986484931635,81,0,0.0
999,7.4440986484931635,82,0,0.0
999,7.4440986484931635,83,0,0.0
999,7.4440986484931635,86,0,0.0
999,7.4440986484931635,88,0,0.0
999,7.4440986484931635,91,0,0.0
999,7.4440986484931635,97,0,0.0
999,7.4440986484931635,100,0,0.0
999,7.4440986484931635,110,0,0.0
999,7.4440986484931635,115,0,0.0
999,7.4440986484931635,116,0,0.0
999,7.4440986484931635,119,0,0.0
999,7.4440986484931635,137,0,0.0
999,7.4440986484931635,139,0,0.0
999,7.4440986484931635,142,0,0.0
999,7.4440986484931635,145,0,0.0
999,7.4440986484931635,150,0,0.0
999,7.4440986484931635,153,0,0.0
999,7.4440986484931635,160,0,0.0
999,7.4440986484931635,163,0,0.0
999,7.483072326835262,10,6,3.821656050955414
999,7.483072326835262,11,0,0.0
999,7.483072326835262,12,0,0.0
999,7.483072326835262,13,0,0.0
999,7.483072326835262,14,0,0.0
999,7.483072326835262,15,0,0.0
999,7.483072326835262,16,0,0.0
999,7.483072326835262,17,0,0.0
999,7.483072326835262,18,0,0.0
999,7.483072326835262,19,0,0.0
999,7.483072326835262,20,0,0.0
999,7.483072326835262,21,0,0.0
999,7.483072326835262,22,0,0.0
999,7.483072326835262,23,0,0.0
999,7.483072326835262,24,0,0.0
999,7.483072326835262,25,0,0.0
999,7.483072326835262,26,0,0.0
999,7.483072326835262,27,0,0.0
999,7.483072326835262,28,0,0.0
999,7.483072326835262,29,0,0.0
999,7.483072326835262,30,0,0.0
999,7.483072326835262,31,0,0.0
999,7.483072326835262,32,0,0.0
999,7.483072326835262,33,0,0.0
999,7.483072326835262,34,0,0.0
999,7.483072326835262,35,0,0.0
999,7.483072326835262,36,0,0.0
999,7.483072326835262,37,0,0.0
999,7.483072326835262,38,0,0.0
999,7.483072326835262,39,0,0.0
999,7.483072326835262,40,0,0.0
999,7.483072326835262,41,0,0.0
999,7.483072326835262,42,0,0.0
999,7.483072326835262,43,0,0.0
999,7.483072326835262,44,0,0.0
999,7.483072326835262,45,0,0.0
999,7.483072326835262,46,0,0.0
999,7.483072326835262,47,0,0.0
999,7.483072326835262,48,0,0.0
999,7.483072326835262,49,0,0.0
999,7.483072326835262,51,0,0.0
999,7.483072326835262,52,0,0.0
999,7.483072326835262,53,0,0.0
999,7.483072326835262,54,0,0.0
999,7.483072326835262,55,0,0.0
999,7.483072326835262,57,0,0.0
999,7.483072326835262,58,0,0.0
999,7.483072326835262,59,0,0.0
999,7.483072326835262,60,0,0.0
999,7.483072326835262,62,0,0.0
999,7.483072326835262,63,0,0.0
999,7.483072326835262,64,0,0.0
999,7.483072326835262,65,0,0.0
999,7.483072326835262,66,0,0.0
999,7.483072326835262,69,0,0.0
999,7.483072326835262,70,0,0.0
999,7.483072326835262,72,0,0.0
999,7.483072326835262,75,0,0.0
999,7.483072326835262,78,0,0.0
999,7.483072326835262,81,0,0.0
999,7.483072326835262,82,0,0.0
999,7.483072326835262,83,0,0.0
999,7.483072326835262,86,0,0.0
999,7.483072326835262,88,0,0.0
999,7.483072326835262,91,0,0.0
999,7.483072326835262,97,0,0.0
999,7.483072326835262,100,0,0.0
999,7.483072326835262,110,0,0.0
999,7.483072326835262,115,0,0.0
999,7.483072326835262,116,0,0.0
999,7.483072326835262,119,0,0.0
999,7.483072326835262,137,0,0.0
999,7.483072326835262,139,0,0.0
999,7.483072326835262,142,0,0.0
999,7.483072326835262,145,0,0.0
999,7.483072326835262,150,0,0.0
999,7.483072326835262,153,0,0.0
999,7.483072326835262,160,0,0.0
999,7.483072326835262,163,0,0.0
999,7.4909387283142435,10,5,3.1847133757961785
999,7.4909387283142435,11,0,0.0
999,7.4909387283142435,12,0,0.0
999,7.4909387283142435,13,0,0.0
999,7.4909387283142435,14,0,0.0
999,7.4909387283142435,15,0,0.0
999,7.4909387283142435,16,0,0.0
999,7.4909387283142435,17,0,0.0
999,7.4909387283142435,18,0,0.0
999,7.4909387283142435,19,0,0.0
999,7.4909387283142435,20,0,0.0
999,7.4909387283142435,21,0,0.0
999,7.4909387283142435,22,0,0.0
999,7.4909387283142435,23,0,0.0
999,7.4909387283142435,24,0,0.0
999,7.4909387283142435,25,0,0.0
999,7.4909387283142435,26,0,0.0
999,7.4909387283142435,27,0,0.0
999,7.4909387283142435,28,0,0.0
999,7.4909387283142435,29,0,0.0
999,7.4909387283142435,30,0,0.0
999,7.4909387283142435,31,0,0.0
999,7.4909387283142435,32,0,0.0
999,7.4909387283142435,33,0,0.0
999,7.4909387283142435,34,0,0.0
999,7.4909387283142435,35,0,0.0
999,7.4909387283142435,36,0,0.0
999,7.4909387283142435,37,0,0.0
999,7.4909387283142435,38,0,0.0
999,7.4909387283142435,39,0,0.0
999,7.4909387283142435,40,0,0.0
999,7.4909387283142435,41,0,0.0
999,7.4909387283142435,42,0,0.0
999,7.4909387283142435,43,0,0.0
999,7.4909387283142435,44,0,0.0
999,7.4909387283142435,45,0,0.0
999,7.4909387283142435,46,0,0.0
999,7.4909387283142435,47,0,0.0
999,7.4909387283142435,48,0,0.0
999,7.4909387283142435,49,0,0.0
999,7.4909387283142435,51,0,0.0
999,7.4909387283142435,52,0,0.0
999,7.4909387283142435,53,0,0.0
999,7.4909387283142435,54,0,0.0
999,7.4909387283142435,55,0,0.0
999,7.4909387283142435,57,0,0.0
999,7.4909387283142435,58,0,0.0
999,7.4909387283142435,59,0,0.0
999,7.4909387283142435,60,0,0.0
999,7.4909387283142435,62,0,0.0
999,7.4909387283142435,63,0,0.0
999,7.4909387283142435,64,0,0.0
999,7.4909387283142435,65,0,0.0
999,7.4909387283142435,66,0,0.0
999,7.4909387283142435,69,0,0.0
999,7.4909387283142435,70,0,0.0
999,7.4909387283142435,72,0,0.0
999,7.4909387283142435,75,0,0.0
999,7.4909387283142435,78,0,0.0
999,7.4909387283142435,81,0,0.0
999,7.4909387283142435,82,0,0.0
999,7.4909387283142435,83,0,0.0
999,7.4909387283142435,86,0,0.0
999,7.4909387283142435,88,0,0.0
999,7.4909387283142435,91,0,0.0
999,7.4909387283142435,97,0,0.0
999,7.4909387283142435,100,0,0.0
999,7.4909387283142435,110,0,0.0
999,7.4909387283142435,115,0,0.0
999,7.4909387283142435,116,0,0.0
999,7.4909387283142435,119,0,0.0
999,7.4909387283142435,137,0,0.0
999,7.4909387283142435,139,0,0.0
999,7.4909387283142435,142,0,0.0
999,7.4909387283142435,145,0,0.0
999,7.4909387283142435,150,0,0.0
999,7.4909387283142435,153,0,0.0
999,7.4909387283142435,160,0,0.0
999,7.4909387283142435,163,0,0.0
999,7.531489844391349,10,4,2.547770700636943
999,7.531489844391349,11,0,0.0
999,7.531489844391349,12,0,0.0
999,7.531489844391349,13,0,0.0
999,7.531489844391349,14,0,0.0
999,7.531489844391349,15,0,0.0
999,7.531489844391349,16,0,0.0
999,7.531489844391349,17,0,0.0
999,7.531489844391349,18,0,0.0
999,7.531489844391349,19,0,0.0
999,7.531489844391349,20,0,0.0
999,7.531489844391349,21,0,0.0
999,7.531489844391349,22,0,0.0
999,7.531489844391349,23,0,0.0
999,7.531489844391349,24,0,0.0
999,7.531489844391349,25,0,0.0
999,7.531489844391349,26,0,0.0
999,7.531489844391349,27,0,0.0
999,7.531489844391349,28,0,0.0
999,7.531489844391349,29,0,0.0
999,7.531489844391349,30,0,0.0
999,7.531489844391349,31,0,0.0
999,7.531489844391349,32,0,0.0
999,7.531489844391349,33,0,0.0
999,7.531489844391349,34,0,0.0
999,7.531489844391349,35,0,0.0
999,7.531489844391349,36,0,0.0
999,7.531489844391349,37,0,0.0
999,7.531489844391349,38,0,0.0
999,7.531489844391349,39,0,0.0
999,7.531489844391349,40,0,0.0
999,7.531489844391349,41,0,0.0
999,7.531489844391349,42,0,0.0
999,7.531489844391349,43,0,0.0
999,7.531489844391349,44,0,0.0
999,7.531489844391349,45,0,0.0
999,7.531489844391349,46,0,0.0
999,7.531489844391349,47,0,0.0
999,7.531489844391349,48,0,0.0
999,7.531489844391349,49,0,0.0
999,7.531489844391349,51,0,0.0
999,7.531489844391349,52,0,0.0
999,7.531489844391349,53,0,0.0
999,7.531489844391349,54,0,0.0
999,7.531489844391349,55,0,0.0
999,7.531489844391349,57,0,0.0
999,7.531489844391349,58,0,0.0
999,7.531489844391349,59,0,0.0
999,7.531489844391349,60,0,0.0
999,7.531489844391349,62,0,0.0
999,7.531489844391349,63,0,0.0
999,7.531489844391349,64,0,0.0
999,7.531489844391349,65,0,0.0
999,7.531489844391349,66,0,0.0
999,7.531489844391349,69,0,0.0
999,7.531489844391349,70,0,0.0
999,7.531489844391349,72,0,0.0
999,7.531489844391349,75,0,0.0
999,7.531489844391349,78,0,0.0
999,7.531489844391349,81,0,0.0
999,7.531489844391349,82,0,0.0
999,7.531489844391349,83,0,0.0
999,7.531489844391349,86,0,0.0
999,7.531489844391349,88,0,0.0
999,7.531489844391349,91,0,0.0
999,7.531489844391349,97,0,0.0
999,7.531489844391349,100,0,0.0
999,7.531489844391349,110,0,0.0
999,7.531489844391349,115,0,0.0
999,7.531489844391349,116,0,0.0
999,7.531489844391349,119,0,0.0
999,7.531489844391349,137,0,0.0
999,7.531489844391349,139,0,0.0
999,7.531489844391349,142,0,0.0
999,7.531489844391349,145,0,0.0
999,7.531489844391349,150,0,0.0
999,7.531489844391349,153,0,0.0
999,7.531489844391349,160,0,0.0
999,7.531489844391349,163,0,0.0
999,7.572073174022986,10,4,2.547770700636943
999,7.572073174022986,11,0,0.0
999,7.572073174022986,12,0,0.0
999,7.572073174022986,13,0,0.0
999,7.572073174022986,14,0,0.0
999,7.572073174022986,15,0,0.0
999,7.572073174022986,16,0,0.0
999,7.572073174022986,17,0,0.0
999,7.572073174022986,18,0,0.0
999,7.572073174022986,19,0,0.0
999,7.572073174022986,20,0,0.0
999,7.572073174022986,21,0,0.0
999,7.572073174022986,22,0,0.0
999,7.572073174022986,23,0,0.0
999,7.572073174022986,24,0,0.0
999,7.572073174022986,25,0,0.0
999,7.572073174022986,26,0,0.0
999,7.572073174022986,27,0,0.0
999,7.572073174022986,28,0,0.0
999,7.572073174022986,29,0,0.0
999,7.572073174022986,30,0,0.0
999,7.572073174022986,31,0,0.0
999,7.572073174022986,32,0,0.0
999,7.572073174022986,33,0,0.0
999,7.572073174022986,34,0,0.0
999,7.572073174022986,35,0,0.0
999,7.572073174022986,36,0,0.0
999,7.572073174022986,37,0,0.0
999,7.572073174022986,38,0,0.0
999,7.572073174022986,39,0,0.0
999,7.572073174022986,40,0,0.0
999,7.572073174022986,41,0,0.0
999,7.572073174022986,42,0,0.0
999,7.572073174022986,43,0,0.0
999,7.572073174022986,44,0,0.0
999,7.572073174022986,45,0,0.0
999,7.572073174022986,46,0,0.0
999,7.572073174022986,47,0,0.0
999,7.572073174022986,48,0,0.0
999,7.572073174022986,49,0,0.0
999,7.572073174022986,51,0,0.0
999,7.572073174022986,52,0,0.0
999,7.572073174022986,53,0,0.0
999,7.572073174022986,54,0,0.0
999,7.572073174022986,55,0,0.0
999,7.572073174022986,57,0,0.0
999,7.572073174022986,58,0,0.0
999,7.572073174022986,59,0,0.0
999,7.572073174022986,60,0,0.0
999,7.572073174022986,62,0,0.0
999,7.572073174022986,63,0,0.0
999,7.572073174022986,64,0,0.0
999,7.572073174022986,65,0,0.0
999,7.572073174022986,66,0,0.0
999,7.572073174022986,69,0,0.0
999,7.572073174022986,70,0,0.0
999,7.572073174022986,72,0,0.0
999,7.572073174022986,75,0,0.0
999,7.572073174022986,78,0,0.0
999,7.572073174022986,81,0,0.0
999,7.572073174022986,82,0,0.0
999,7.572073174022986,83,0,0.0
999,7.572073174022986,86,0,0.0
999,7.572073174022986,88,0,0.0
999,7.572073174022986,91,0,0.0
999,7.572073174022986,97,0,0.0
999,7.572073174022986,100,0,0.0
999,7.572073174022986,110,0,0.0
999,7.572073174022986,115,0,0.0
999,7.572073174022986,116,0,0.0
999,7.572073174022986,119,0,0.0
999,7.572073174022986,137,0,0.0
999,7.572073174022986,139,0,0.0
999,7.572073174022986,142,0,0.0
999,7.572073174022986,145,0,0.0
999,7.572073174022986,150,0,0.0
999,7.572073174022986,153,0,0.0
999,7.572073174022986,160,0,0.0
999,7.572073174022986,163,0,0.0
999,7.598328302348531,10,4,2.547770700636943
999,7.598328302348531,11,0,0.0
999,7.598328302348531,12,0,0.0
999,7.598328302348531,13,0,0.0
999,7.598328302348531,14,0,0.0
999,7.598328302348531,15,0,0.0
999,7.598328302348531,16,0,0.0
999,7.598328302348531,17,0,0.0
999,7.598328302348531,18,0,0.0
999,7.598328302348531,19,0,0.0
999,7.598328302348531,20,0,0.0
999,7.598328302348531,21,0,0.0
999,7.598328302348531,22,0,0.0
999,7.598328302348531,23,0,0.0
999,7.598328302348531,24,0,0.0
999,7.598328302348531,25,0,0.0
999,7.598328302348531,26,0,0.0
999,7.598328302348531,27,0,0.0
999,7.598328302348531,28,0,0.0
999,7.598328302348531,29,0,0.0
999,7.598328302348531,30,0,0.0
999,7.598328302348531,31,0,0.0
999,7.598328302348531,32,0,0.0
999,7.598328302348531,33,0,0.0
999,7.598328302348531,34,0,0.0
999,7.598328302348531,35,0,0.0
999,7.598328302348531,36,0,0.0
999,7.598328302348531,37,0,0.0
999,7.598328302348531,38,0,0.0
999,7.598328302348531,39,0,0.0
999,7.598328302348531,40,0,0.0
999,7.598328302348531,41,0,0.0
999,7.598328302348531,42,0,0.0
999,7.598328302348531,43,0,0.0
999,7.598328302348531,44,0,0.0
999,7.598328302348531,45,0,0.0
999,7.598328302348531,46,0,0.0
999,7.598328302348531,47,0,0.0
999,7.598328302348531,48,0,0.0
999,7.598328302348531,49,0,0.0
999,7.598328302348531,51,0,0.0
999,7.598328302348531,52,0,0.0
999,7.598328302348531,53,0,0.0
999,7.598328302348531,54,0,0.0
999,7.598328302348531,55,0,0.0
999,7.598328302348531,57,0,0.0
999,7.598328302348531,58,0,0.0
999,7.598328302348531,59,0,0.0
999,7.598328302348531,60,0,0.0
999,7.598328302348531,62,0,0.0
999,7.598328302348531,63,0,0.0
999,7.598328302348531,64,0,0.0
999,7.598328302348531,65,0,0.0
999,7.598328302348531,66,0,0.0
999,7.598328302348531,69,0,0.0
999,7.598328302348531,70,0,0.0
999,7.598328302348531,72,0,0.0
999,7.598328302348531,75,0,0.0
999,7.598328302348531,78,0,0.0
999,7.598328302348531,81,0,0.0
999,7.598328302348531,82,0,0.0
999,7.598328302348531,83,0,0.0
999,7.598328302348531,86,0,0.0
999,7.598328302348531,88,0,0.0
999,7.598328302348531,91,0,0.0
999,7.598328302348531,97,0,0.0
999,7.598328302348531,100,0,0.0
999,7.598328302348531,110,0,0.0
999,7.598328302348531,115,0,0.0
999,7.598328302348531,116,0,0.0
999,7.598328302348531,119,0,0.0
999,7.598328302348531,137,0,0.0
999,7.598328302348531,139,0,0.0
999,7.598328302348531,142,0,0.0
999,7.598328302348531,145,0,0.0
999,7.598328302348531,150,0,0.0
999,7.598328302348531,153,0,0.0
999,7.598328302348531,160,0,0.0
999,7.598328302348531,163,0,0.0
999,7.613088872338099,10,4,2.547770700636943
999,7.613088872338099,11,0,0.0
999,7.613088872338099,12,0,0.0
999,7.613088872338099,13,0,0.0
999,7.613088872338099,14,0,0.0
999,7.613088872338099,15,0,0.0
999,7.613088872338099,16,0,0.0
999,7.613088872338099,17,0,0.0
999,7.613088872338099,18,0,0.0
999,7.613088872338099,19,0,0.0
999,7.613088872338099,20,0,0.0
999,7.613088872338099,21,0,0.0
999,7.613088872338099,22,0,0.0
999,7.613088872338099,23,0,0.0
999,7.613088872338099,24,0,0.0
999,7.613088872338099,25,0,0.0
999,7.613088872338099,26,0,0.0
999,7.613088872338099,27,0,0.0
999,7.613088872338099,28,0,0.0
999,7.613088872338099,29,0,0.0
999,7.613088872338099,30,0,0.0
999,7.613088872338099,31,0,0.0
999,7.613088872338099,32,0,0.0
999,7.613088872338099,33,0,0.0
999,7.613088872338099,34,0,0.0
999,7.613088872338099,35,0,0.0
999,7.613088872338099,36,0,0.0
999,7.613088872338099,37,0,0.0
999,7.613088872338099,38,0,0.0
999,7.613088872338099,39,0,0.0
999,7.613088872338099,40,0,0.0
