,time,rho
0,0,0.43229689067201604
1,1,0.40220661985957873
2,2,0.3925108659311267
3,3,0.3965229020394517
4,4,0.36776997659645605
5,5,0.3921765295887663
6,6,0.35640254095620194
7,7,0.3463724506853895
8,8,0.3253092611166834
9,9,0.33099297893681046
10,10,0.344366432631227
11,11,0.3316616516215313
12,12,0.33801404212637914
13,13,0.31828819792711466
14,14,0.3052490805750585
15,15,0.2684720829154129
16,16,0.22166499498495487
17,17,0.23971915747241726
18,18,0.26980942828485455
19,19,0.2637913741223671
20,20,0.26312270143764627
21,21,0.27114677365429624
22,22,0.22768304914744233
23,23,0.23069207622868607
24,24,0.2042795051822133
25,25,0.2474088933467068
26,26,0.22734871280508193
27,27,0.23102641257104647
28,28,0.21731862253426948
29,29,0.225008358408559
30,30,0.24139083918421933
31,31,0.26947509194249414
32,32,0.29254429956536276
33,33,0.29689067201604813
34,34,0.34570377800066865
35,35,0.3239719157472417
36,36,0.3132731527917085
37,37,0.2751588097626212
38,38,0.25342694750919426
39,39,0.29923102641257104
40,40,0.27148110999665664
41,41,0.28251420929455034
42,42,0.28786359077231694
43,43,0.2942159812771648
44,44,0.2748244734202608
45,45,0.28117686392510866
46,46,0.24874623871614845
47,47,0.2179872952189903
48,48,0.27248411902373787
49,49,0.27148110999665664
50,50,0.26178535606820463
51,51,0.229020394516884
52,52,0.20093614175860916
53,53,0.2845202273487128
54,54,0.26479438314944836
55,55,0.29020394516883985
56,56,0.30658642594450014
57,57,0.28084252758274825
58,58,0.3697759946506185
59,59,0.3607489134068873
60,60,0.3460381143430291
61,61,0.3594115680374457
62,62,0.3326646606486125
63,63,0.3503844867937145
64,64,0.36810431293881646
65,65,0.3734536944165831
66,66,0.37579404881310596
67,67,0.37746573052490806
68,68,0.3350050150451354
69,69,0.3503844867937145
70,70,0.3256435974590438
71,71,0.30123704446673355
72,72,0.3136074891340689
73,73,0.38582413908391844
74,74,0.36609829488465395
75,75,0.3550651955867603
76,76,0.3557338682714811
77,77,0.3707790036776998
78,78,0.4008692744901371
79,79,0.38515546639919757
80,80,0.39752591106653296
81,81,0.40254095620193914
82,82,0.4085590103644266
83,83,0.38214643931795383
84,84,0.3811434302908726
85,85,0.38415245737211634
86,86,0.3968572383818121
87,87,0.3788030758943497
88,88,0.3711133400200602
89,89,0.37746573052490806
90,90,0.35874289535272486
91,91,0.3299899699097292
92,92,0.30023403543965227
93,93,0.29889669007021064
94,94,0.2597793380140421
95,95,0.229020394516884
96,96,0.22367101303911735
97,97,0.21029755934470076
98,98,0.17953861584754263
99,99,0.19124038783015715
100,100,0.17017719826145103
101,101,0.18756268806419257
102,102,0.15279170845870946
103,103,0.18421932464058843
104,104,0.2654630558341692
105,105,0.2768304914744233
106,106,0.242728184553661
107,107,0.2039451688398529
108,108,0.21297225008358409
109,109,0.20962888665997995
110,110,0.2156469408224674
111,111,0.23002340354396522
112,112,0.21664994984954863
113,113,0.19157472417251756
114,114,0.18355065195586762
115,115,0.1715145436308927
116,116,0.18689401537947176
117,117,0.17418923436977599
118,118,0.1471079906385824
119,119,0.15312604480106987
120,120,0.12704781009695754
121,121,0.18722835172183216
122,122,0.1581410899364761
123,123,0.14108993647609494
