,time,rho
0,0,0.4222668004012036
1,1,0.41156803744567033
2,2,0.4075560013373454
3,3,0.4035439652290204
4,4,0.40320962888665995
5,5,0.3925108659311267
6,6,0.4102306920762287
7,7,0.38482113005683716
8,8,0.41190237378803074
9,9,0.4092276830491474
10,10,0.412905382815112
11,11,0.41223671013039115
12,12,0.4262788365095286
13,13,0.3804747576061518
14,14,0.3788030758943497
15,15,0.34570377800066865
16,16,0.3517218321631561
17,17,0.3697759946506185
18,18,0.36576395854229354
19,19,0.35874289535272486
20,20,0.3436977599465062
21,21,0.34002006018054165
22,22,0.3647609495152123
23,23,0.3985289200936142
24,24,0.4192577733199599
25,25,0.39786024740889336
26,26,0.4175860916081578
27,27,0.3998662654630558
28,28,0.389501838849883
29,29,0.4012036108324975
30,30,0.39317953861584753
31,31,0.38482113005683716
32,32,0.37545971247074555
33,33,0.4112337011033099
34,34,0.379806084921431
35,35,0.3804747576061518
36,36,0.38515546639919757
37,37,0.3694416583082581
38,38,0.4035439652290204
39,39,0.39384821130056835
40,40,0.3721163490471414
41,41,0.4219324640588432
42,42,0.41190237378803074
43,43,0.4202607823470411
44,44,0.43196255432965563
45,45,0.38482113005683716
46,46,0.4005349381477767
47,47,0.4192577733199599
48,48,0.39585422935473086
49,49,0.40488131059846205
50,50,0.39752591106653296
51,51,0.399197592778335
52,52,0.3968572383818121
53,53,0.39384821130056835
54,54,0.4092276830491474
55,55,0.42494149114008695
56,56,0.4152457372116349
57,57,0.4008692744901371
58,58,0.4058843196255433
59,59,0.4058843196255433
60,60,0.39317953861584753
61,61,0.3965229020394517
62,62,0.3898361751922434
63,63,0.3704446673353394
64,64,0.3697759946506185
65,65,0.3396857238381812
66,66,0.34804413239719156
67,67,0.3537278502173186
68,68,0.31561350718823133
69,69,0.29923102641257104
70,70,0.3256435974590438
71,71,0.3029087261785356
72,72,0.3132731527917085
73,73,0.2958876629889669
74,74,0.3029087261785356
75,75,0.30157138080909396
76,76,0.3239719157472417
77,77,0.3206285523236376
78,78,0.2955533266466065
79,79,0.2942159812771648
80,80,0.29220996322300236
81,81,0.27917084587094615
82,82,0.2938816449348044
83,83,0.29187562688064195
84,84,0.3436977599465062
85,85,0.34002006018054165
86,86,0.33634236041457705
87,87,0.34068873286526247
88,88,0.3059177532597793
89,89,0.362086258776329
90,90,0.38548980274155803
91,91,0.40287529254429955
92,92,0.40521564694082246
93,93,0.3915078569040455
94,94,0.4172517552657974
95,95,0.4279505182213307
96,96,0.4202607823470411
97,97,0.4078903376797058
98,98,0.3981945837512538
99,99,0.3834837846873955
100,100,0.3691073219658977
101,101,0.35640254095620194
102,102,0.36375794048813104
103,103,0.34035439652290206
104,104,0.31995987963891676
105,105,0.3075894349715814
106,106,0.2678034102306921
107,107,0.3005683717820127
108,108,0.2845202273487128
109,109,0.2668004012036108
110,110,0.27014376462721496
111,111,0.2942159812771648
112,112,0.27148110999665664
113,113,0.29053828151120026
114,114,0.29989969909729186
115,115,0.3243062520896021
116,116,0.2932129722500836
117,117,0.31059846205282515
118,118,0.3233032430625209
119,119,0.33132731527917086
120,120,0.3627549314610498
121,121,0.3350050150451354
122,122,0.3340020060180542
123,123,0.3326646606486125
124,124,0.2888665997993982
125,125,0.2671347375459712
126,126,0.2744901370779004
127,127,0.29254429956536276
128,128,0.2340354396522902
129,129,0.21731862253426948
130,130,0.17352056168505517
131,131,0.19424941491140088
132,132,0.22601136743564026
133,133,0.23303243062520895
134,134,0.2156469408224674
135,135,0.1631561350718823
136,136,0.1287194918087596
137,137,0.09528585757271815
138,138,0.08057505850885992
139,139,0.0688732865262454
140,140,0.04012036108324975
141,141,0.04012036108324975
142,142,0.05717151454363089
143,143,0.11768639251086593
144,144,0.13574055499832832
145,145,0.14944834503510532
146,146,0.10330992978936811
147,147,0.10330992978936811
148,148,0.09461718488799732
149,149,0.06051487796723504
150,150,0.06686726847208292
151,151,0.09194249414911401
152,152,0.09060514877967235
153,153,0.06051487796723504
154,154,0.05850885991307255
155,155,0.07021063189568706
156,156,0.07890337679705783
157,157,0.05483116014710799
158,158,0.044132397191574725
159,159,0.0779003677699766
160,160,0.09327983951855567
161,161,0.08157806753594116
162,162,0.048144433299899696
163,163,0.044132397191574725
164,164,0.0735539953192912
165,165,0.08425275827482448
166,166,0.06151788699431628
167,167,0.0618522233366767
168,168,0.048813105984620526
169,169,0.05717151454363089
170,170,0.04847876964226011
171,171,0.05148779672350384
172,172,0.029087261785356068
173,173,0.026078234704112337
174,174,0.026746907388833167
175,175,0.04613841524573721
176,176,0.030424607154797726
177,177,0.02340354396522902
178,178,0.026746907388833167
179,179,0.029421598127716483
180,180,0.012704781009695755
181,181,0.0020060180541624875
182,182,0.006686726847208292
183,183,0.007021063189568706
184,184,0.0043463724506853894
185,185,0.002340354396522902
