,n_step,energy,average_magnetization
0,0.0,-167.0,0.065
1,1.0,-215.0,0.135
2,2.0,-247.0,0.22
3,3.0,-209.0,0.175
4,4.0,-213.0,0.085
5,5.0,-219.0,0.14
6,6.0,-219.0,0.145
7,7.0,-227.0,0.235
8,8.0,-219.0,0.22
9,9.0,-217.0,0.135
10,10.0,-215.0,0.16
11,11.0,-237.0,0.09
12,12.0,-217.0,0.085
13,13.0,-221.0,0.145
14,14.0,-239.0,0.16
15,15.0,-243.0,0.22
16,16.0,-251.0,0.13
17,17.0,-253.0,0.17
18,18.0,-235.0,0.01
19,19.0,-251.0,0.01
20,20.0,-227.0,-0.02
21,21.0,-193.0,0.075
22,22.0,-219.0,0.1
23,23.0,-211.0,0.11
24,24.0,-231.0,0.09
25,25.0,-241.0,0.15
26,26.0,-247.0,0.1
27,27.0,-249.0,0.115
28,28.0,-263.0,0.155
29,29.0,-239.0,0.11
30,30.0,-217.0,0.03
31,31.0,-199.0,-0.11
32,32.0,-237.0,-0.06
33,33.0,-231.0,-0.075
34,34.0,-233.0,-0.05
35,35.0,-219.0,-0.075
36,36.0,-231.0,-0.015
37,37.0,-243.0,-0.06
38,38.0,-247.0,-0.035
39,39.0,-221.0,-0.035
40,40.0,-219.0,-0.09
41,41.0,-233.0,-0.165
42,42.0,-247.0,-0.12
43,43.0,-245.0,-0.145
44,44.0,-217.0,-0.095
45,45.0,-237.0,-0.14
46,46.0,-241.0,-0.165
47,47.0,-239.0,-0.08
48,48.0,-223.0,-0.16
49,49.0,-227.0,-0.17
50,50.0,-233.0,-0.22
51,51.0,-221.0,-0.24
52,52.0,-219.0,-0.215
53,53.0,-241.0,-0.175
54,54.0,-243.0,-0.155
55,55.0,-215.0,-0.12
56,56.0,-235.0,-0.17
57,57.0,-231.0,-0.165
58,58.0,-247.0,-0.225
59,59.0,-239.0,-0.255
60,60.0,-215.0,-0.19
61,61.0,-199.0,-0.265
62,62.0,-229.0,-0.235
63,63.0,-213.0,-0.28
64,64.0,-195.0,-0.305
65,65.0,-201.0,-0.22
66,66.0,-229.0,-0.28
67,67.0,-223.0,-0.23
68,68.0,-217.0,-0.275
69,69.0,-239.0,-0.27
70,70.0,-247.0,-0.23
