,n_step,energy,average_magnetization
0,0.0,-51.0,-0.035
1,1.0,-31.0,0.015
2,2.0,-69.0,0.03
3,3.0,-19.0,0.05
4,4.0,-29.0,-0.005
5,5.0,-31.0,0.07
6,6.0,-75.0,0.07
7,7.0,-69.0,-0.005
8,8.0,-17.0,-0.07
9,9.0,-15.0,0.065
10,10.0,-35.0,-0.01
11,11.0,-51.0,-0.08
12,12.0,-47.0,-0.135
13,13.0,-101.0,-0.17
14,14.0,-103.0,0.01
15,15.0,-33.0,0.105
16,16.0,-31.0,0.045
17,17.0,-79.0,0.0
18,18.0,-59.0,-0.045
19,19.0,-23.0,-0.075
20,20.0,-35.0,-0.005
21,21.0,-41.0,-0.08
22,22.0,-79.0,0.03
23,23.0,-35.0,0.07
24,24.0,-27.0,0.06
25,25.0,-43.0,-0.025
26,26.0,-5.0,0.03
27,27.0,-43.0,0.03
28,28.0,-35.0,-0.02
29,29.0,-39.0,0.035
30,30.0,-27.0,-0.005
31,31.0,-55.0,-0.025
32,32.0,-45.0,-0.01
33,33.0,-33.0,0.01
34,34.0,-37.0,0.05
35,35.0,-49.0,-0.005
36,36.0,-29.0,0.005
37,37.0,-45.0,0.045
38,38.0,-71.0,0.155
39,39.0,-85.0,0.105
40,40.0,-55.0,-0.05
41,41.0,-81.0,0.035
42,42.0,-17.0,0.07
43,43.0,-69.0,0.115
44,44.0,-87.0,0.06
45,45.0,-21.0,0.025
46,46.0,-33.0,0.005
47,47.0,-39.0,0.03
48,48.0,-53.0,-0.015
49,49.0,-61.0,-0.015
50,50.0,-33.0,-0.05
51,51.0,-13.0,0.01
52,52.0,-27.0,-0.025
53,53.0,-37.0,0.0
54,54.0,-43.0,-0.015
55,55.0,-33.0,-0.09
56,56.0,-27.0,-0.02
57,57.0,-13.0,-0.05
58,58.0,-59.0,0.0
59,59.0,-3.0,-0.04
60,60.0,-11.0,-0.035
61,61.0,-61.0,0.04
62,62.0,-37.0,0.08
63,63.0,-73.0,0.065
64,64.0,-53.0,-0.01
65,65.0,-43.0,-0.015
66,66.0,-17.0,-0.005
67,67.0,-19.0,-0.06
68,68.0,-59.0,-0.045
69,69.0,-69.0,-0.03
70,70.0,-23.0,0.0
71,71.0,-21.0,-0.04
72,72.0,-41.0,0.015
73,73.0,-49.0,-0.02
74,74.0,-43.0,-0.015
75,75.0,-69.0,-0.065
76,76.0,-101.0,0.0
77,77.0,-59.0,-0.04
78,78.0,-55.0,0.065
79,79.0,-51.0,-0.085
80,80.0,-57.0,-0.005
81,81.0,-41.0,0.005
82,82.0,-45.0,0.09
83,83.0,-45.0,0.135
84,84.0,-37.0,0.095
85,85.0,-17.0,-0.025
86,86.0,-57.0,0.09
87,87.0,-11.0,-0.02
88,88.0,-13.0,0.01
89,89.0,-53.0,0.045
90,90.0,-29.0,-0.005
91,91.0,-53.0,-0.075
92,92.0,-47.0,0.01
93,93.0,-35.0,0.02
