,n_step,energy,average_magnetization
0,0.0,-264.0,-0.075
1,1.0,-398.0,-0.03
2,2.0,-448.0,-0.075
3,3.0,-490.0,-0.125
4,4.0,-510.0,-0.155
5,5.0,-530.0,-0.18
6,6.0,-552.0,-0.21
7,7.0,-562.0,-0.225
8,8.0,-558.0,-0.21
9,9.0,-576.0,-0.22
10,10.0,-594.0,-0.225
11,11.0,-610.0,-0.23
12,12.0,-626.0,-0.23
13,13.0,-640.0,-0.21
14,14.0,-640.0,-0.17
15,15.0,-636.0,-0.205
16,16.0,-650.0,-0.25
17,17.0,-646.0,-0.25
18,18.0,-664.0,-0.29
19,19.0,-664.0,-0.29
20,20.0,-668.0,-0.285
21,21.0,-660.0,-0.33
22,22.0,-656.0,-0.355
23,23.0,-664.0,-0.34
24,24.0,-658.0,-0.33
25,25.0,-670.0,-0.355
26,26.0,-680.0,-0.36
27,27.0,-696.0,-0.38
28,28.0,-700.0,-0.39
29,29.0,-698.0,-0.41
30,30.0,-704.0,-0.385
31,31.0,-700.0,-0.42
32,32.0,-704.0,-0.44
33,33.0,-704.0,-0.445
34,34.0,-704.0,-0.405
35,35.0,-708.0,-0.42
36,36.0,-688.0,-0.415
37,37.0,-686.0,-0.4
38,38.0,-698.0,-0.41
39,39.0,-712.0,-0.405
40,40.0,-708.0,-0.405
41,41.0,-702.0,-0.425
42,42.0,-688.0,-0.395
43,43.0,-694.0,-0.365
44,44.0,-696.0,-0.33
45,45.0,-694.0,-0.36
46,46.0,-702.0,-0.395
47,47.0,-692.0,-0.38
48,48.0,-682.0,-0.38
49,49.0,-700.0,-0.405
50,50.0,-704.0,-0.405
51,51.0,-702.0,-0.42
52,52.0,-698.0,-0.4
53,53.0,-692.0,-0.41
54,54.0,-694.0,-0.415
55,55.0,-678.0,-0.46
56,56.0,-700.0,-0.47
57,57.0,-704.0,-0.48
58,58.0,-690.0,-0.49
59,59.0,-698.0,-0.52
60,60.0,-700.0,-0.51
61,61.0,-700.0,-0.495
62,62.0,-684.0,-0.44
63,63.0,-702.0,-0.425
64,64.0,-710.0,-0.45
65,65.0,-708.0,-0.48
66,66.0,-698.0,-0.44
67,67.0,-704.0,-0.435
68,68.0,-702.0,-0.415
69,69.0,-706.0,-0.46
70,70.0,-700.0,-0.43
71,71.0,-696.0,-0.405
72,72.0,-690.0,-0.42
73,73.0,-708.0,-0.43
74,74.0,-710.0,-0.43
75,75.0,-708.0,-0.425
76,76.0,-704.0,-0.44
77,77.0,-702.0,-0.43
78,78.0,-696.0,-0.405
79,79.0,-698.0,-0.405
80,80.0,-690.0,-0.385
81,81.0,-676.0,-0.415
82,82.0,-680.0,-0.395
83,83.0,-682.0,-0.4
84,84.0,-682.0,-0.38
85,85.0,-704.0,-0.39
86,86.0,-708.0,-0.415
87,87.0,-710.0,-0.445
88,88.0,-710.0,-0.425
89,89.0,-704.0,-0.425
90,90.0,-700.0,-0.42
91,91.0,-708.0,-0.425
92,92.0,-704.0,-0.415
93,93.0,-710.0,-0.41
94,94.0,-714.0,-0.425
95,95.0,-710.0,-0.45
96,96.0,-710.0,-0.485
97,97.0,-708.0,-0.48
98,98.0,-698.0,-0.47
99,99.0,-702.0,-0.43
100,100.0,-704.0,-0.44
101,101.0,-702.0,-0.42
102,102.0,-702.0,-0.42
103,103.0,-692.0,-0.41
104,104.0,-696.0,-0.43
105,105.0,-704.0,-0.43
106,106.0,-698.0,-0.445
107,107.0,-698.0,-0.44
108,108.0,-702.0,-0.44
109,109.0,-694.0,-0.48
110,110.0,-676.0,-0.465
111,111.0,-676.0,-0.48
112,112.0,-694.0,-0.49
