,n_step,energy,average_magnetization
0,0.0,-187.0,0.05
1,1.0,-215.0,0.085
2,2.0,-229.0,0.125
3,3.0,-227.0,0.14
4,4.0,-193.0,0.135
5,5.0,-189.0,0.1
6,6.0,-207.0,0.19
7,7.0,-213.0,0.185
8,8.0,-237.0,0.21
9,9.0,-233.0,0.185
10,10.0,-201.0,0.15
11,11.0,-203.0,0.205
12,12.0,-209.0,0.17
13,13.0,-197.0,0.23
14,14.0,-239.0,0.215
15,15.0,-231.0,0.285
16,16.0,-241.0,0.34
17,17.0,-243.0,0.33
18,18.0,-251.0,0.3
19,19.0,-241.0,0.295
20,20.0,-239.0,0.225
21,21.0,-221.0,0.18
22,22.0,-217.0,0.21
23,23.0,-221.0,0.15
24,24.0,-245.0,0.28
25,25.0,-219.0,0.23
26,26.0,-211.0,0.25
27,27.0,-223.0,0.23
28,28.0,-229.0,0.15
29,29.0,-221.0,0.185
30,30.0,-205.0,0.2
31,31.0,-233.0,0.2
32,32.0,-215.0,0.24
33,33.0,-201.0,0.2
34,34.0,-225.0,0.195
35,35.0,-243.0,0.165
36,36.0,-233.0,0.15
37,37.0,-225.0,0.21
38,38.0,-227.0,0.275
39,39.0,-229.0,0.3
40,40.0,-243.0,0.255
41,41.0,-253.0,0.245
42,42.0,-225.0,0.305
43,43.0,-235.0,0.25
44,44.0,-229.0,0.275
45,45.0,-243.0,0.255
46,46.0,-235.0,0.265
47,47.0,-229.0,0.26
48,48.0,-205.0,0.285
49,49.0,-235.0,0.285
50,50.0,-235.0,0.365
51,51.0,-247.0,0.4
52,52.0,-231.0,0.34
53,53.0,-247.0,0.39
54,54.0,-241.0,0.315
55,55.0,-225.0,0.205
56,56.0,-231.0,0.225
57,57.0,-245.0,0.29
58,58.0,-263.0,0.275
59,59.0,-247.0,0.285
60,60.0,-231.0,0.165
61,61.0,-221.0,0.135
62,62.0,-201.0,0.205
63,63.0,-223.0,0.23
64,64.0,-231.0,0.235
