,n_step,energy,average_magnetization
0,0.0,-7472.0,-0.0026
1,1.0,-10328.0,-0.0122
2,2.0,-12114.0,-0.0044
3,3.0,-13228.0,-0.0006
4,4.0,-14074.0,0.0114
5,5.0,-14592.0,0.0252
6,6.0,-15224.0,0.0308
7,7.0,-15582.0,0.0278
8,8.0,-15870.0,0.0254
9,9.0,-16120.0,0.0272
