,n_step,energy,average_magnetization
0,0.0,-151.0,0.01
1,1.0,-151.0,-0.075
2,2.0,-135.0,-0.09
3,3.0,-115.0,0.045
4,4.0,-101.0,0.095
5,5.0,-111.0,-0.04
6,6.0,-135.0,0.025
7,7.0,-131.0,-0.075
8,8.0,-109.0,-0.03
9,9.0,-139.0,-0.095
10,10.0,-143.0,-0.11
11,11.0,-123.0,-0.055
12,12.0,-145.0,-0.055
13,13.0,-127.0,-0.02
14,14.0,-129.0,-0.135
15,15.0,-147.0,-0.16
16,16.0,-117.0,-0.15
17,17.0,-119.0,-0.135
18,18.0,-133.0,-0.12
19,19.0,-115.0,-0.105
20,20.0,-141.0,-0.045
21,21.0,-155.0,-0.085
22,22.0,-125.0,0.025
23,23.0,-121.0,-0.05
24,24.0,-131.0,0.01
25,25.0,-137.0,0.01
26,26.0,-111.0,0.025
27,27.0,-121.0,0.08
28,28.0,-89.0,0.065
29,29.0,-153.0,0.29
30,30.0,-163.0,0.295
31,31.0,-147.0,0.2
32,32.0,-125.0,0.175
33,33.0,-145.0,0.145
34,34.0,-127.0,0.055
35,35.0,-91.0,-0.055
36,36.0,-83.0,-0.08
37,37.0,-135.0,-0.12
38,38.0,-129.0,-0.14
39,39.0,-113.0,-0.075
40,40.0,-131.0,-0.135
41,41.0,-139.0,-0.195
42,42.0,-137.0,-0.045
43,43.0,-135.0,-0.105
44,44.0,-119.0,-0.02
45,45.0,-91.0,0.03
46,46.0,-151.0,0.005
47,47.0,-129.0,0.025
48,48.0,-117.0,0.135
49,49.0,-129.0,0.115
50,50.0,-143.0,0.065
51,51.0,-125.0,-0.01
52,52.0,-129.0,0.03
53,53.0,-109.0,0.09
54,54.0,-135.0,0.13
55,55.0,-153.0,0.115
56,56.0,-135.0,0.15
57,57.0,-149.0,0.13
58,58.0,-157.0,0.075
59,59.0,-109.0,0.045
60,60.0,-175.0,0.07
61,61.0,-111.0,-0.02
62,62.0,-135.0,-0.02
63,63.0,-135.0,-0.03
64,64.0,-109.0,-0.045
65,65.0,-161.0,-0.035
66,66.0,-147.0,-0.04
67,67.0,-125.0,-0.07
68,68.0,-131.0,0.005
69,69.0,-107.0,-0.015
70,70.0,-87.0,-0.035
71,71.0,-77.0,0.03
72,72.0,-117.0,0.105
73,73.0,-117.0,0.075
74,74.0,-93.0,0.05
75,75.0,-143.0,0.07
76,76.0,-119.0,0.095
77,77.0,-127.0,0.01
78,78.0,-153.0,0.11
79,79.0,-153.0,-0.015
80,80.0,-117.0,0.03
81,81.0,-125.0,0.115
82,82.0,-123.0,0.03
83,83.0,-113.0,-0.025
84,84.0,-133.0,-0.04
85,85.0,-129.0,-0.08
86,86.0,-133.0,0.0
87,87.0,-109.0,0.055
88,88.0,-139.0,0.14
89,89.0,-91.0,0.08
90,90.0,-143.0,0.115
91,91.0,-105.0,0.0
92,92.0,-107.0,-0.025
93,93.0,-147.0,-0.025
94,94.0,-125.0,-0.05
95,95.0,-107.0,-0.06
96,96.0,-131.0,-0.13
97,97.0,-167.0,-0.205
98,98.0,-143.0,-0.08
99,99.0,-121.0,0.02
100,100.0,-139.0,-0.03
101,101.0,-121.0,0.03
102,102.0,-151.0,0.01
103,103.0,-145.0,0.02
104,104.0,-113.0,-0.065
105,105.0,-123.0,-0.05
106,106.0,-133.0,-0.085
107,107.0,-107.0,-0.15
108,108.0,-121.0,-0.17
109,109.0,-119.0,-0.21
110,110.0,-129.0,-0.165
111,111.0,-135.0,-0.04
112,112.0,-149.0,0.045
113,113.0,-147.0,-0.135
114,114.0,-163.0,-0.185
115,115.0,-161.0,-0.225
116,116.0,-131.0,-0.08
117,117.0,-131.0,-0.08
118,118.0,-145.0,-0.1
119,119.0,-129.0,-0.18
120,120.0,-125.0,-0.1
121,121.0,-91.0,-0.115
122,122.0,-141.0,-0.115
123,123.0,-81.0,-0.055
124,124.0,-117.0,-0.095
125,125.0,-115.0,-0.075
126,126.0,-99.0,0.005
127,127.0,-141.0,-0.07
128,128.0,-131.0,-0.035
129,129.0,-131.0,0.035
