node_ID,node_label,latitude,longitude,country_name,country_IS03
1,Alzingen,49.556891499999836,6.1515614999997865,Luxemburg,LU
2,Bascharage-Sanem,49.55853799999986,5.925091499999809,Luxemburg,LU
3,Belval-Lycee,49.50134149999985,5.932669499999804,Luxemburg,LU
4,Belval-Redange,49.50332899999984,5.923737499999788,Luxemburg,LU
5,Belval-Usines,49.49586549999984,5.958638499999807,Luxemburg,LU
6,Belvaux-Soleuvre,49.51520099999985,5.925199499999792,Luxemburg,LU
7,Berchem,49.54271699999984,6.133662499999787,Luxemburg,LU
8,Bertrange-Strassen,49.612764999999854,6.060634999999792,Luxemburg,LU
9,Bettembourg,49.51660449999983,6.101522499999788,Luxemburg,LU
10,Bettembourg-Marchandises,49.49417899999983,6.109639999999786,Luxemburg,LU
11,Betzdorf,49.688870999999835,6.3485919999997975,Luxemburg,LU
12,Bissen,49.78838699999983,6.069325999999791,Luxemburg,LU
13,Capellen,49.63840249999984,5.982608499999799,Luxemburg,LU
14,Cents-Hamm,49.61424849999983,6.1634494999997855,Luxemburg,LU
15,Clervaux,50.061638499999844,6.0247739999997805,Luxemburg,LU
16,Colmar-Berg,49.815086499999836,6.100876999999798,Luxemburg,LU
17,Colmar-Usines,49.80802549999984,6.0928519999997945,Luxemburg,LU
18,Cruchten,49.79634449999983,6.120077999999808,Luxemburg,LU
19,Diekirch,49.86482049999984,6.154024499999792,Luxemburg,LU
20,Differdange (PA),49.52238549999984,5.891581499999802,Luxemburg,LU
21,Differdange (gare),49.52778549999985,5.8916809999998065,Luxemburg,LU
22,Dippach-Reckange,49.57249999999985,5.995256999999782,Luxemburg,LU
23,Dommeldange,49.63385449999984,6.136740499999803,Luxemburg,LU
24,Drauffelt,50.01485199999985,6.006692499999787,Luxemburg,LU
25,Dudelange-Burange,49.49201899999986,6.0861519999997995,Luxemburg,LU
26,Dudelange-Centre,49.47931899999983,6.082231999999806,Luxemburg,LU
27,Dudelange-Usines,49.472623499999855,6.079381999999782,Luxemburg,LU
28,Dudelange-Ville,49.483419499999854,6.083037999999789,Luxemburg,LU
29,Ettelbruck,49.84728849999985,6.106606499999799,Luxemburg,LU
30,Goebelsmuehle,49.92108949999985,6.053368499999806,Luxemburg,LU
31,Heisdorf,49.67551049999983,6.139308999999798,Luxemburg,LU
32,Hollerich,49.595770499999844,6.1206649999998035,Luxemburg,LU
33,Howald,49.579915999999855,6.134998499999796,Luxemburg,LU
34,Kautenbach,49.94866249999984,6.022215999999787,Luxemburg,LU
35,Kayl,49.48573199999984,6.0352749999997855,Luxemburg,LU
36,Kleinbettingen,49.64384799999985,5.917165499999783,Luxemburg,LU
37,Lamadelaine,49.553401999999835,5.860826499999803,Luxemburg,LU
38,Langengrund,49.46562699999984,6.0101709999997865,Luxemburg,LU
39,Leudelange,49.58693049999985,6.058234499999799,Luxemburg,LU
40,Lintgen,49.72120599999985,6.122864999999791,Luxemburg,LU
41,Lorentzweiler,49.69844649999985,6.140161999999805,Luxemburg,LU
42,Luxembourg,49.59998149999984,6.134511999999802,Luxemburg,LU
43,Mamer,49.62570849999983,6.020095999999796,Luxemburg,LU
44,Mamer-Lycee,49.61845499999984,6.029704999999808,Luxemburg,LU
45,Manternach,49.706491499999856,6.42342549999978,Luxemburg,LU
46,Maulusmuehle,50.09435299999984,6.025958999999801,Luxemburg,LU
47,Merkholtz,49.95679849999985,5.981511499999783,Luxemburg,LU
48,Mersch,49.751832999999834,6.110437999999789,Luxemburg,LU
49,Mertert,49.70320349999983,6.479954999999791,Luxemburg,LU
50,Michelau,49.89649299999985,6.092047499999808,Luxemburg,LU
51,Munsbach,49.630311499999834,6.268619499999801,Luxemburg,LU
52,Niederkorn,49.53726349999985,5.894476499999797,Luxemburg,LU
53,Noertzange,49.50808849999984,6.050808999999788,Luxemburg,LU
54,Oberkorn,49.509659499999856,5.89263299999979,Luxemburg,LU
55,Oetrange,49.60268699999983,6.2582744999998,Luxemburg,LU
56,Paradiso,49.965328499999856,5.9529454999997995,Luxemburg,LU
57,Petange,49.554170999999855,5.87933849999979,Luxemburg,LU
58,Roodt,49.66662799999983,6.303119499999781,Luxemburg,LU
59,Rumelange,49.460105499999855,6.032468499999794,Luxemburg,LU
60,Sandweiler-Contern,49.60068849999985,6.2060504999998045,Luxemburg,LU
61,Schieren,49.82905849999983,6.0951799999998,Luxemburg,LU
62,Schifflange,49.50642399999984,6.009708999999788,Luxemburg,LU
63,Schouweiler,49.57354049999984,5.960277999999789,Luxemburg,LU
64,Syren,49.569832999999846,6.220957999999797,Luxemburg,LU
65,Tetange,49.47750449999984,6.034904499999783,Luxemburg,LU
66,Troisvierges,50.11924449999984,5.990902499999805,Luxemburg,LU
67,Walferdange,49.66206299999985,6.136425999999801,Luxemburg,LU
68,Wasserbillig,49.71279499999983,6.49914899999979,Luxemburg,LU
69,Wecker,49.69999799999985,6.38640799999979,Luxemburg,LU
70,Wiltz,49.96664499999983,5.92844249999979,Luxemburg,LU
71,Wilwerwiltz,49.98844299999985,6.000489499999787,Luxemburg,LU
